region,lat,winter,cfr_w,cfr_s1,cfr_s2,temp_w,temp_s,cases_w,cases_s,penalty_cfr,penalty_cases,penalty_deaths
Canada,52.18975974959941,W1 2020冬-2021春,0.016588338748542146,0.033318778121618285,0.008913514815707058,-2.1267188940092163,19.013376344086023,752818.0,251921.0,-0.03814493111316075,1.3013496830224422,1.2632047519092833
Chile,-35.6751,W1 2020冬-2021春,0.02013468457515424,0.02930007253716126,0.021788565827301057,19.46878648233487,11.396161290322581,485282.0,450654.0,-0.2270437315950642,0.0741011728199048,-0.1529425587751625
China,23.65995342661174,W1 2020冬-2021春,0.0159771534424205,0.012632062471290766,0.005510752688172043,17.435551459293396,27.415854838709677,12956.0,8074.0,0.6496900718165755,0.47600250520043197,1.1256925770170065
Colombia,4.5709,W1 2020冬-2021春,0.024763679136581562,0.03374871837234503,0.022172979657724978,12.977350230414748,12.97179569892473,1332193.0,1460362.5,-0.09953040001670477,0.01373579723175311,-0.08579460278495077
Costa Rica,9.7489,W1 2020冬-2021春,0.014027136610077439,0.01501927607624759,0.01146539399844947,17.25472350230415,18.785900537634408,106793.0,177949.0,0.0666599183211174,-0.3053968490985337,-0.2387369307774163
Croatia,45.1,W1 2020冬-2021春,0.02425826301300851,0.015822123091935595,0.016293194871017946,1.1385499231950846,15.305198924731183,222316.0,43477.0,0.41267895993432546,1.929798694673007,2.3424776546073316
Cuba,21.521757,W1 2020冬-2021春,0.005206505206505206,0.011321822813472968,0.009353579310801184,23.72539631336405,27.00562007168459,68376.0,387127.0,-0.6813367398978736,0.2702849814906454,-0.4110517584072264
Czechia,49.8175,W1 2020冬-2021春,0.01843087794325234,0.013934465211394874,0.010982858836508538,1.5186589861751156,15.816645161290321,1197230.0,61906.0,0.3986768808628449,2.962328888657005,3.361005769519852
Denmark,56.37399668911018,W1 2020冬-2021春,0.009168690899626963,0.007216440934999738,0.0016285303885600314,3.1755514592933944,14.351494623655913,184432.0,64212.0,0.9837745709914332,1.394782160182503,2.3785567311739353
Dominican Republic,18.7357,W1 2020冬-2021春,0.008909465511618102,0.01676216539810143,0.005590035248578163,18.341594470046083,20.88782795698925,125709.0,98861.5,-0.0829406877235721,0.2423335964751292,0.1593929087515571
Ecuador,-1.8312,W1 2020冬-2021春,0.02742225792990913,0.08853567382908316,0.10438374313213576,18.845181259600615,18.531623655913982,160563.0,120214.0,-1.254384738714382,0.2916886541614456,-0.9626960845529364
Egypt,26.820553,W1 2020冬-2021春,0.06479445102351548,0.05637869774014192,0.04728992360858494,16.017597542242704,29.707010752688173,94576.0,87316.5,0.2270256529448451,0.0869317353089123,0.3139573882537583
El Salvador,13.794200000000002,W1 2020冬-2021春,0.033042071197411,0.030716128582386166,0.035761024182076814,24.334978494623655,24.463989247311826,30900.0,31916.0,-0.003041599720400967,-0.027190999378147396,-0.030232599098548363
Ethiopia,9.145,W1 2020冬-2021春,0.015278029342510414,0.01737177186756516,0.024673587813945054,22.280254992319506,24.341903225806448,110420.0,81734.5,-0.30387416162258685,0.30398485673917186,0.00011069511658412523
Finland,61.924110000000006,W1 2020冬-2021春,0.00860403577980162,0.007936507936507936,0.0042016042488950325,-2.7524116743471585,13.296827956989247,61599.0,29694.5,0.39876147569823495,1.3752326448423293,1.7739941205405643
France,44.61517569245893,W1 2020冬-2021春,0.016903843757881846,0.012884640026359626,0.007130241913357229,5.426113671274962,16.41536559139785,3290790.0,956569.5,0.5673505028189219,1.410297979156832,1.9776484819757538
Georgia,42.3154,W1 2020冬-2021春,0.013309996911355915,0.019128586609989374,0.01642869885233662,5.179141321044547,20.68125806451613,242825.0,153703.5,-0.2865914160473917,1.8616537211658741,1.5750623051184842
Germany,51.165691,W1 2020冬-2021春,0.029129477931287444,0.015019215987701768,0.010182006468819157,2.8211689708141323,16.243053763440862,2290120.0,488002.0,0.8567743798398153,1.9320048651677961,2.7887792450076105
Greece,39.0742,W1 2020冬-2021春,0.036090145162583874,0.018319394663480686,0.012766546306487221,5.418233486943164,20.171501792114697,224438.0,162900.0,0.858625592836308,1.187910604708481,2.04653619754479
Guatemala,15.783500000000002,W1 2020冬-2021春,0.0368938820653123,0.03731335096053628,0.019116532990223783,21.335915514592934,24.30848387096774,85895.0,211895.5,0.32309335990087673,-0.7066475983472564,-0.38355423844638104
Honduras,15.2,W1 2020冬-2021春,0.02260322283109978,0.031525437087049614,0.02723527765665979,19.762592933947772,22.952301075268817,92155.0,114895.0,-0.2595614268231965,-0.160117131545638,-0.41967855836883494
Hungary,47.1625,W1 2020冬-2021春,0.03686459474070891,0.023506961009671683,0.029983624328251492,3.8910337941628264,19.444767025089604,577112.0,33207.0,0.32827761463309857,2.90431756636384,3.2325951809969373
India,20.593684,W1 2020冬-2021春,0.010770800253518007,0.0173019794922393,0.012711295052684824,20.91506144393241,26.318720430107525,4037583.0,10439729.5,-0.31981715209808126,-0.8634275440134012,-1.1832446961114833
Indonesia,-0.7893,W1 2020冬-2021春,0.02519734501063884,0.04013507168911842,0.03731246583862638,25.333347158218128,27.231236559139784,1101624.0,1411813.0,-0.42905038444680343,0.27144666684104024,-0.1576037176057632
Iran,32.427908,W1 2020冬-2021春,0.019111528042288134,0.06204165161247618,0.015241439097553953,8.790293394777265,30.88884946236559,1272792.0,1725271.0,-0.47562025182614587,0.18471353625205467,-0.2909067155740903
Iraq,33.223191,W1 2020冬-2021春,0.008493394026867992,0.02744835077141337,0.007217749844366936,14.662242703533025,34.514752688172045,378294.0,649500.0,-0.5051359786633904,-0.4305536515376662,-0.9356896302010558
Ireland,53.1424,W1 2020冬-2021春,0.016250186355348112,0.019189907038512616,0.0028540374856320717,5.883109062980031,14.381733870967743,174398.0,71474.5,0.7865448171673322,1.3797375822358315,2.1662823994031646
Israel,31.046050999999995,W1 2020冬-2021春,0.006895341933394505,0.007986523551389759,0.003587710738568116,14.517677419354836,24.90978494623656,518756.0,337626.0,0.2532111580349401,0.4814952823283498,0.7347064403632917
Italy,41.87194,W1 2020冬-2021春,0.024393307930664552,0.04498254081427448,0.011596085590008957,9.7775821812596,23.230827956989245,2905469.0,379550.0,0.0658378172412748,2.388596899782815,2.4544347170240908
Japan,36.204824,W1 2020冬-2021春,0.020395277221126756,0.013060105346706112,0.005999275375999842,8.015247311827958,23.33567741935484,373763.0,590798.0,0.8347029245560038,0.2973424691305038,1.1320453936865071
Jordan,31.24,W1 2020冬-2021春,0.0116574206356569,0.023137697516930022,0.014607360545910117,12.274410138248848,27.27586021505376,538970.0,61589.0,-0.455551439918195,2.7460447365468994,2.2904932966287026
Kazakhstan,48.01959999999999,W1 2020冬-2021春,0.02620911803915465,0.015308983649539346,0.016357825517662943,-9.895485407066051,20.502698924731185,147773.0,362304.0,0.5045342517386597,-0.6531954871472259,-0.14866123540856435
Kenya,-0.0236,W1 2020冬-2021春,0.015114244414576624,0.019799124118217815,0.0247014958497936,24.625867895545316,24.551397849462365,78866.0,64124.5,-0.38061311352426674,0.29666132060730277,-0.0839517929169622
"Korea, South",35.907757,W1 2020冬-2021春,0.016817308191782246,0.013648494090735798,0.0038192101036418524,1.6301336405529951,19.654150537634408,77004.0,102127.0,0.8455721982736106,0.43047860586843,1.2760508041420424
Kosovo,42.602636,W1 2020冬-2021春,0.017637037779336607,0.04247422680412371,0.013307580536555976,3.4037987711213518,19.688862903225804,69853.0,35492.0,-0.2986145407910419,0.8910616302735939,0.592447089482552
Kuwait,29.31166,W1 2020冬-2021春,0.005537922525594055,0.005812689060677357,0.005622384937238494,16.94027956989247,36.659021505376344,106177.0,119411.0,-0.03178018339784483,-0.10564227944770366,-0.13742246284555026
Kyrgyzstan,41.20437999999999,W1 2020冬-2021春,0.011395819285232636,0.023561178494436338,0.011290341953229158,-5.34015668202765,15.572720430107527,29660.0,64590.0,-0.3585274634132274,-0.7346498084389914,-1.0931772718522188
Lebanon,33.8547,W1 2020冬-2021春,0.015424669139297263,0.012157026084240121,0.008571253020931471,6.870551459293395,21.26547580645161,387172.0,68033.0,0.4128075132950535,1.8439529812848416,2.2567604945798934
Libya,26.3351,W1 2020冬-2021春,0.018791767999836506,0.019174255870115512,0.010850310008857396,15.826918586789555,31.150838709677416,97862.0,98472.5,0.26453780607851085,0.26940803299118876,0.5339458390696992
Lithuania,55.16940000000001,W1 2020冬-2021春,0.01718873177595274,0.01093693036820999,0.014947999294905694,-0.2271059907834101,16.73120430107527,200422.0,43919.0,0.29589272274330014,2.5740148979233464,2.8699076206666465
Luxembourg,49.8153,W1 2020冬-2021春,0.012694347083670352,0.004801920768307323,0.002905393136008716,3.9544055299539176,16.0160376344086,44508.0,7589.5,1.2233644279036762,1.8827272150659056,3.1060916429695826
Malaysia,4.210484,W1 2020冬-2021春,0.003334904698807461,0.011944260119442602,0.014076893513382276,25.587172043010753,26.768146953405022,313952.0,920751.5,-1.3579486638540645,1.2369338605335116,-0.12101480332055381
Mexico,23.6345,W1 2020冬-2021春,0.08566166257587,0.11107995668460426,0.04806103672086023,16.63142242703533,18.185978494623654,1313925.0,1021730.0,0.15904434403299872,0.2958919964701181,0.45493634050311726
Moldova,47.4116,W1 2020冬-2021春,0.022438246185173896,0.02685929392613694,0.025967167948570773,1.7138218125960063,19.136333333333337,154201.0,46350.0,-0.16295551434428202,1.203857136547784,1.040901622203502
Montenegro,42.708678,W1 2020冬-2021春,0.01399618535340368,0.01887715179968701,0.013309879800644972,6.9642119815668195,21.769788530465952,72877.0,22167.0,-0.12444462870986239,1.3616088415150625,1.2371642128051992
Morocco,31.7917,W1 2020冬-2021春,0.015244771906011631,0.021269814643965445,0.012867986970807592,12.96126113671275,26.271655913978492,277013.0,270526.0,-0.0817791373544603,0.21124552403246533,0.12946638667800592
Mozambique,-18.665695,W1 2020冬-2021春,0.012502284774264303,0.008260561718196837,0.013588099893572259,26.790835637480804,21.11054569892473,54710.0,44640.0,0.16556791368750545,0.7375195718756284,0.903087485563133
Nepal,28.1667,W1 2020冬-2021春,0.017322598202053188,0.008680555555555556,0.013986784607755461,16.790674347158216,25.3065376344086,106566.0,274817.0,0.45241267457999434,-0.586405068960719,-0.1339923943807264
Netherlands,51.62419146215896,W1 2020冬-2021春,0.00913187271890486,0.01244776085957895,0.0018856407485021791,5.9158049155145935,16.566924731182795,934310.0,301833.5,0.6338665712145479,1.4725565778081648,2.106423149022711
Nigeria,9.082,W1 2020冬-2021春,0.008976588896219436,0.016673694567432708,0.017089183407509406,27.12925806451613,24.29767741935484,100038.0,48792.5,-0.6315190535156514,0.7320287997304895,0.10050974621483988
North Macedonia,41.6086,W1 2020冬-2021春,0.030888776028440833,0.04324127906976744,0.0437236273266199,5.590121351766512,22.581139784946238,98450.0,27570.5,-0.34194921746863294,1.3605034655723056,1.0185542481036727
Norway,60.472,W1 2020冬-2021春,0.005439087500660083,0.004736746219712151,0.0014386419220256078,-4.506740399385561,9.769215053763443,75748.0,40975.0,0.7340863042841539,1.307648593158424,2.041734897442577
Oman,21.512583,W1 2020冬-2021春,0.01074044301536263,0.010837827446823987,0.017689746281081473,24.535542242703535,36.555354838709675,44784.0,103376.5,-0.25399752339412895,-0.834136170210229,-1.088133693604358
Pakistan,30.3753,W1 2020冬-2021春,0.025758125566068074,0.01961369836982341,0.020809037121840106,12.54925806451613,27.9660752688172,338961.0,357855.5,0.24294233934490528,-0.03841929670049282,0.20452304264441423
Panama,8.538,W1 2020冬-2021春,0.014946738134051018,0.02129866211591224,0.009586783307489005,18.77979723502304,19.65089247311828,221453.0,104300.0,0.044978255828519664,0.7530818942350042,0.7980601500635229
Paraguay,-23.4425,W1 2020冬-2021春,0.022913613498633502,0.02816051493513024,0.0482392614295981,27.025354838709678,21.752932795698925,151482.0,110331.0,-0.47531581971842085,0.5799406765938606,0.10462485687543932
Peru,-9.19,W1 2020冬-2021春,0.10248571212730892,0.09439178515007898,0.06300484222848933,22.63252073732719,17.615096774193546,648627.0,575326.0,0.28439057905374643,0.1839521511975164,0.4683427302512655
Philippines,12.879721,W1 2020冬-2021春,0.02088613292812344,0.018663878683139516,0.014058126050409056,26.216677419354834,28.19794623655914,366559.0,907856.0,0.25419012758801074,-0.6138083090298334,-0.35961818144182267
Poland,51.91940000000001,W1 2020冬-2021春,0.025464704699267888,0.02968068466497959,0.04095572048830147,1.7470737327188939,17.1462688172043,1958986.0,96783.0,-0.3142006267015387,3.025603834925324,2.7114032082237856
Portugal,39.3999,W1 2020冬-2021春,0.0200251894721527,0.018476345129413627,0.004605087934841442,11.519339477726573,21.48466666666667,680443.0,141641.5,0.775164436035038,1.836727304059531,2.6118917400945687
Qatar,25.3548,W1 2020冬-2021春,0.002404657441781978,0.0018335395323584125,0.0026781968958729955,21.04714592933948,35.111000000000004,47408.0,71671.0,0.08171143882071252,-0.21887137871930662,-0.1371599398985941
Romania,45.9432,W1 2020冬-2021春,0.023602037488896135,0.03943398189574446,0.06363121696384029,1.4255576036866358,17.09158064516129,711464.0,146867.5,-0.7525330133863348,1.601394838031652,0.8488618246453168
Russia,61.52401,W1 2020冬-2021春,0.02414812911643381,0.019509518453896032,0.038946191614764696,-5.173265745007681,17.104784946236556,2887967.0,1857325.0,-0.13233482399840613,0.5420480068279847,0.40971318282957725
Saudi Arabia,23.885942,W1 2020冬-2021春,0.02668227033352838,0.015472082911124507,0.012491234559339143,18.76827803379416,33.77954838709677,42725.0,220811.5,0.6519670821085266,-1.5493658084743664,-0.8973987263658394
Serbia,44.0165,W1 2020冬-2021春,0.00877281709118889,0.022166082633852172,0.009111364644736008,4.392519201228879,19.76025806451613,553642.0,138487.0,-0.4823849299838443,1.950754347942997,1.4683694179591527
Slovakia,48.669,W1 2020冬-2021春,0.015875244771646764,0.004484304932735426,0.012387163478744979,-1.7268095238095238,13.916311827956989,648053.0,29384.0,0.7561388430398237,3.4465282641806567,4.202667107220481
Slovenia,46.1512,W1 2020冬-2021春,0.018588488375299927,0.015647921760391197,0.005897648477539946,4.374557603686635,19.36500358422939,181295.0,28581.0,0.6600965737446973,2.510028312651796,3.1701248863964944
South Africa,-30.5595,W1 2020冬-2021春,0.0404665098668417,0.026788117698432163,0.025261415008528434,21.21273425499232,12.133236559139785,822705.0,995077.0,0.44185643873608615,-0.13331108024683402,0.308545358489253
Spain,40.463667,W1 2020冬-2021春,0.017147485913731282,0.011837992777366925,0.005280784717082899,8.07942549923195,22.82579569892473,2098675.0,995383.5,0.7741571721742488,0.854434554604298,1.6285917267785468
Sweden,60.128161,W1 2020冬-2021春,0.011103094495327913,0.03336981841654739,0.0036311509242422553,1.7090184331797231,14.289666666666667,680531.0,125272.0,0.008623098690980768,1.7952117702007708,1.8038348688917534
Switzerland,46.8182,W1 2020冬-2021春,0.01533992879408691,0.007891627278865632,0.0028549412658199777,-1.5640660522273424,10.79958064516129,446873.0,102042.5,1.1730323391660331,1.922063494071221,3.095095833237254
Tunisia,33.886917,W1 2020冬-2021春,0.037079374887361294,0.027195165303945966,0.03347644013253917,14.784648233486942,29.553989247311826,194205.0,207474.5,0.2061203205136617,0.8625936121436908,1.068713932657353
Turkey,38.9637,W1 2020冬-2021春,0.007925719326334252,0.02522939246897344,0.009746391546699157,2.9898310291858676,19.736956989247314,2941815.0,1265969.0,-0.682340318319592,1.4639329689578542,0.7815926506382613
US,40.0,W1 2020冬-2021春,0.014687849671354189,0.020510295942449776,0.012638349078958385,3.678542242703533,22.049225806451613,21403133.0,8618295.5,-0.09181078622021577,0.9519002186939378,0.8600894324737229
Ukraine,48.3794,W1 2020冬-2021春,0.022738193209770847,0.02405900803763968,0.03492648406401275,0.4694347158218126,19.173956989247312,1325699.0,306635.5,-0.24283140817429327,1.5233972255667982,1.280565817392505
United Arab Emirates,23.424076,W1 2020冬-2021春,0.0030807596977023553,0.00296173004197824,0.002275718867609707,21.704511520737327,35.17027956989247,328815.0,148732.5,0.1711414419235293,0.9068391353495517,1.0779805772730802
United Kingdom,55.22978733969726,W1 2020冬-2021春,0.02498243000175476,0.04696082748067359,0.003562833969885186,3.439503840245776,12.398978494623655,3345191.0,1844346.0,0.6582377361254896,1.2356525256431805,1.8938902617686697
Uzbekistan,41.377491,W1 2020冬-2021春,0.0027170221437304715,0.00919931233768609,0.007377808802821139,1.056048387096774,27.288279569892474,14722.0,68882.5,-1.1092662293709186,-1.521331869533121,-2.630598098904039
Venezuela,6.4238,W1 2020冬-2021春,0.01439752350914082,0.009413148992498897,0.013515485886096272,26.33991397849462,25.56698924731183,68484.0,123037.0,0.24408437750308298,-0.5023996842396361,-0.2583153067365531
West Bank and Gaza,31.9522,W1 2020冬-2021春,0.012524293952857816,0.009885680971331525,0.010684916180282321,12.075944700460829,23.662137096774195,188833.0,73352.5,0.1977100804850247,1.0657334022418201,1.2634434827268448
Zambia,-13.133897,W1 2020冬-2021春,0.0122107076375962,0.023066948747696717,0.020406947045802825,21.32479262672811,19.739301075268816,71986.0,66056.5,-0.5748248515632328,0.5511001842897087,-0.023724667273524958
Zimbabwe,-19.015438,W1 2020冬-2021春,0.045274416973522705,0.02911549606733821,0.033199010403725034,22.02095852534562,18.346767025089605,28515.0,49905.0,0.37584682038293593,0.09619172266042852,0.4720385430433671
Afghanistan,33.93911,W2 2021冬-2022春,0.017816439503186492,0.047239308805499376,0.006007188931015806,-8.140920122887866,9.93052688172043,21497.0,57869.0,0.05602996524027759,-0.7168099360060936,-0.6607799707658168
Albania,41.1533,W2 2021冬-2022春,0.005714156398157892,0.009449021627188466,0.0016749821810406271,8.138769585253456,23.845497311827955,88377.0,47480.0,0.3620898086465898,0.6381403054664823,1.000230114113073
Algeria,28.0339,W2 2021冬-2022春,0.015028960299903747,0.030818082238987826,0.0009485416172634575,16.47463748079877,35.863021505376345,59219.0,42734.0,1.0223430315078916,1.1629088845483544,2.185251916056246
Argentina,-38.4161,W2 2021冬-2022春,0.00322050281880684,0.02008300801170763,0.001931812823213191,22.140689708141323,12.09147311827957,3749104.0,1457864.5,-0.6596289645688254,1.1356592723888994,0.4760303078200767
Armenia,40.0691,W2 2021冬-2022春,0.01405515224225653,0.030109788968509632,0.003616544417277914,-8.177344086021506,11.32373835125448,114193.0,32632.5,0.2978043747641914,1.3389939858881217,1.6367983606523113
Australia,-33.78229959370005,W2 2021冬-2022春,0.001099513841740899,0.007746908373668297,0.001791900219082606,23.821167434715818,11.661344086021504,4401036.0,2181787.0,-1.2204171179114125,2.035669415009089,0.8152522970976772
Austria,47.5162,W2 2021冬-2022春,0.0016603814572413692,0.00734145703344882,0.0011214664140144631,-1.0344193548387097,13.196655913978494,3019788.0,541458.0,-0.5470398585095841,2.162485148589383,1.6154452900797995
Azerbaijan,40.1431,W2 2021冬-2022春,0.008673559459936598,0.011930118390951072,0.0075714690065100485,6.882964669738864,27.87746594982079,260562.0,96528.5,-0.09144737686095272,1.339701311262802,1.2482539344018502
Bahrain,26.0275,W2 2021冬-2022春,0.00028814291888776836,0.006716060454735383,0.0003754928343450779,20.205701996927804,34.6577311827957,277640.0,104988.0,-1.7067916007195336,0.9746216590004764,-0.7321699417190564
Bangladesh,23.685,W2 2021冬-2022春,0.0031462838775200373,0.01962275612183554,0.0036686619038424407,20.66883102918587,28.247602150537634,382038.0,434642.5,-0.9920364205613783,0.4633967463197095,-0.528639674241667
Belgium,50.8333,W2 2021冬-2022春,0.0019450706272652002,0.004192756894690352,0.002382918388630836,5.859150537634409,16.80177419354839,2490398.0,371391.0,-0.48554393030404697,1.954889448957628,1.4693455186535802
Bolivia,-16.2902,W2 2021冬-2022春,0.0074261186170527784,0.02746132690772852,0.0014462240761874778,25.72331797235023,23.079709677419352,388359.0,200000.5,0.16413593125437398,0.6637454163048453,0.8278813475592193
Bosnia and Herzegovina,43.9159,W2 2021冬-2022春,0.030860272900670026,0.057746323731894034,0.017449106771915246,-3.4566758832565285,11.88968817204301,122682.0,28988.5,-0.028204384187642706,1.4756911026961568,1.4474867185085145
Botswana,-22.3285,W2 2021冬-2022春,0.002329061984999832,0.0122839907473202,0.00431078723185877,25.076646697388632,17.161125448028674,118932.0,75886.0,-1.1392430896193613,0.8512206490031229,-0.2880224406162375
Brazil,-14.235,W2 2021冬-2022春,0.0062058155018191495,0.02507037617921352,0.005217447295260171,21.77817665130568,18.00163440860215,8137045.0,5490773.0,-0.6113607512161217,0.42069313581075285,-0.19066761540537058
Brunei,4.5353,W2 2021冬-2022春,0.0010094774077287593,0.009440920489747751,0.0007327080890973036,25.34485407066052,26.011532258064516,119864.0,6801.5,-0.9575900147218857,2.869220062421741,1.9116300476998553
Bulgaria,42.7339,W2 2021冬-2022春,0.01954585025846754,0.04969217238346526,0.00717330789745187,0.16270046082949308,15.961215053763443,536431.0,100262.0,0.034655838851945564,1.6774571911864555,1.7121130300384007
Burma,21.9162,W2 2021冬-2022春,0.004528579371200029,0.046825147311048095,0.004018369690011481,24.19468817204301,29.14245698924731,111514.0,164984.5,-1.1082400467516766,0.7457904224334193,-0.3624496243182582
Canada,52.18975974959941,W2 2021冬-2022春,0.00505779366959289,0.008913514815707058,0.011045371796667133,-3.93626113671275,18.984881720430106,1769744.0,456324.0,-0.6738597164021103,1.3634819812783014,0.6896222648761938
Chile,-35.6751,W2 2021冬-2022春,0.01080698782806123,0.021788565827301057,0.003456022280693194,19.315626728110598,10.872075268817204,1775888.0,760847.5,0.21944113264848575,0.9351063115618832,1.154547444210369
China,23.65995342661174,W2 2021冬-2022春,0.006994705319757393,0.005510752688172043,0.001238848342854986,15.754963133640553,26.98634946236559,1264099.0,374629.0,0.9847117748850049,2.834127504971189,3.8188392798561903
Colombia,4.5709,W2 2021冬-2022春,0.011019566219473104,0.022172979657724978,0.009310449221024196,12.949341013824883,12.660494623655914,1082529.0,1156129.0,-0.26533343838094936,0.47815939979545874,0.21282596141451116
Costa Rica,9.7489,W2 2021冬-2022春,0.004160106728255373,0.01146539399844947,0.0021030160424412446,16.74379569892473,18.59569892473118,278839.0,266606.5,-0.16581217327321163,0.04635990228727849,-0.11945227098593314
Croatia,45.1,W2 2021冬-2022春,0.009277576698238628,0.016293194871017946,0.009834425036390102,0.5965545314900152,15.328612903225807,628828.0,91263.5,-0.3107178775720243,1.9514506871908939,1.6407328096188687
Cuba,21.521757,W2 2021冬-2022春,0.0017138642214572907,0.009353579310801184,0.00040899795501022495,23.961448540706606,27.28925806451613,138284.0,386583.0,-0.13210638086938342,1.158623759802225,1.0265173789328426
Cyprus,35.1264,W2 2021冬-2022春,0.0013237303111418314,0.004022913924473035,0.0012804572531408317,12.32200614439324,27.500999999999998,306709.0,80857.5,-0.5391581257443265,1.3919357659972267,0.8527776402529001
Czechia,49.8175,W2 2021冬-2022春,0.0036741501140358265,0.010982858836508538,0.004092710199207513,2.3374024577572965,16.272451612903225,2303662.0,168538.0,-0.6014497359740529,2.8782031290562617,2.276753393082209
Denmark,56.37399668911018,W2 2021冬-2022春,0.0011916711945260483,0.0016285303885600314,0.004855669595743634,3.9142304147465437,14.444247311827956,2714675.0,146090.0,-0.858555821450941,2.9549623817438135,2.0964065602928734
Dominican Republic,18.7357,W2 2021冬-2022春,0.0010440380335416317,0.005590035248578163,0.00016338200755641784,18.50114592933948,20.418627240143365,196353.0,70725.5,0.08843523074067594,1.0708325403036003,1.1592677710442763
Ecuador,-1.8312,W2 2021冬-2022春,0.007077646894007495,0.10438374313213576,0.0022150624244865083,19.029325652841784,18.288698924731186,342628.0,131198.5,-0.7647357730968407,0.9601754448320765,0.1954396717352358
El Salvador,13.794200000000002,W2 2021冬-2022春,0.008314087759815243,0.035761024182076814,0.0024939540507859736,24.99647465437788,24.21818817204301,47630.0,37423.0,-0.1274126103176476,0.24302529220971003,0.11561268189206242
Estonia,58.59530000000001,W2 2021冬-2022春,0.0022962175886955443,0.00560780419417022,0.005268456375838926,-1.2662703533026114,15.05005376344086,362335.0,32019.0,-0.861685080193392,2.4286469323265543,1.566961852133164
Ethiopia,9.145,W2 2021冬-2022春,0.008471092158981175,0.024673587813945054,0.0027406948987711076,22.61545161290322,24.61087634408602,104591.0,55427.0,0.029687018157797063,0.8506112093074645,0.8802982274652615
