region,ym,confirmed,deaths,raw_deaths,days,dim,month,lat,south,season,epoch,pop,deaths_pm,cases_pm,cfr,temp_c,amplitude,date,cal_month,annual_t
Alabama,2021-01-01,98413.0,3213.0,2861.0,31,31,1,33.06935820714117,False,cold,E2020,23629,135976.97744297262,4164924.4572347538,0.032648125755743655,7.583870967741936,20.993548387096773,2021-01-01,2021-01,17.99406094695943
Alabama,2021-02-01,33613.0,844.0,2241.0,28,28,2,33.06935820714117,False,cold,E2020,23629,35718.820093952345,1422531.634855474,0.025109332698658258,7.814285714285715,20.993548387096773,2021-02-01,2021-02,17.99406094695943
Alabama,2021-03-01,22136.0,371.0,624.0,31,31,3,33.06935820714117,False,cold,E2020,23629,15701.045325659148,936814.9308053663,0.016760028912179255,14.693548387096774,20.993548387096773,2021-03-01,2021-03,17.99406094695943
Alabama,2021-04-01,12534.0,273.0,343.0,30,30,4,33.06935820714117,False,transition,E2020,23629,11553.599390579373,530449.8709213255,0.021780756342747728,15.876666666666667,20.993548387096773,2021-04-01,2021-04,17.99406094695943
Alabama,2021-05-01,15483.0,231.0,250.0,31,31,5,33.06935820714117,False,warm,E2020,23629,9776.12256125947,655254.1368657158,0.014919589226894013,20.625806451612902,20.993548387096773,2021-05-01,2021-05,17.99406094695943
Alabama,2021-06-01,7578.0,151.0,206.0,30,30,6,33.06935820714117,False,warm,E2020,23629,6390.452410173939,320707.6050615769,0.01992610187384534,24.259999999999998,20.993548387096773,2021-06-01,2021-06,17.99406094695943
Alabama,2021-07-01,34624.0,538.0,184.0,31,31,7,33.06935820714117,False,warm,E2020,23629,22768.63176605019,1465318.0413898176,0.015538354898336415,25.361290322580647,20.993548387096773,2021-07-01,2021-07,17.99406094695943
Alabama,2021-08-01,114122.0,1460.0,747.0,31,31,8,33.06935820714117,False,warm,E2020,23629,61788.480257310934,4829743.112277286,0.01279332644012548,25.88064516129032,20.993548387096773,2021-08-01,2021-08,17.99406094695943
Alabama,2021-09-01,96746.0,1860.0,2016.0,30,30,9,33.06935820714117,False,warm,E2021,23629,78716.83101273858,4094375.555461509,0.019225601058441694,22.62,20.993548387096773,2021-09-01,2021-09,17.99406094695943
Alabama,2021-10-01,35572.0,753.0,1274.0,31,31,10,33.06935820714117,False,transition,E2021,23629,31867.620297092555,1505438.232680181,0.021168334645226584,19.02258064516129,20.993548387096773,2021-10-01,2021-10,17.99406094695943
Alabama,2021-11-01,13714.0,295.0,546.0,30,30,11,33.06935820714117,False,cold,E2021,23629,12484.658682127894,580388.5056498371,0.021510864809683537,10.9,20.993548387096773,2021-11-01,2021-11,17.99406094695943
Alabama,2021-12-01,50853.0,456.0,336.0,31,31,12,33.06935820714117,False,cold,E2021,23629,19298.319861187523,2152143.552414406,0.008967022594537195,13.506451612903225,20.993548387096773,2021-12-01,2021-12,17.99406094695943
Alabama,2022-01-01,321643.0,1109.0,631.0,31,31,1,33.06935820714117,False,cold,E2021,23629,46933.85246942317,13612213.80507004,0.0034479220750956805,5.838709677419355,20.993548387096773,2022-01-01,2022-01,17.99406094695943
Alabama,2022-02-01,61308.0,1160.0,1139.0,28,28,2,33.06935820714117,False,cold,E2021,23629,49092.21719074019,2594608.3202843964,0.018920858615515103,9.603571428571428,20.993548387096773,2022-02-01,2022-02,17.99406094695943
Alabama,2022-03-01,15762.0,436.0,1065.0,31,31,3,33.06935820714117,False,cold,E2021,23629,18451.90232341614,667061.6615176266,0.02766146428118259,13.180645161290323,20.993548387096773,2022-03-01,2022-03,17.99406094695943
Alabama,2022-04-01,5406.0,116.0,277.0,30,30,4,33.06935820714117,False,transition,E2021,23629,4909.221719074019,228786.66045960473,0.02145763965963744,16.686666666666667,20.993548387096773,2022-04-01,2022-04,17.99406094695943
Alabama,2022-05-01,14230.0,52.0,97.0,31,31,5,33.06935820714117,False,warm,E2021,23629,2200.685598205595,602226.0781243388,0.0036542515811665496,22.738709677419354,20.993548387096773,2022-05-01,2022-05,17.99406094695943
Alabama,2022-06-01,42303.0,162.0,91.0,30,30,6,33.06935820714117,False,warm,E2021,23629,6855.9820559482,1790300.05501714,0.003829515637188852,26.246666666666666,20.993548387096773,2022-06-01,2022-06,17.99406094695943
Alabama,2022-07-01,67145.0,182.0,136.0,31,31,7,33.06935820714117,False,warm,E2021,23629,7702.399593719582,2841635.278682974,0.0027105517909002904,26.83225806451613,20.993548387096773,2022-07-01,2022-07,17.99406094695943
Alabama,2022-08-01,55194.0,281.0,157.0,31,31,8,33.06935820714117,False,warm,E2021,23629,11892.166405687925,2335858.4789876845,0.0050911330941769035,25.674193548387095,20.993548387096773,2022-08-01,2022-08,17.99406094695943
Alabama,2022-09-01,42530.0,211.0,374.0,30,30,9,33.06935820714117,False,warm,E2022,23629,8929.705023488086,1799906.894070845,0.004961203856101575,23.186666666666667,20.993548387096773,2022-09-01,2022-09,17.99406094695943
Alabama,2022-10-01,12152.0,84.0,136.0,31,31,10,33.06935820714117,False,transition,E2022,23629,3554.953658639807,514283.2959498921,0.0069124423963133645,16.383870967741935,20.993548387096773,2022-10-01,2022-10,17.99406094695943
Alabama,2022-11-01,14998.0,120.0,94.0,30,30,11,33.06935820714117,False,cold,E2022,23629,5078.5052266282955,634728.5115747598,0.008001066808907855,12.873333333333333,20.993548387096773,2022-11-01,2022-11,17.99406094695943
Alabama,2022-12-01,19649.0,109.0,85.0,31,31,12,33.06935820714117,False,cold,E2022,23629,4612.975580854035,831562.9099834949,0.005547356099547051,9.474193548387097,20.993548387096773,2022-12-01,2022-12,17.99406094695943
Alaska,2020-06-01,658.0,6.0,4.0,30,30,6,61.5692043399056,False,warm,E2019,5230,1147.227533460803,125812.61950286807,0.00911854103343465,12.986666666666668,26.589999999999996,2020-06-01,2020-06,3.8852641540487163
Alaska,2020-07-01,2574.0,12.0,9.0,31,31,7,61.5692043399056,False,warm,E2019,5230,2294.455066921606,492160.61185468454,0.004662004662004662,16.096774193548388,26.589999999999996,2020-07-01,2020-07,3.8852641540487163
Alaska,2020-08-01,2456.0,15.0,14.0,31,31,8,61.5692043399056,False,warm,E2019,5230,2868.0688336520075,469598.4703632887,0.0061074918566775245,14.667741935483871,26.589999999999996,2020-08-01,2020-08,3.8852641540487163
Alaska,2020-09-01,2674.0,23.0,19.0,30,30,9,61.5692043399056,False,warm,E2020,5230,4397.705544933078,511281.0707456979,0.008601346297681375,9.826666666666666,26.589999999999996,2020-09-01,2020-09,3.8852641540487163
Alaska,2020-10-01,7519.0,36.0,26.0,31,31,10,61.5692043399056,False,transition,E2020,5230,6883.365200764818,1437667.3040152963,0.0047878707274903575,2.5903225806451613,26.589999999999996,2020-10-01,2020-10,3.8852641540487163
Alaska,2020-11-01,16233.0,80.0,40.0,30,30,11,61.5692043399056,False,cold,E2020,5230,15296.367112810707,3103824.0917782024,0.004928232612579314,-4.17,26.589999999999996,2020-11-01,2020-11,3.8852641540487163
Alaska,2020-12-01,14416.0,70.0,84.0,31,31,12,61.5692043399056,False,cold,E2020,5230,13384.321223709368,2756405.3537284895,0.004855715871254162,-4.622580645161291,26.589999999999996,2020-12-01,2020-12,3.8852641540487163
Alaska,2021-01-01,7336.0,35.0,56.0,31,31,1,61.5692043399056,False,cold,E2020,5230,6692.160611854684,1402676.8642447419,0.004770992366412214,-4.203225806451614,26.589999999999996,2021-01-01,2021-01,3.8852641540487163
Alaska,2021-02-01,3946.0,21.0,28.0,28,28,2,61.5692043399056,False,cold,E2020,5230,4015.296367112811,754493.3078393881,0.0053218449062341616,-9.546428571428573,26.589999999999996,2021-02-01,2021-02,3.8852641540487163
Alaska,2021-03-01,4605.0,24.0,23.0,31,31,3,61.5692043399056,False,cold,E2020,5230,4588.910133843212,880497.1319311664,0.005211726384364821,-7.487096774193549,26.589999999999996,2021-03-01,2021-03,3.8852641540487163
Alaska,2021-04-01,5247.0,35.0,34.0,30,30,4,61.5692043399056,False,transition,E2020,5230,6692.160611854684,1003250.4780114723,0.006670478368591576,1.1700000000000002,26.589999999999996,2021-04-01,2021-04,3.8852641540487163
Alaska,2021-05-01,2060.0,4.0,22.0,31,31,5,61.5692043399056,False,warm,E2020,5230,764.8183556405354,393881.4531548757,0.001941747572815534,8.90967741935484,26.589999999999996,2021-05-01,2021-05,3.8852641540487163
Alaska,2021-06-01,1067.0,9.0,8.0,30,30,6,61.5692043399056,False,warm,E2020,5230,1720.8413001912045,204015.2963671128,0.008434864104967198,13.563333333333333,26.589999999999996,2021-06-01,2021-06,3.8852641540487163
Alaska,2021-07-01,4211.0,32.0,12.0,31,31,7,61.5692043399056,False,warm,E2020,5230,6118.546845124283,805162.5239005736,0.00759914509617668,14.951612903225806,26.589999999999996,2021-07-01,2021-07,3.8852641540487163
Alaska,2021-08-01,13061.0,66.0,55.0,31,31,8,61.5692043399056,False,warm,E2020,5230,12619.502868068834,2497323.135755258,0.005053211852078707,13.258064516129032,26.589999999999996,2021-08-01,2021-08,3.8852641540487163
Alaska,2021-09-01,26118.0,212.0,133.0,30,30,9,61.5692043399056,False,warm,E2021,5230,40535.37284894838,4993881.453154876,0.008117007427827552,7.786666666666666,26.589999999999996,2021-09-01,2021-09,3.8852641540487163
Alaska,2021-10-01,23222.0,170.0,148.0,31,31,10,61.5692043399056,False,transition,E2021,5230,32504.780114722755,4440152.963671128,0.007320644216691069,2.1322580645161286,26.589999999999996,2021-10-01,2021-10,3.8852641540487163
Alaska,2021-11-01,13109.0,84.0,155.0,30,30,11,61.5692043399056,False,cold,E2021,5230,16061.185468451244,2506500.9560229448,0.006407811427263712,-9.979999999999999,26.589999999999996,2021-11-01,2021-11,3.8852641540487163
Alaska,2021-12-01,6173.0,105.0,98.0,31,31,12,61.5692043399056,False,cold,E2021,5230,20076.481835564053,1180305.9273422563,0.017009557751498462,-9.161290322580646,26.589999999999996,2021-12-01,2021-12,3.8852641540487163
Alaska,2022-01-01,59770.0,90.0,107.0,31,31,1,61.5692043399056,False,cold,E2021,5230,17208.413001912046,11428298.2791587,0.0015057721264848587,-7.358064516129032,26.589999999999996,2022-01-01,2022-01,3.8852641540487163
Alaska,2022-02-01,22555.0,61.0,78.0,28,28,2,61.5692043399056,False,cold,E2021,5230,11663.479923518164,4312619.502868068,0.0027045001108401685,-2.9071428571428575,26.589999999999996,2022-02-01,2022-02,3.8852641540487163
Alaska,2022-03-01,7717.0,46.0,65.0,31,31,3,61.5692043399056,False,cold,E2021,5230,8795.411089866157,1475525.812619503,0.005960865621355449,-0.5096774193548387,26.589999999999996,2022-03-01,2022-03,3.8852641540487163
Alaska,2022-04-01,5791.0,37.0,24.0,30,30,4,61.5692043399056,False,transition,E2021,5230,7074.5697896749525,1107265.7743785852,0.006389224658953549,2.3733333333333335,26.589999999999996,2022-04-01,2022-04,3.8852641540487163
Alaska,2022-06-01,12356.0,24.0,0.0,30,30,6,61.5692043399056,False,warm,E2021,5230,4588.910133843212,2362523.9005736136,0.0019423761735189381,16.61,26.589999999999996,2022-06-01,2022-06,3.8852641540487163
Alaska,2022-07-01,11228.0,21.0,24.0,31,31,7,61.5692043399056,False,warm,E2021,5230,4015.296367112811,2146845.1242829827,0.0018703241895261845,15.406451612903224,26.589999999999996,2022-07-01,2022-07,3.8852641540487163
Alaska,2022-08-01,10855.0,34.0,29.0,31,31,8,61.5692043399056,False,warm,E2021,5230,6500.956022944551,2075525.812619503,0.0031321971441731922,12.8,26.589999999999996,2022-08-01,2022-08,3.8852641540487163
Alaska,2022-09-01,3680.0,29.0,26.0,30,30,9,61.5692043399056,False,warm,E2022,5230,5544.933078393881,703632.8871892926,0.007880434782608695,8.82,26.589999999999996,2022-09-01,2022-09,3.8852641540487163
Alaska,2022-11-01,1218.0,19.0,23.0,30,30,11,61.5692043399056,False,cold,E2022,5230,3632.887189292543,232887.18929254301,0.015599343185550082,-5.216666666666667,26.589999999999996,2022-11-01,2022-11,3.8852641540487163
Arizona,2020-03-01,1288.0,207.0,25.0,31,31,3,33.32551393530557,False,cold,E2019,213787,968.2534485258692,6024.6881241609635,0.16071428571428573,16.44516129032258,26.1741935483871,2020-03-01,2020-03,24.38049516580826
Arizona,2020-04-01,6366.0,556.0,295.0,30,30,4,33.32551393530557,False,transition,E2019,213787,2600.719407634702,29777.30170683905,0.08733898837574615,22.509999999999998,26.1741935483871,2020-04-01,2020-04,24.38049516580826
Arizona,2020-05-01,12281.0,585.0,587.0,31,31,5,33.32551393530557,False,warm,E2019,213787,2736.3684414861523,57445.02705964348,0.047634557446462014,29.84193548387097,26.1741935483871,2020-05-01,2020-05,24.38049516580826
Arizona,2020-06-01,59292.0,1569.0,738.0,30,30,6,33.32551393530557,False,warm,E2019,213787,7339.080486652603,277341.46603862726,0.026462254604331107,32.68333333333333,26.1741935483871,2020-06-01,2020-06,24.38049516580826
Arizona,2020-07-01,94782.0,1770.0,2049.0,31,31,7,33.32551393530557,False,warm,E2019,213787,8279.268617829895,443347.8181554538,0.018674431854149524,36.20322580645161,26.1741935483871,2020-07-01,2020-07,24.38049516580826
Arizona,2020-08-01,27825.0,790.0,1335.0,31,31,8,33.32551393530557,False,warm,E2019,213787,3695.2667842291626,130152.90920402082,0.02839173405211141,36.690322580645166,26.1741935483871,2020-08-01,2020-08,24.38049516580826
Arizona,2020-09-01,16672.0,376.0,621.0,30,30,9,33.32551393530557,False,warm,E2020,213787,1758.7598871774242,77984.16180590962,0.022552783109404992,32.74666666666666,26.1741935483871,2020-09-01,2020-09,24.38049516580826
Arizona,2020-10-01,27439.0,603.0,329.0,31,31,10,33.32551393530557,False,transition,E2020,213787,2820.56439353188,128347.3737879291,0.021976019534239586,26.68064516129032,26.1741935483871,2020-10-01,2020-10,24.38049516580826
Arizona,2020-11-01,80871.0,1515.0,660.0,30,30,11,33.32551393530557,False,cold,E2020,213787,7086.4926305154195,378278.37988278054,0.018733538598508737,19.216666666666665,26.1741935483871,2020-11-01,2020-11,24.38049516580826
Arizona,2020-12-01,193390.0,3800.0,2225.0,31,31,12,33.32551393530557,False,cold,E2020,213787,17774.700987431417,904591.9536735162,0.019649413103056002,12.370967741935484,26.1741935483871,2020-12-01,2020-12,24.38049516580826
Arizona,2021-01-01,238197.0,3730.0,4256.0,31,31,1,33.32551393530557,False,cold,E2020,213787,17447.272285031362,1114179.0660797898,0.01565930721209755,12.438709677419356,26.1741935483871,2021-01-01,2021-01,24.38049516580826
Arizona,2021-02-01,58378.0,1243.0,2859.0,28,28,2,33.32551393530557,False,cold,E2020,213787,5814.1982440466445,273066.18269586086,0.021292267635068005,15.257142857142856,26.1741935483871,2021-02-01,2021-02,24.38049516580826
Arizona,2021-03-01,25029.0,454.0,988.0,31,31,3,33.32551393530557,False,cold,E2020,213787,2123.609012708911,117074.47131958445,0.018138958807782973,16.700000000000003,26.1741935483871,2021-03-01,2021-03,24.38049516580826
Arizona,2021-04-01,20686.0,332.0,357.0,30,30,4,33.32551393530557,False,transition,E2020,213787,1552.9475599545342,96759.8591121069,0.01604950207870057,24.256666666666668,26.1741935483871,2021-04-01,2021-04,24.38049516580826
Arizona,2021-05-01,18953.0,312.0,304.0,31,31,5,33.32551393530557,False,warm,E2020,213787,1459.3965021259478,88653.6599512599,0.016461773861657786,27.89032258064516,26.1741935483871,2021-05-01,2021-05,24.38049516580826
Arizona,2021-06-01,13425.0,284.0,308.0,30,30,6,33.32551393530557,False,warm,E2020,213787,1328.4250211659269,62796.14756743862,0.021154562383612664,34.65333333333333,26.1741935483871,2021-06-01,2021-06,24.38049516580826
Arizona,2021-07-01,32360.0,470.0,310.0,31,31,7,33.32551393530557,False,warm,E2020,213787,2198.4498589717805,151365.61156665278,0.014524103831891224,33.012903225806454,26.1741935483871,2021-07-01,2021-07,24.38049516580826
Arizona,2021-08-01,84688.0,987.0,540.0,31,31,8,33.32551393530557,False,warm,E2020,213787,4616.744703840739,396132.59926936624,0.011654543737011146,32.42580645161291,26.1741935483871,2021-08-01,2021-08,24.38049516580826
Arizona,2021-09-01,81660.0,1186.0,1198.0,30,30,9,33.32551393530557,False,warm,E2021,213787,5547.577729235173,381968.96911411826,0.014523634582414891,30.956666666666667,26.1741935483871,2021-09-01,2021-09,24.38049516580826
Arizona,2021-10-01,75317.0,1170.0,1170.0,31,31,10,33.32551393530557,False,transition,E2021,213787,5472.736882972305,352299.2511237821,0.015534341516523494,23.01290322580645,26.1741935483871,2021-10-01,2021-10,24.38049516580826
Arizona,2021-11-01,100880.0,1802.0,1153.0,30,30,11,33.32551393530557,False,cold,E2021,213787,8428.950310355634,471871.5356873898,0.017862807295796986,20.436666666666667,26.1741935483871,2021-11-01,2021-11,24.38049516580826
Arizona,2021-12-01,111708.0,1760.0,1922.0,31,31,12,33.32551393530557,False,cold,E2021,213787,8232.493088915602,522520.07839578646,0.01575536219429226,13.964516129032257,26.1741935483871,2021-12-01,2021-12,24.38049516580826
Arizona,2022-01-01,489156.0,2120.0,1976.0,31,31,1,33.32551393530557,False,cold,E2021,213787,9916.412129830158,2288053.06216,0.0043339956987137026,12.82258064516129,26.1741935483871,2022-01-01,2022-01,24.38049516580826
Arizona,2022-02-01,106246.0,925.0,1503.0,28,28,2,33.32551393530557,False,cold,E2021,213787,4326.736424572121,496971.2845027995,0.008706210116145549,13.685714285714285,26.1741935483871,2022-02-01,2022-02,24.38049516580826
Arizona,2022-03-01,30290.0,1305.0,1560.0,31,31,3,33.32551393530557,False,cold,E2021,213787,6104.2065233152625,141683.0770813941,0.04308352591614394,18.451612903225808,26.1741935483871,2022-03-01,2022-03,24.38049516580826
Arizona,2022-04-01,14344.0,407.0,683.0,30,30,4,33.32551393530557,False,transition,E2021,213787,1903.7640268117332,67094.81867466216,0.028374233128834355,24.053333333333335,26.1741935483871,2022-04-01,2022-04,24.38049516580826
Arizona,2022-05-01,28103.0,141.0,348.0,31,31,5,33.32551393530557,False,warm,E2021,213787,659.5349576915341,131453.26890783818,0.005017257943991745,28.280645161290323,26.1741935483871,2022-05-01,2022-05,24.38049516580826
Arizona,2022-06-01,75940.0,298.0,216.0,30,30,6,33.32551393530557,False,warm,E2021,213787,1393.9107616459373,355213.36657514254,0.0039241506452462474,33.806666666666665,26.1741935483871,2022-06-01,2022-06,24.38049516580826
Arizona,2022-07-01,70862.0,284.0,253.0,31,31,7,33.32551393530557,False,warm,E2021,213787,1328.4250211659269,331460.75299246446,0.0040077897886032,34.62580645161291,26.1741935483871,2022-07-01,2022-07,24.38049516580826
Arizona,2022-08-01,57945.0,344.0,346.0,31,31,8,33.32551393530557,False,warm,E2021,213787,1609.078194651686,271040.80229387194,0.005936664078005005,32.483870967741936,26.1741935483871,2022-08-01,2022-08,24.38049516580826
Arizona,2022-09-01,17186.0,188.0,256.0,30,30,9,33.32551393530557,False,warm,E2022,213787,879.3799435887121,80388.42399210429,0.010939136506458745,31.123333333333335,26.1741935483871,2022-09-01,2022-09,24.38049516580826
Arizona,2022-10-01,16326.0,133.0,178.0,31,31,10,33.32551393530557,False,transition,E2022,213787,622.1145345600995,76365.72850547508,0.008146514761729756,23.583870967741937,26.1741935483871,2022-10-01,2022-10,24.38049516580826
Arizona,2022-11-01,49661.0,391.0,203.0,30,30,11,33.32551393530557,False,cold,E2022,213787,1828.9231805488641,232291.95414127145,0.007873381526751374,14.270000000000001,26.1741935483871,2022-11-01,2022-11,24.38049516580826
Arizona,2022-12-01,40787.0,593.0,431.0,31,31,12,33.32551393530557,False,cold,E2022,213787,2773.7888646175866,190783.34978272766,0.014538946232868315,11.35483870967742,26.1741935483871,2022-12-01,2022-12,24.38049516580826
Arkansas,2020-03-01,523.0,42.0,8.0,31,31,3,34.01505580790345,False,cold,E2019,21341,1968.042734642238,24506.817862330725,0.08030592734225621,15.603225806451613,23.510253456221196,2020-03-01,2020-03,17.827194587512423
Arkansas,2020-04-01,2758.0,68.0,53.0,30,30,4,34.01505580790345,False,transition,E2019,21341,3186.3549037064804,129234.80624150696,0.024655547498187092,15.73,23.510253456221196,2020-04-01,2020-04,17.827194587512423
Arkansas,2020-05-01,3972.0,115.0,72.0,31,31,5,34.01505580790345,False,warm,E2019,21341,5388.688440091842,186120.61290473735,0.028952668680765358,20.296774193548387,23.510253456221196,2020-05-01,2020-05,17.827194587512423
Arkansas,2020-06-01,13524.0,149.0,137.0,30,30,6,34.01505580790345,False,warm,E2019,21341,6981.865891945082,633709.7605548006,0.011017450458444248,24.996666666666666,23.510253456221196,2020-06-01,2020-06,17.827194587512423
Arkansas,2020-07-01,21734.0,289.0,183.0,31,31,7,34.01505580790345,False,warm,E2019,21341,13542.008340752542,1018415.2570170095,0.013297138124597405,27.44193548387097,23.510253456221196,2020-07-01,2020-07,17.827194587512423
Arkansas,2020-08-01,18713.0,534.0,344.0,31,31,8,34.01505580790345,False,warm,E2019,21341,25022.257626165596,876856.7546038142,0.0285363116549992,26.24516129032258,23.510253456221196,2020-08-01,2020-08,17.827194587512423
Arkansas,2020-09-01,22473.0,554.0,572.0,30,30,9,34.01505580790345,False,warm,E2020,21341,25959.42083313809,1053043.4375146432,0.02465180438748721,23.613333333333333,23.510253456221196,2020-09-01,2020-09,17.827194587512423
Arkansas,2020-10-01,28493.0,586.0,556.0,31,31,10,34.01505580790345,False,transition,E2020,21341,27458.881964294083,1335129.562813364,0.020566454918751975,17.567741935483873,23.510253456221196,2020-10-01,2020-10,17.827194587512423
Arkansas,2020-11-01,45169.0,958.0,577.0,30,30,11,34.01505580790345,False,cold,E2020,21341,44890.117613982475,2116536.2447870295,0.02120923642321061,13.553333333333335,23.510253456221196,2020-11-01,2020-11,17.827194587512423
Arkansas,2020-12-01,67779.0,1201.0,1174.0,31,31,12,34.01505580790345,False,cold,E2020,21341,56276.65057869828,3175999.2502694344,0.017719352601838326,7.074193548387097,23.510253456221196,2020-12-01,2020-12,17.827194587512423
Arkansas,2021-01-01,70130.0,747.0,1192.0,31,31,1,34.01505580790345,False,cold,E2020,21341,35003.04578042266,3286162.785249051,0.010651646941394553,6.783870967741936,23.510253456221196,2021-01-01,2021-01,17.827194587512423
Arkansas,2021-02-01,27147.0,296.0,375.0,28,28,2,34.01505580790345,False,cold,E2020,21341,13870.015463192914,1272058.4789841152,0.0109035989243747,4.660714285714286,23.510253456221196,2021-02-01,2021-02,17.827194587512423
Arkansas,2021-03-01,7983.0,169.0,383.0,31,31,3,34.01505580790345,False,cold,E2020,21341,7919.029098917576,374068.6940630711,0.021169986220719028,14.33548387096774,23.510253456221196,2021-03-01,2021-03,17.827194587512423
Arkansas,2021-04-01,5327.0,103.0,113.0,30,30,4,34.01505580790345,False,transition,E2020,21341,4826.390515908345,249613.42017712386,0.01933546085977098,15.633333333333333,23.510253456221196,2021-04-01,2021-04,17.827194587512423
Arkansas,2021-05-01,5656.0,65.0,94.0,31,31,5,34.01505580790345,False,warm,E2020,21341,3045.7804226606063,265029.7549318214,0.011492220650636492,20.348387096774193,23.510253456221196,2021-05-01,2021-05,17.827194587512423
Arkansas,2021-06-01,8004.0,144.0,76.0,30,30,6,34.01505580790345,False,warm,E2020,21341,6747.575090201959,375052.7154303922,0.017991004497751123,24.886666666666667,23.510253456221196,2021-06-01,2021-06,17.827194587512423
Arkansas,2021-07-01,37067.0,625.0,232.0,31,31,7,34.01505580790345,False,warm,E2020,21341,29286.350217890445,1736891.4296424722,0.016861359160439203,26.406451612903226,23.510253456221196,2021-07-01,2021-07,17.827194587512423
Arkansas,2021-08-01,66439.0,854.0,793.0,31,31,8,34.01505580790345,False,warm,E2020,21341,40016.86893772551,3113209.3154022773,0.01285389605502792,26.351612903225806,23.510253456221196,2021-08-01,2021-08,17.827194587512423
Arkansas,2021-09-01,43186.0,738.0,757.0,30,30,9,34.01505580790345,False,warm,E2021,21341,34581.32233728504,2023616.512815707,0.017088871393507156,22.983333333333334,23.510253456221196,2021-09-01,2021-09,17.827194587512423
Arkansas,2021-10-01,17138.0,378.0,685.0,31,31,10,34.01505580790345,False,transition,E2021,21341,17712.38461178014,803055.1520547303,0.022056249270626677,19.251612903225805,23.510253456221196,2021-10-01,2021-10,17.827194587512423
Arkansas,2021-11-01,15623.0,382.0,291.0,30,30,11,34.01505580790345,False,cold,E2021,21341,17899.81725317464,732065.0391265639,0.02445112974460731,10.533333333333333,23.510253456221196,2021-11-01,2021-11,17.827194587512423
Arkansas,2021-12-01,37648.0,487.0,481.0,31,31,12,34.01505580790345,False,cold,E2021,21341,22819.924089780234,1764116.0208050231,0.012935614109647258,13.635483870967741,23.510253456221196,2021-12-01,2021-12,17.827194587512423
Arkansas,2022-01-01,210273.0,808.0,480.0,31,31,1,34.01505580790345,False,cold,E2021,21341,37861.39356168877,9853005.950986365,0.0038426236368910892,5.006451612903225,23.510253456221196,2022-01-01,2022-01,17.827194587512423
Arkansas,2022-02-01,43225.0,822.0,896.0,28,28,2,34.01505580790345,False,cold,E2021,21341,38517.407806569514,2025443.9810693031,0.019016772700983228,7.621428571428572,23.510253456221196,2022-02-01,2022-02,17.827194587512423
Arkansas,2022-03-01,12938.0,252.0,706.0,31,31,3,34.01505580790345,False,cold,E2021,21341,11808.256407853427,606250.8785905065,0.019477508115628383,12.480645161290322,23.510253456221196,2022-03-01,2022-03,17.827194587512423
Arkansas,2022-04-01,2935.0,72.0,159.0,30,30,4,34.01505580790345,False,transition,E2021,21341,3373.7875451009795,137528.70062321355,0.02453151618398637,16.563333333333333,23.510253456221196,2022-04-01,2022-04,17.827194587512423
