beta,se,p,pct_per_10degC,n,n_clusters,band,n_regions
-0.034090961336319336,0.012747360361701637,0.007487324449563747,-28.887681866563387,973,35,热带 |lat|<23.5,35
0.005476858037676726,0.008600962256904902,0.5242729049873514,5.629613873387229,1010,33,亚热带 23.5-40,33
-0.025954954783109174,0.019259780602677013,0.17777914338102407,-22.8601014099579,1444,47,温带寒带 |lat|>=40,47
