hemi,region,lat,winter,m_w,m_s1,m_s2,temp_w,temp_s,cases_w,penalty_cases,penalty_cases_pre,penalty_cases_post,penalty_deaths,penalty_deaths_pre,penalty_deaths_post,penalty_cfr,penalty_cfr_pre,penalty_cfr_post
北半球,Afghanistan,33.93911,W1 2020-21冬,5,5,5,-8.870751152073732,9.580731182795699,15120.0,-1.3757032239435762,-0.9090423031493273,-1.8423641447378252,-0.993186955798727,-0.37984200322026673,-1.606531908377188,0.3825162681448484,0.5292002999290606,0.23583223636063666
北半球,Albania,41.1533,W1 2020-21冬,5,4,4,9.252281105990786,23.46497311827957,104282.0,1.330885803087238,1.8972670328973233,0.7645045732771543,1.1709777587354733,1.1637487171478584,1.178206800323088,-0.15990804435176376,-0.7335183157494636,0.4137022270459356
北半球,Algeria,28.0339,W1 2020-21冬,5,5,5,17.34695238095238,35.02110752688172,59250.0,-0.04762320769598638,0.22053093341919983,-0.31577734881117436,-0.6730715045241764,-0.3528508475003296,-0.9932921615480224,-0.6254482968281878,-0.5733817809195285,-0.6775148127368471
北半球,Armenia,40.0691,W1 2020-21冬,5,5,5,-7.256855606758833,9.79747311827957,102826.0,0.7840793585220638,0.7557516167112794,0.8124071003328481,0.4617945423724743,0.6498840547628406,0.273705029982108,-0.3222848161495899,-0.10586756194843883,-0.538702070350741
北半球,Austria,47.5162,W1 2020-21冬,5,5,5,-0.18599846390168973,12.751032258064516,435835.0,1.97790436597651,2.715881906397577,1.2399268255554432,2.623102303259518,2.9744606190475666,2.2717439874714707,0.6451979372830068,0.25857871264998833,1.0318171619160261
北半球,Azerbaijan,40.1431,W1 2020-21冬,5,5,5,6.272357910906298,27.009946236559145,206444.0,0.9533299740478398,1.6813208997580578,0.22533904833762186,1.0534087658306168,1.6545583477145698,0.45225918394666387,0.1000787917827779,-0.026762552043487986,0.2269201356090429
北半球,Bahrain,26.0275,W1 2020-21冬,5,5,5,20.899675883256528,34.783903225806455,62800.0,-0.261613880695613,-0.07696104113612989,-0.44626672025509606,-0.44726372453550756,-0.09564807472222192,-0.7988793743487932,-0.18564984383989547,-0.018687033586092916,-0.352612654093698
北半球,Bangladesh,23.685,W1 2020-21冬,5,5,5,21.52657142857143,28.177849462365593,203611.0,-0.9612786152667567,-0.5581911907539681,-1.3643660397795454,-0.7391359682012961,-0.20427286903613862,-1.2739990673664536,0.2221426470654606,0.35391832171782944,0.09036697241309177
北半球,Belarus,53.7098,W1 2020-21冬,5,5,5,-1.9594086021505377,16.367129032258063,223325.0,0.729825919131704,1.2403517812116363,0.2193000570517718,0.18086360073477792,0.5901354622238744,-0.22840826075431764,-0.5489623183969252,-0.6502163189877619,-0.44770831780608944
北半球,Belgium,50.8333,W1 2020-21冬,5,5,5,5.81242089093702,16.614118279569894,453224.0,1.2225253981542554,1.868848843665182,0.5762019526433289,1.9576665091451835,1.8193382079251466,2.0959948103652204,0.7351411109909285,-0.04951063574003545,1.519792857721892
北半球,Bosnia and Herzegovina,43.9159,W1 2020-21冬,5,5,5,-2.57742242703533,11.349419354838709,119536.0,1.36403700581163,1.5366597722382895,1.1914142393849705,1.4332367241458783,1.8794564821718662,0.9870169661198913,0.0691997183342501,0.34279670993357847,-0.20439727326507828
北半球,Bulgaria,42.7339,W1 2020-21冬,5,5,5,0.7271781874039938,15.757043010752689,289789.0,1.8970312754416998,2.707649989950987,1.086412560932411,1.7467024937739062,2.6240124549132053,0.869392532634607,-0.15032878166779362,-0.08363753503778248,-0.21702002829780476
北半球,Canada,52.18975974959941,W1 2020-21冬,5,5,5,-2.1267188940092163,19.013376344086023,752818.0,1.301349683022444,1.9665733278650492,0.6361260381798388,1.338689111561881,1.4231897376371734,1.2541884854865888,0.037339428539438835,-0.543383590227875,0.6180624473067517
北半球,China,23.65995342661174,W1 2020-21冬,5,5,5,17.435551459293396,27.361612903225804,12956.0,0.41318379831466867,0.39731685793678206,0.4290507386925553,1.0931412212540486,0.6554068525770984,1.5308755899309983,0.6799574229393803,0.2580899946403168,1.1018248512384439
北半球,Colombia,4.5709,W1 2020-21冬,5,5,5,12.977350230414748,12.97179569892473,1332193.0,0.01373579723175311,0.4814165651630553,-0.4539449706995491,-0.02305156680898257,0.17993544606296297,-0.2260385796809281,-0.0367873640407379,-0.30148111910009456,0.2279063910186192
北半球,Costa Rica,9.7489,W1 2020-21冬,5,4,5,17.25472350230415,18.785900537634408,106793.0,-0.4169686247556381,0.1342151917641008,-0.968152441275377,-0.3730294503338438,-0.015146815759985444,-0.7309120849077031,0.0439391744217934,-0.14936200752408713,0.23724035636767393
北半球,Croatia,45.1,W1 2020-21冬,5,4,5,1.1385499231950846,15.305198924731183,222316.0,1.8182269190159026,2.517415380758443,1.1190384572733603,2.145404119057959,2.7127941753961924,1.5780140627197268,0.32717720004205786,0.1953787946377492,0.45897560544636695
北半球,Cuba,21.521757,W1 2020-21冬,5,3,5,23.72539631336405,27.00562007168459,68376.0,0.014872169607651031,2.4520488937207183,-2.4223045545054145,-0.554452069922827,1.7562527807711454,-2.8651569206167995,-0.569324239530479,-0.6957961129495729,-0.442852366111385
北半球,Czechia,49.8175,W1 2020-21冬,5,5,5,1.5186589861751156,15.816645161290321,1197230.0,2.962328888657005,2.9433462192799418,2.9813115580340703,3.151467789589592,2.7136636323718077,3.5892719468073775,0.1891389009325879,-0.22968258690813315,0.607960388773308
北半球,Denmark,56.37399668911018,W1 2020-21冬,5,5,5,3.1755514592933944,14.351494623655913,184432.0,1.3947821601825012,2.266389032777818,0.5231752875871827,2.3734779265823107,2.5697084384247897,2.177247414739832,0.9786957663998086,0.30331940564697035,1.6540721271526477
北半球,Dominican Republic,18.7357,W1 2020-21冬,5,5,5,18.341594470046083,20.88782795698925,125709.0,0.2423335964751292,0.1777547625840583,0.30691243036620186,0.19008071632325407,-0.4446175642053456,0.8247789968518537,-0.05225288015187601,-0.6223723267894039,0.5178665664856519
北半球,Egypt,26.820553,W1 2020-21冬,5,5,5,16.017597542242704,29.707010752688173,94576.0,0.0869317353089123,-0.032098554105875365,0.20596202472370173,0.36476202658933765,0.14819257876236946,0.5813314744163067,0.2778302912804249,0.18029113286824439,0.37536944969260544
北半球,El Salvador,13.794200000000002,W1 2020-21冬,5,5,5,24.334978494623655,24.463989247311826,30900.0,-0.02719099937814562,0.07448643559668078,-0.1288684343529738,-0.07252983889663245,0.12123386481411647,-0.2662935426073805,-0.045338839518484164,0.046747429217437464,-0.13742510825440624
北半球,Ethiopia,9.145,W1 2020-21冬,5,5,5,22.280254992319506,24.341903225806448,110420.0,0.3039848567391701,0.383648145626287,0.22432156785205315,0.041202057710005846,0.28731942512233033,-0.20491530970231775,-0.2627827990291638,-0.09632872050395758,-0.42923687755437
北半球,Finland,61.924110000000006,W1 2020-21冬,5,3,5,-2.7524116743471585,13.296827956989247,61599.0,1.1198198329593332,2.125945323416725,0.11369434250194033,1.515353368332888,2.1991275274823057,0.8315792091834706,0.39553353537355473,0.07318220406557963,0.7178848666815298
北半球,France,44.61517569245893,W1 2020-21冬,5,5,5,5.426113671274962,16.41536559139785,3290790.0,1.4102979791568302,2.0188765175561123,0.8017194407575481,1.956431994837172,2.210255795182353,1.702608194491991,0.5461340156803427,0.19137927762624152,0.900888753734443
北半球,Germany,51.165691,W1 2020-21冬,5,5,5,2.8211689708141323,16.243053763440862,2290120.0,1.9320048651677961,2.868056111403627,0.9959536189319635,2.903819126264544,3.653989626898494,2.153648625630593,0.9718142610967493,0.7859335154948686,1.15769500669863
北半球,Greece,39.0742,W1 2020-21冬,5,3,5,5.418233486943164,20.171501792114697,224438.0,0.932497792825485,2.1903333266060265,-0.32533774095505663,1.7204618175930628,2.6792721029339965,0.76165153225213,0.7879640247675765,0.4889387763279678,1.0869892732071844
北半球,Guatemala,15.783500000000002,W1 2020-21冬,5,5,5,21.335915514592934,24.30848387096774,85895.0,-0.7066475983472582,-0.05934796772349671,-1.3539472289710197,-0.39776029718270056,-0.08414793038658352,-0.7113726639788185,0.3088873011645563,-0.02479996266308815,0.6425745649922003
北半球,Honduras,15.2,W1 2020-21冬,5,5,5,19.762592933947772,22.952301075268817,92155.0,-0.16011713154563623,0.19104267219798032,-0.5112769352892546,-0.3928056613017956,-0.14105376001894854,-0.6445575625846418,-0.23268852975615717,-0.332096432216928,-0.1332806272953868
北半球,Hungary,47.1625,W1 2020-21冬,5,3,5,3.8910337941628264,19.444767025089604,577112.0,2.648904754480844,2.7092413203835584,2.5885681885781295,2.9671689302928614,2.879032543527571,3.055305317058152,0.3182641758120166,0.16979122314401174,0.46673712848002147
北半球,India,20.593684,W1 2020-21冬,5,5,5,20.91506144393241,26.318720430107525,4037583.0,-0.8634275440134012,-0.44136077091446957,-1.2854943171123328,-0.9533805169193794,-0.7874493046766826,-1.1193117291620744,-0.08995297290597648,-0.34608853376221216,0.1661825879502592
北半球,Iran,32.427908,W1 2020-21冬,5,5,5,8.790293394777265,30.88884946236559,1272792.0,0.18471353625205467,1.2557258100630069,-0.8862987375588975,-0.3508579018986122,-0.021434035752585956,-0.6802817680446367,-0.5355714381506678,-1.2771598458155946,0.20601696951425907
北半球,Iraq,33.223191,W1 2020-21冬,5,5,5,14.662242703533025,34.514752688172045,378294.0,-0.4305536515376662,0.04708184290025663,-0.9081891459755873,-0.964206904176141,-1.1753281759689793,-0.7530856323833026,-0.5336532526384756,-1.2224100188692364,0.1551035135922847
北半球,Ireland,53.1424,W1 2020-21冬,5,4,5,5.883109062980031,13.799779569892474,174398.0,1.219147401654567,2.2261542698332573,0.21214053347587658,2.0536168784886346,2.216912532308439,1.8903212246688295,0.8344694768340668,-0.009241737524818383,1.678180691192952
北半球,Israel,31.046050999999995,W1 2020-21冬,5,5,5,14.517677419354836,24.90978494623656,518756.0,0.4814952823283498,0.8067889714994685,0.15620159315723114,0.662939593735242,0.5530178837448512,0.772861303725632,0.18144431140689044,-0.2537710877546191,0.6166597105684
北半球,Italy,41.87194,W1 2020-21冬,5,5,5,9.7775821812596,23.230827956989245,2905469.0,2.388596899782815,3.2793574937530536,1.4978363058125783,2.544889971935639,2.761017197612108,2.328762746259171,0.15629307215282306,-0.5183402961409467,0.8309264404465928
北半球,Japan,36.204824,W1 2020-21冬,5,5,5,8.015247311827958,23.33567741935484,373763.0,0.2973424691305038,1.6852491531879252,-1.0905642149269177,1.2322598878031492,2.2028866694158307,0.26163310619046776,0.9349174186726459,0.517637516227905,1.3521973211173859
北半球,Kazakhstan,48.01959999999999,W1 2020-21冬,5,5,5,-9.895485407066051,20.502698924731185,147773.0,-0.6531954871472259,0.07347258381303057,-1.3798635581074823,-0.12815176645367465,0.6260856472911236,-0.8823891801984738,0.5250437206935503,0.552613063478093,0.4974743779090076
北半球,"Korea, South",35.907757,W1 2020-21冬,5,5,5,1.6301336405529951,19.654150537634408,77004.0,0.4304786058684318,1.770100755237542,-0.9091435435006776,1.2098705967118866,1.9306775620652026,0.48906363135857056,0.7793919908434548,0.1605768068276605,1.3982071748592482
北半球,Kosovo,42.602636,W1 2020-21冬,5,4,5,3.4037987711213518,19.688862903225804,69853.0,0.7794898546164895,1.3456584890257783,0.21332122020720234,0.46634573298207016,0.4348261780265945,0.4978652879375467,-0.31314412163441885,-0.9108323109991829,0.28454406773034524
北半球,Kuwait,29.31166,W1 2020-21冬,5,5,5,16.94027956989247,36.659021505376344,106177.0,-0.10564227944770543,0.04842386190193615,-0.259708420797347,-0.0669731378565146,0.0445986378005907,-0.178544913513619,0.03866914159118995,-0.003825224101346336,0.08116350728372623
北半球,Kyrgyzstan,41.20437999999999,W1 2020-21冬,5,4,5,-5.34015668202765,15.314470430107527,29660.0,-0.3071426404393911,0.41784759182119835,-1.0321328726999823,-1.209400585399571,-1.4186977851745493,-1.0001033856245929,-0.9022579449601791,-1.836545376995748,0.03202948707539033
北半球,Lebanon,33.8547,W1 2020-21冬,5,4,5,6.870551459293395,21.26547580645161,387172.0,1.7323812056277355,2.0873035109411777,1.377458900314295,2.17085922074937,2.275719486240405,2.065998955258336,0.43847801512163365,0.18841597529922716,0.6885400549440401
北半球,Libya,26.3351,W1 2020-21冬,5,4,5,15.826918586789555,31.150838709677416,97862.0,0.15783625733408257,0.8232597764000609,-0.5075872617318957,0.3378894823881762,0.6763176127829116,-0.0005386480065601162,0.18005322505409227,-0.14694216361715018,0.5070486137253352
北半球,Malaysia,4.210484,W1 2020-21冬,5,3,5,25.587172043010753,26.768146953405022,313952.0,0.9815210486505155,3.7296812759025206,-1.7666391786014906,-0.58775327833626,2.0200661392638333,-3.1955726959363524,-1.5692743269867755,-1.7096151366386887,-1.4289335173348627
北半球,Mexico,23.6345,W1 2020-21冬,5,5,5,16.63142242703533,18.185978494623654,1313925.0,0.2958919964701181,0.5959937771890846,-0.004209784248850212,0.4412013224855418,0.32722124710599587,0.5551813978650877,0.14530932601542457,-0.2687725300830883,0.5593911821139375
北半球,Moldova,47.4116,W1 2020-21冬,5,5,5,1.7138218125960063,19.136333333333337,154201.0,1.2038571365477821,1.1434818341739135,1.2642324389216508,0.9508698962786886,0.9221432930088653,0.9795964995485127,-0.252987240269094,-0.22133854116504903,-0.28463593937313947
北半球,Montenegro,42.708678,W1 2020-21冬,5,3,5,6.9642119815668195,21.769788530465952,72877.0,1.106196029632068,1.453209567146759,0.7591824921173753,0.8880017268631786,1.0362419579416517,0.7397614957847054,-0.21819430276888863,-0.4169676092051078,-0.019420996332669915
北半球,Morocco,31.7917,W1 2020-21冬,5,5,5,12.96126113671275,26.271655913978492,277013.0,0.21124552403246533,0.8430100356759969,-0.42051898761106443,-0.06794556955363351,0.2530087565386774,-0.3888998956459435,-0.27919109358609884,-0.5900012791373186,0.031619091965120916
北半球,Nepal,28.1667,W1 2020-21冬,5,5,5,16.790674347158216,25.3065376344086,106566.0,-0.5864050689607208,0.31513735136106114,-1.4879474892825009,-0.12324544776119595,0.8299252007343494,-1.0764160962567422,0.46315962119952303,0.5147878493732883,0.4115313930257578
北半球,Netherlands,51.62419146215896,W1 2020-21冬,5,5,5,5.9158049155145935,16.566924731182795,934310.0,1.4725565778081648,2.3483332554016805,0.5967799002146474,2.0833269342441465,1.9799119463328028,2.1867419221554893,0.6107703564359808,-0.3684213090688777,1.5899620219408401
北半球,Nigeria,9.082,W1 2020-21冬,5,5,5,27.12925806451613,24.29767741935484,100038.0,0.7320287997304913,0.563973617122933,0.9000839823380495,0.056342084552378324,-0.02100685317929507,0.1336910222840526,-0.6756867151781121,-0.5849804703022263,-0.7663929600539969
北半球,North Macedonia,41.6086,W1 2020-21冬,5,5,4,5.590121351766512,22.581139784946238,98450.0,1.2489316899151994,1.7854614157859814,0.7124019640444175,0.8815020549747947,1.4077014028556016,0.3553027070939869,-0.36742963494040604,-0.3777600129303811,-0.35709925695043143
北半球,Norway,60.472,W1 2020-21冬,5,3,5,-4.506740399385561,9.769215053763443,75748.0,1.0522357812754262,2.1138403280669156,-0.009368765516061472,1.8554340328772811,2.3702437414678603,1.340624324286702,0.8031982516018541,0.2564034134009443,1.349993089802763
北半球,Oman,21.512583,W1 2020-21冬,5,5,5,24.535542242703535,36.555354838709675,44784.0,-0.8341361702102272,-0.7649629663376398,-0.9033093740828164,-0.9408434949128379,-0.6787842765595835,-1.2029027132660914,-0.10670732470260891,0.0861786897780572,-0.2995933391832759
北半球,Pakistan,30.3753,W1 2020-21冬,5,5,5,12.54925806451613,27.9660752688172,338961.0,-0.03841929670049282,0.13995431338980602,-0.21679290679078989,0.28666720267181756,0.4722194511140172,0.1011149542296188,0.32508649937230905,0.3322651377242103,0.31790786102040736
北半球,Panama,8.538,W1 2020-21冬,5,5,5,18.77979723502304,19.65089247311828,221453.0,0.7530818942350024,0.7361771201686693,0.7699866683013372,0.7699797707320482,0.34314057449477886,1.1968189669693174,0.016897876497043995,-0.3930365456738918,0.42683229866797934
北半球,Philippines,12.879721,W1 2020-21冬,5,5,5,26.216677419354834,28.19794623655914,366559.0,-0.6138083090298334,0.1897470481444934,-1.4173636662041602,-0.3186791537203897,0.3271813827480665,-0.9645396901888459,0.2951291553094433,0.13743433460357357,0.4528239760153139
北半球,Poland,51.91940000000001,W1 2020-21冬,5,5,5,1.7470737327188939,17.1462688172043,1958986.0,3.025603834925324,3.2153399448293722,2.8358677250212754,2.745279308620418,2.8582731656357243,2.632285451605112,-0.2803245263049057,-0.3570667791936475,-0.20358227341616386
北半球,Portugal,39.3999,W1 2020-21冬,5,5,5,11.519339477726573,21.48466666666667,680443.0,1.8367273040595293,2.6008301280674253,1.0726244800516351,2.5516873859810127,2.6239375979785615,2.479437173983465,0.714960081921483,0.02310746991113577,1.4068126939318302
北半球,Qatar,25.3548,W1 2020-21冬,5,5,5,21.04714592933948,35.111000000000004,47408.0,-0.2188713787193084,-0.8628369085170817,0.4250941510784667,0.3348301243544385,-0.2315926058007376,0.9012528545096146,0.5537015030737464,0.6312443027163441,0.47615870343114786
北半球,Romania,45.9432,W1 2020-21冬,5,5,5,1.4255576036866358,17.09158064516129,711464.0,1.6013948380316503,1.8195098932910856,1.383279782772215,0.7231440917637144,1.234881493178432,0.21140669034899773,-0.8782507462679368,-0.584628400112654,-1.1718730924232195
北半球,Russia,61.52401,W1 2020-21冬,5,5,5,-5.173265745007681,17.104784946236556,2887967.0,0.5420480068279847,0.9982345487233744,0.08586146493259506,0.3638413515743739,1.1645418048504528,-0.4368591017017067,-0.17820665525361257,0.16630725612707753,-0.5227205666343027
北半球,Saudi Arabia,23.885942,W1 2020-21冬,5,5,5,18.76827803379416,33.77954838709677,42725.0,-1.5493658084743664,-1.9877444872896586,-1.1109871296590743,-0.9192078775485024,-1.4933853749553654,-0.34503038014163856,0.6301579309258645,0.49435911233429364,0.7659567495174362
北半球,Serbia,44.0165,W1 2020-21冬,5,5,5,4.392519201228879,19.76025806451613,553642.0,1.9507543479429987,3.116132332923369,0.7853763629626265,1.4263523996363237,2.2053762426100283,0.647328556662619,-0.5244019483066742,-0.9107560903133405,-0.13804780630000746
北半球,Slovakia,48.669,W1 2020-21冬,5,3,5,-1.7268095238095238,13.916311827956989,648053.0,3.1911154522976624,3.826144207160744,2.55608669743458,3.6936346664485677,4.514932831904486,2.87233650099265,0.5025192141509063,0.6887886247437427,0.31624980355806986
