region,lat,winter,cfr_w,cfr_s1,cfr_s2,temp_w,temp_s,cases_w,cases_s,penalty_cfr,penalty_cases,penalty_deaths,y_pct
Cuba,21.521757,W1 2020冬-2021春,0.006069381069381,0.0121709595244834,0.0094508907892739,23.72539631336405,27.00562007168459,68376.0,387127.0,-0.569324239530479,0.2702849814906454,-0.2990392580398326,-25.846970216238752
Czechia,49.8175,W1 2020冬-2021春,0.0180550103154782,0.0227168244003741,0.009830234970608,1.5186589861751156,15.81664516129032,1197230.0,61906.0,0.1891389009325879,2.962328888657005,3.151467789589594,2237.0342163582204
Denmark,56.37399668911018,W1 2020冬-2021春,0.0091361585841936,0.0067458034827171,0.0017474680012076,3.1755514592933944,14.351494623655912,184432.0,64212.0,0.9786957663998086,1.394782160182503,2.373477926582312,973.4661801853031
Dominican Republic,18.7357,W1 2020冬-2021春,0.0089651496710657,0.0167051512300806,0.0053413489609238,18.341594470046083,20.88782795698925,125709.0,98861.5,-0.052252880151876,0.2423335964751292,0.190080716323254,20.934720777798276
Ecuador,-1.8312,W1 2020冬-2021春,0.0290540161805646,0.0848608100755487,0.1000272766239332,18.84518125960061,18.531623655913982,160563.0,120214.0,-1.154070926028734,0.2916886541614456,-0.8623822718672898,-57.78448049904146
Egypt,26.820553,W1 2020冬-2021春,0.0669408729487396,0.0558974411484625,0.0459907498830743,16.017597542242704,29.707010752688173,94576.0,87316.5,0.2778302912804249,0.0869317353089123,0.3647620265893359,44.017124490347534
El Salvador,13.794200000000002,W1 2020冬-2021春,0.0328802588996763,0.0313785649536294,0.0377240398293029,24.334978494623652,24.463989247311822,30900.0,31916.0,-0.0453388395184841,-0.0271909993781473,-0.0725298388966315,-6.99620050613542
Ethiopia,9.145,W1 2020冬-2021春,0.0166455352291251,0.0183287478235442,0.0255689545743041,22.280254992319502,24.341903225806448,110420.0,81734.5,-0.2627827990291638,0.3039848567391718,0.0412020577100067,4.206264106553803
Finland,61.924110000000006,W1 2020冬-2021春,0.0085390996607087,0.0079365079365079,0.0041652267229305,-2.7524116743471585,13.296827956989247,61599.0,29694.5,0.3955335353735547,1.375232644842329,1.7707661802158832,487.5353216708376
France,44.61517569245893,W1 2020冬-2021春,0.0162423004810395,0.0134132054403338,0.0065977601894713,5.426113671274962,16.41536559139785,3290790.0,956569.5,0.5461340156803427,1.410297979156832,1.956431994837173,607.4041765400468
Georgia,42.3154,W1 2020冬-2021春,0.0125357767939874,0.0323060573857598,0.0166764672846561,5.179141321044547,20.68125806451613,242825.0,153703.5,-0.6160399647179613,1.861653721165874,1.2456137564479135,247.50669897189667
Germany,51.165691,W1 2020冬-2021春,0.0291469442649293,0.0132820906994619,0.0091582496358924,2.8211689708141323,16.243053763440862,2290120.0,488002.0,0.9718142610967492,1.932004865167796,2.903819126264546,1724.368743579846
Greece,39.0742,W1 2020冬-2021春,0.036473324481594,0.0223682463825833,0.0122999092471374,5.418233486943164,20.171501792114697,224438.0,162900.0,0.7879640247675765,1.187910604708481,1.975874629476059,621.2925533044378
Guatemala,15.783500000000002,W1 2020冬-2021春,0.037662262064148,0.0386079629609312,0.0198079628672093,21.335915514592934,24.30848387096774,85895.0,211895.5,0.3088873011645563,-0.7066475983472564,-0.3977602971826997,-32.81769537601535
Honduras,15.2,W1 2020冬-2021春,0.0229938690250122,0.0320508610385004,0.0262721184946082,19.76259293394777,22.952301075268817,92155.0,114895.0,-0.2326885297561571,-0.160117131545638,-0.3928056613017947,-32.484005545789984
Hungary,47.1625,W1 2020冬-2021春,0.03829066108485,0.0323112286941059,0.0240099637890075,3.8910337941628255,19.444767025089604,577112.0,33207.0,0.3182641758120166,2.90431756636384,3.222581742175856,2409.2819817745026
India,20.593684,W1 2020冬-2021春,0.0127378186405084,0.0180052601891673,0.0107875514544912,20.91506144393241,26.318720430107525,4037583.0,10439729.5,-0.0899529729059764,-0.8634275440134012,-0.9533805169193776,-61.456415378887506
Indonesia,-0.7893,W1 2020冬-2021春,0.0256285266116206,0.041818050489364,0.0369284448800346,25.333347158218128,27.231236559139784,1101624.0,1411813.0,-0.427449045267176,0.2714466668410402,-0.1560023784261357,-14.444284451090061
Iran,32.427908,W1 2020冬-2021春,0.0185309147134802,0.0664599990622733,0.0150808154113245,8.790293394777265,30.88884946236559,1272792.0,1725271.0,-0.5355714381506678,0.1847135362520546,-0.3508579018986122,-29.59162042818373
Iraq,33.223191,W1 2020冬-2021春,0.0083876561616097,0.0284791186380563,0.0071825725079522,14.662242703533025,34.514752688172045,378294.0,649500.0,-0.5336532526384756,-0.4305536515376662,-0.964206904176141,-61.87145242249026
Ireland,53.1424,W1 2020冬-2021春,0.0162501863553481,0.0164010624169986,0.0030341268378443,5.883109062980031,13.799779569892474,174398.0,78061.0,0.8344694768340668,1.330719177311671,2.165188654145739,771.6246117719098
Israel,31.046050999999995,W1 2020冬-2021春,0.0068432943426196,0.0088201628404207,0.0036936293344931,14.517677419354836,24.90978494623656,518756.0,337626.0,0.1814443114068904,0.4814952823283498,0.6629395937352403,94.04882054991259
Italy,41.87194,W1 2020冬-2021春,0.0236574542698614,0.03972650322675,0.0103062634869524,9.7775821812596,23.230827956989245,2905469.0,379550.0,0.156293072152823,2.388596899782815,2.544889971935639,1174.1826050478548
Japan,36.204824,W1 2020冬-2021春,0.0208501108991526,0.0124251388989104,0.0053933242890188,8.015247311827958,23.33567741935484,373763.0,590798.0,0.934917418672646,0.2973424691305038,1.2322598878031492,242.89698740437316
Jordan,31.24,W1 2020冬-2021春,0.0116091804738668,0.0406320541760722,0.0142874913368755,12.274410138248848,27.27586021505376,538970.0,61589.0,-0.7301746395400448,2.7460447365468994,2.015870097006853,650.7256581753572
Kazakhstan,48.01959999999999,W1 2020冬-2021春,0.0271226814100004,0.015607588944321,0.0164923387076177,-9.895485407066053,20.502698924731185,147773.0,362304.0,0.5250437206935503,-0.6531954871472259,-0.1281517664536764,-12.028014295012046
Kenya,-0.0236,W1 2020冬-2021春,0.0148860091801283,0.0211889964073112,0.0243574947844999,24.62586789554532,24.551397849462365,78866.0,64124.5,-0.4227390122344459,0.2966613206073027,-0.1260776916271417,-11.845364464790297
"Korea, South",35.907757,W1 2020冬-2021春,0.0169211988987585,0.0144109797941288,0.0041802039353559,1.6301336405529951,19.654150537634408,77004.0,102127.0,0.7793919908434548,0.43047860586843,1.2098705967118866,235.3050728684539
Kosovo,42.602636,W1 2020冬-2021春,0.0171932486793695,0.0427491408934707,0.0129354644363327,3.403798771121352,19.688862903225804,69853.0,35492.0,-0.3131441216344188,0.8910616302735939,0.5779175086391755,78.23228912801459
Kuwait,29.31166,W1 2020冬-2021春,0.0058298878288141,0.0058522311631309,0.0053754067875406,16.94027956989247,36.65902150537634,106177.0,119411.0,0.0386691415911899,-0.1056422794477036,-0.0669731378565137,-6.477967697812781
Kyrgyzstan,41.20437999999999,W1 2020冬-2021春,0.0112609575185434,0.0706605222734255,0.0109059898867362,-5.34015668202765,15.314470430107528,29660.0,49440.5,-0.9022579449601792,-0.1955708647822884,-1.0978288097424658,-66.6405404691524
Lebanon,33.8547,W1 2020冬-2021春,0.0158405049951959,0.0131202165877024,0.0079568262810797,6.870551459293395,21.26547580645161,387172.0,68033.0,0.4384780151216336,1.8439529812848416,2.2824309964064757,880.0476396732408
Libya,26.3351,W1 2020冬-2021春,0.0189654820052727,0.0219674706857924,0.0114223501623855,15.826918586789557,31.150838709677416,97862.0,98472.5,0.1800532250540922,0.2694080329911887,0.4494612580452806,56.74674974726148
Lithuania,55.16940000000001,W1 2020冬-2021春,0.0169492371096985,0.0153117025154939,0.0162289206181326,-0.2271059907834101,16.73120430107527,200422.0,43919.0,0.0725166843909059,2.5740148979233464,2.646531582314254,1310.5031565054774
Luxembourg,49.8153,W1 2020冬-2021春,0.011863035858722,0.0064825930372148,0.0029053931360087,3.9544055299539176,16.0160376344086,44508.0,7589.5,1.0055826842383278,1.8827272150659056,2.8883098993042333,1696.2924780409967
Malaysia,4.210484,W1 2020冬-2021春,0.0034017939048007,0.0188011501880115,0.0141999213928062,25.587172043010757,26.768146953405022,313952.0,920751.5,-1.5692743269867755,1.2369338605335116,-0.3323404664532647,-28.275691592971576
Mexico,23.6345,W1 2020冬-2021春,0.085411267766425,0.1117484723588106,0.048817402165115,16.63142242703533,18.18597849462365,1313925.0,1021730.0,0.1453093260154245,0.2958919964701181,0.4412013224855418,55.457364146986585
Moldova,47.4116,W1 2020冬-2021春,0.0227819534244265,0.0284260860718282,0.0302835495350706,1.7138218125960063,19.136333333333337,154201.0,46350.0,-0.252987240269094,1.203857136547784,0.9508698962786896,158.79599371385063
Montenegro,42.708678,W1 2020冬-2021春,0.0138589678499389,0.0210289514866979,0.0141307534447376,6.96421198156682,21.769788530465952,72877.0,22167.0,-0.2181943027688886,1.3616088415150625,1.1434145387461738,213.74630852966163
Morocco,31.7917,W1 2020冬-2021春,0.0134037030753069,0.0241801560010064,0.0129865203806344,12.96126113671275,26.27165591397849,277013.0,270526.0,-0.2791910935860988,0.2112455240324653,-0.0679455695536326,-6.568867282420676
Mozambique,-18.665695,W1 2020冬-2021春,0.0124657283860354,0.0087325938163795,0.0135633492562433,26.790835637480804,21.11054569892473,54710.0,44640.0,0.135766305611769,0.7375195718756284,0.8732858774873966,139.47668500148737
Nepal,28.1667,W1 2020冬-2021春,0.0169566278175027,0.010133744855967,0.0112360503015635,16.790674347158216,25.3065376344086,106566.0,274817.0,0.463159621199523,-0.586405068960719,-0.1232454477611968,-11.595335134158457
Netherlands,51.62419146215896,W1 2020冬-2021春,0.0088364675535957,0.0127726799099189,0.001802050488517,5.9158049155145935,16.566924731182795,934310.0,301833.5,0.6107703564359808,1.4725565778081648,2.0833269342441447,703.1143603898619
Nigeria,9.082,W1 2020冬-2021春,0.008946600291889,0.0160587532504041,0.0192529936806904,27.12925806451613,24.29767741935484,100038.0,48792.5,-0.6756867151781121,0.7320287997304895,0.0563420845523792,5.795953345492033
North Macedonia,41.6086,W1 2020冬-2021春,0.0311731843575419,0.0454820736434108,0.0445520205027311,5.590121351766512,22.58113978494624,98450.0,27570.5,-0.367429634940406,1.3605034655723056,0.9930738306318992,169.9519598321539
Norway,60.472,W1 2020冬-2021春,0.0056503141997148,0.0043723811258881,0.0014647990478806,-4.506740399385561,9.769215053763444,75748.0,40975.0,0.8031982516018541,1.307648593158424,2.1108468447602764,725.5229222971915
Oman,21.512583,W1 2020冬-2021春,0.01252679528403,0.0114924613194509,0.0169025299504144,24.53554224270353,36.55535483870968,44784.0,103376.5,-0.1067073247026089,-0.834136170210229,-0.940843494912838,-60.970151830981735
Pakistan,30.3753,W1 2020冬-2021春,0.0266579340986131,0.0191216592238676,0.0193981744291825,12.54925806451613,27.9660752688172,338961.0,357855.5,0.325086499372309,-0.0384192967004928,0.2866672026718184,33.19808600349388
Panama,8.538,W1 2020冬-2021春,0.0146758002826784,0.0217417949709135,0.0095770307303705,18.77979723502304,19.65089247311828,221453.0,104300.0,0.0168978764970439,0.7530818942350042,0.7699797707320473,115.97225637365622
Paraguay,-23.4425,W1 2020冬-2021春,0.0258050461440963,0.0305986367677565,0.0448559898280723,27.02535483870968,21.64081720430108,151482.0,110691.0,-0.3616362351893332,0.5709700382845213,0.2093338030951876,23.2856461155341
Peru,-9.19,W1 2020冬-2021春,0.1096654934191762,0.0907327385930675,0.0545894748044484,22.63252073732719,17.615096774193546,648627.0,575326.0,0.4435550928689458,0.1839521511975164,0.6275072440664644,87.29359830862886
Philippines,12.879721,W1 2020冬-2021春,0.0223292839624726,0.0194620159231677,0.0141976296292378,26.216677419354838,28.19794623655914,366559.0,907856.0,0.2951291553094433,-0.6138083090298334,-0.3186791537203888,-27.289119796079163
Poland,51.91940000000001,W1 2020冬-2021春,0.0256178451505013,0.0366112644175133,0.0314019960149309,1.747073732718894,17.1462688172043,1958986.0,96783.0,-0.2803245263049057,3.025603834925324,2.745279308620418,1456.896187020933
Portugal,39.3999,W1 2020冬-2021春,0.0192933133267591,0.0188526051052537,0.0047253700823932,11.519339477726572,21.48466666666667,680443.0,141641.5,0.714960081921483,1.836727304059531,2.5516873859810136,1182.8732552953256
Qatar,25.3548,W1 2020冬-2021春,0.0034804252446844,0.0018513408870415,0.0021619179761866,21.04714592933948,35.111000000000004,47408.0,71671.0,0.5537015030737464,-0.2188713787193066,0.3348301243544389,39.770292936662585
Romania,45.9432,W1 2020冬-2021春,0.0237215094509349,0.0425640758852703,0.0765738244312035,1.4255576036866358,17.09158064516129,711464.0,146867.5,-0.8782507462679368,1.601394838031652,0.7231440917637144,106.09027021887036
Russia,61.52401,W1 2020冬-2021春,0.024063640616392,0.0203767543204413,0.0405859756583001,-5.173265745007681,17.104784946236556,2887967.0,1857325.0,-0.1782066552536125,0.5420480068279847,0.3638413515743703,43.884592540890985
Saudi Arabia,23.885942,W1 2020冬-2021春,0.0256758338209479,0.0156612752202968,0.011936411062564,18.76827803379416,33.77954838709677,42725.0,220811.5,0.6301579309258645,-1.5493658084743664,-0.9192078775485016,-60.116515797569846
Serbia,44.0165,W1 2020冬-2021春,0.0088992525856058,0.0221253361584222,0.0102166127907713,4.392519201228879,19.76025806451613,553642.0,138487.0,-0.5244019483066742,1.950754347942997,1.4263523996363237,316.3484732234454
Slovakia,48.669,W1 2020冬-2021春,0.0164492718959714,0.0082605617181968,0.0119895017298286,-1.7268095238095238,13.916311827956989,648053.0,29384.0,0.5025192141509063,3.4465282641806567,3.949047478331563,5088.592082549921
Slovenia,46.1512,W1 2020冬-2021春,0.01737499655258,0.0210268948655256,0.0058976484775399,4.374557603686635,19.36500358422939,181295.0,28581.0,0.4448541757710504,2.510028312651796,2.9548824884228484,1819.9466427685145
South Africa,-30.5595,W1 2020冬-2021春,0.0402270558705732,0.0274745323706579,0.0250601228033798,21.21273425499232,12.133236559139783,822705.0,995077.0,0.4272711359476657,-0.133311080246834,0.2939600557008326,34.17303081197307
Spain,40.463667,W1 2020冬-2021春,0.0165556839434405,0.0135527833408006,0.0052138864150454,8.07942549923195,22.82579569892473,2098675.0,995383.5,0.6777707488015636,0.854434554604298,1.5322053034058616,362.8372541569962
Sweden,60.128161,W1 2020冬-2021春,0.0109576198586104,0.0288512811877297,0.0034582389754688,1.7090184331797231,14.289666666666667,680531.0,125272.0,0.0925781450359268,1.7952117702007708,1.8877899152366984,560.4755469344841
Switzerland,46.8182,W1 2020冬-2021春,0.0139569855417534,0.0100016880486158,0.0028105926636324,-1.5640660522273424,10.79958064516129,446873.0,102042.5,0.9679055100917447,1.922063494071221,2.889969004162965,1699.2751892501556
Tunisia,33.886917,W1 2020冬-2021春,0.0372853428078576,0.0400521388790141,0.0326348817170806,14.784648233486942,29.553989247311826,194205.0,207474.5,0.0308184027257811,0.8625936121436908,0.8934120148694724,144.345254070591
Turkey,38.9637,W1 2020冬-2021春,0.0084152130572452,0.0265243702729531,0.0096988230877586,2.989831029185868,19.736956989247314,2941815.0,1265969.0,-0.64499309909188,1.4639329689578542,0.8189398698659733,126.80940876646135
US,40.0,W1 2020冬-2021春,0.0144129366481066,0.0199789133908078,0.0133512579685158,3.678542242703533,22.049225806451613,21403133.0,8618295.5,-0.1250178169552667,0.9519002186939378,0.8268824017386702,128.61802270369225
Ukraine,48.3794,W1 2020冬-2021春,0.0236976870315207,0.0270241129190354,0.0375606931048723,0.4694347158218126,19.173956989247312,1325699.0,306635.5,-0.2959663732132904,1.5233972255667982,1.227430852353507,241.24511737615956
United Arab Emirates,23.424076,W1 2020冬-2021春,0.0030807596977023,0.0028760601647309,0.0022340050798123,21.704511520737327,35.17027956989247,328815.0,148732.5,0.1950675548017528,0.9068391353495516,1.1019066901513035,200.98995019632167
United Kingdom,55.22978733969726,W1 2020冬-2021春,0.0240581180566371,0.0419406529475029,0.0038436398064257,3.439503840245776,12.398978494623655,3345191.0,1844346.0,0.6391347997887236,1.2356525256431805,1.874787325431905,551.943245539948
Uzbekistan,41.377491,W1 2020冬-2021春,0.0025132454829506,0.0095285123815794,0.0074500222658177,1.056048387096774,27.288279569892477,14722.0,68882.5,-1.2096778750416366,-1.521331869533121,-2.731009744574757,-93.48465319186967
Venezuela,6.4238,W1 2020冬-2021春,0.01600373809941,0.0099346160531628,0.0133111480865224,26.33991397849462,25.56698924731183,68484.0,123037.0,0.3305087684144734,-0.5023996842396361,-0.1718909158251618,-15.79289752184765
West Bank and Gaza,31.9522,W1 2020冬-2021春,0.0131121149375374,0.0107475095688322,0.0107408581498125,12.075944700460829,23.662137096774195,188833.0,73352.5,0.1991720833187704,1.06573340224182,1.2649054855605897,254.2757878509938
Zambia,-13.133897,W1 2020冬-2021春,0.0122523824076903,0.0231351941581928,0.0203643793631874,21.32479262672811,19.739301075268816,71986.0,66056.5,-0.5718507395084034,0.5511001842897087,-0.0207505552186946,-2.0536743902716648
Zimbabwe,-19.015438,W1 2020冬-2021春,0.0452393477117306,0.0289775079343176,0.0332314207620755,22.02095852534562,18.346767025089605,28515.0,49905.0,0.3769593440237857,0.0961917226604285,0.4731510666842169,60.50438333126349
Afghanistan,33.93911,W2 2021冬-2022春,0.0175373307903428,0.046809670016452,0.0059579496774828,-8.140920122887866,9.93052688172043,21497.0,57869.0,0.0489236899796745,-0.7168099360060936,-0.667886246026419,-48.72086522223075
Albania,41.1533,W2 2021冬-2022春,0.0052162893060411,0.0106076210092687,0.0016928011404134,8.138769585253456,23.845497311827955,88377.0,47480.0,0.2078076170551313,0.6381403054664823,0.8459479225216144,133.01856034115488
Algeria,28.0339,W2 2021冬-2022春,0.0144041608267616,0.0304734710957403,0.0009485416172634,16.47463748079877,35.863021505376345,59219.0,42734.0,0.9855036654811372,1.1629088845483544,2.148412550029491,757.1241175157429
Argentina,-38.4161,W2 2021冬-2022春,0.0031919626662797,0.0186024454944618,0.0018767978119744,22.140689708141323,12.09147311827957,3749104.0,1457864.5,-0.6157940581895573,1.1356592723888994,0.5198652141993421,68.1800951533583
Armenia,40.0691,W2 2021冬-2022春,0.0117695480458521,0.0335502815944601,0.0039221678891605,-8.177344086021506,11.32373835125448,114193.0,32632.5,0.0256706264392905,1.3389939858881217,1.364664612327411,291.44099869570323
Australia,-33.78229959370005,W2 2021冬-2022春,0.0011340511643167,0.0090964535509907,0.0017431426164542,23.821167434715814,11.661344086021504,4401036.0,2181787.0,-1.255990779011114,2.035669415009089,0.7796786359979739,118.07713314741659
Austria,47.5162,W2 2021冬-2022春,0.0015779253378051,0.0074920916810033,0.0010911565109329,-1.0344193548387095,13.196655913978494,3019788.0,541458.0,-0.5944321804692452,2.162485148589383,1.5680529681201385,379.72986014374317
Azerbaijan,40.1431,W2 2021冬-2022春,0.0079942585641805,0.0120757556449606,0.0072884234361732,6.882964669738864,27.87746594982079,260562.0,96528.5,-0.1600199132558897,1.339701311262802,1.1796813980069114,225.33375179360897
Bahrain,26.0275,W2 2021冬-2022春,0.0002926522604677,0.0060943917328251,0.0003933734455043,19.08796082949309,34.6577311827957,276779.0,104988.0,-1.6659567416045429,0.9715157023425344,-0.6944410392620073,-50.064651101388826
Bangladesh,23.685,W2 2021冬-2022春,0.0030729927389421,0.0194420284671157,0.0039031252585992,20.66883102918587,28.247602150537634,382038.0,434642.5,-1.0419554393064692,0.4633967463197095,-0.5785586929867579,-43.92940661557741
Belgium,50.8333,W2 2021冬-2022春,0.0019077271986244,0.0040278731965845,0.0023993099166695,5.859150537634409,16.80177419354839,2490398.0,371391.0,-0.4882972424349221,1.954889448957628,1.466592206522705,333.4439071211932
Bolivia,-16.2902,W2 2021冬-2022春,0.0073231211327663,0.0259820144067753,0.0014413049466766,25.72331797235023,23.079709677419352,388359.0,200000.5,0.1795598907256144,0.6637454163048453,0.843305307030457,132.4035948004823
Bosnia and Herzegovina,43.9159,W2 2021冬-2022春,0.0288061818359661,0.0598942556589745,0.0176337534044222,-3.4566758832565285,11.88968817204301,122682.0,28988.5,-0.1206077258811952,1.4756911026961568,1.355083376814962,287.70842020895134
Botswana,-22.3285,W2 2021冬-2022春,0.0022870211549456,0.0121857188213416,0.0043621061274761,25.076646697388632,17.161125448028674,118932.0,75886.0,-1.1593596724855706,0.8512206490031229,-0.3081390234824477,-26.518684537602578
Brazil,-14.235,W2 2021冬-2022春,0.006120403660051,0.0234145270167277,0.0051622900711315,21.77817665130568,18.00163440860215,8137045.0,5490773.0,-0.585740415972487,0.4206931358107528,-0.1650472801617333,-15.21463835158644
Brunei,4.5353,W2 2021冬-2022春,0.0010093488872342,0.0112110930815754,0.0005861664712778,25.24573732718894,26.01153225806452,120870.0,6801.5,-0.9320706895221162,2.877577883552263,1.9455071940301456,599.7179883052132
Bulgaria,42.7339,W2 2021冬-2022春,0.0178680948714746,0.0548669489272054,0.0071051760721029,0.162700460829493,15.961215053763445,536431.0,100262.0,-0.0998506303103283,1.6774571911864555,1.5776065608761272,384.334966489704
Burma,21.9162,W2 2021冬-2022春,0.0036677009164768,0.0474663744828938,0.0041331802525832,24.19468817204301,29.14245698924731,111514.0,164984.5,-1.3399693386761775,0.7457904224334193,-0.5941789162427584,-44.79843690915146
Canada,52.18975974959941,W2 2021冬-2022春,0.0051730645788317,0.0087955713482694,0.0107536292769453,-3.93626113671275,18.984881720430103,1769744.0,456324.0,-0.6312805470730032,1.3634819812783014,0.7322014342053009,107.9653793039034
Chile,-35.6751,W2 2021冬-2022春,0.0108159974052417,0.0205035316510934,0.0034898036551447,19.3156267281106,10.872075268817204,1775888.0,760847.5,0.2458049682353058,0.9351063115618832,1.180911279797188,225.7341200030206
China,23.65995342661174,W2 2021冬-2022春,0.0071829817126664,0.0053342816500711,0.0012078434332949,15.754963133640551,26.93210752688172,1264099.0,375127.0,1.0402192221372903,2.7713087980854247,3.811528020222715,4421.9482386484615
Colombia,4.5709,W2 2021冬-2022春,0.0107766166079615,0.0206144969876804,0.0092871614540881,12.949341013824885,12.660494623655914,1082529.0,1156129.0,-0.2499351036193413,0.4781593997954587,0.2282242961761191,25.636709216613717
Costa Rica,9.7489,W2 2021冬-2022春,0.0040596903589526,0.0111311052156162,0.0020236569465,16.74379569892473,18.59569892473118,278839.0,266606.5,-0.1562181481504359,0.0463599022872784,-0.1098582458631565,-10.403886750789159
Croatia,45.1,W2 2021冬-2022春,0.0086859999872779,0.0153153277232222,0.0099981804949053,0.5965545314900152,15.328612903225808,628828.0,91263.5,-0.3539160997643167,1.9514506871908937,1.5975345874265754,394.0836196523855
