region,ym,confirmed,deaths,raw_deaths,days,dim,month,lat,south,season,epoch,pop,deaths_pm,cases_pm,cfr,temp_c,amplitude,lag
Alabama,2021-04-01,12534.0,273.0,343.0,30,30,4,33.06935820714117,False,transition,E2020,4903185,55.678094952566546,2556.2975902398134,0.021780756342747728,15.876666666666667,20.993548387096773,21
Alabama,2021-05-01,15483.0,231.0,250.0,31,31,5,33.06935820714117,False,warm,E2020,4903185,47.11223419063323,3157.7433851669884,0.014919589226894013,20.625806451612902,20.993548387096773,21
Alabama,2021-06-01,7578.0,151.0,206.0,30,30,6,33.06935820714117,False,warm,E2020,4903185,30.79630892980787,1545.5260203316823,0.01992610187384534,24.259999999999998,20.993548387096773,21
Alabama,2021-07-01,34624.0,538.0,184.0,31,31,7,33.06935820714117,False,warm,E2020,4903185,109.72459737905055,7061.532452885216,0.015538354898336415,25.361290322580647,20.993548387096773,21
Alabama,2021-08-01,114122.0,1460.0,747.0,31,31,8,33.06935820714117,False,warm,E2020,4903185,297.76563601006285,23275.075282698897,0.01279332644012548,25.88064516129032,20.993548387096773,21
Alabama,2021-09-01,96746.0,1860.0,2016.0,30,30,9,33.06935820714117,False,warm,E2021,4903185,379.34526231418965,19731.25631604763,0.019225601058441694,22.62,20.993548387096773,21
Alabama,2021-10-01,35572.0,753.0,1274.0,31,31,10,33.06935820714117,False,transition,E2021,4903185,153.5736465175187,7254.876167225997,0.021168334645226584,19.02258064516129,20.993548387096773,21
Alabama,2021-11-01,13714.0,295.0,546.0,30,30,11,33.06935820714117,False,cold,E2021,4903185,60.16497439929352,2796.9574878369876,0.021510864809683537,10.9,20.993548387096773,21
Alabama,2021-12-01,50853.0,456.0,336.0,31,31,12,33.06935820714117,False,cold,E2021,4903185,93.00077398670456,10371.4218411094,0.008967022594537195,13.506451612903225,20.993548387096773,21
Alabama,2022-01-01,321643.0,1109.0,631.0,31,31,1,33.06935820714117,False,cold,E2021,4903185,226.17951392819157,65598.78935834565,0.0034479220750956805,5.838709677419355,20.993548387096773,21
Alabama,2022-02-01,61308.0,1160.0,1139.0,28,28,2,33.06935820714117,False,cold,E2021,4903185,236.58091628196775,12503.709323633515,0.018920858615515103,9.603571428571428,20.993548387096773,21
Alabama,2022-03-01,15762.0,436.0,1065.0,31,31,3,33.06935820714117,False,cold,E2021,4903185,88.92179267149822,3214.6451745141167,0.02766146428118259,13.180645161290323,20.993548387096773,21
Alabama,2022-04-01,5406.0,116.0,277.0,30,30,4,33.06935820714117,False,transition,E2021,4903185,23.658091628196775,1102.5486495002738,0.02145763965963744,16.686666666666667,20.993548387096773,21
Alabama,2022-05-01,14230.0,52.0,97.0,31,31,5,33.06935820714117,False,warm,E2021,4903185,10.605351419536484,2902.195205769311,0.0036542515811665496,22.738709677419354,20.993548387096773,21
Alabama,2022-06-01,42303.0,162.0,91.0,30,30,6,33.06935820714117,False,warm,E2021,4903185,33.03974865317136,8627.657328858691,0.003829515637188852,26.246666666666666,20.993548387096773,21
Alabama,2022-07-01,67145.0,182.0,136.0,31,31,7,33.06935820714117,False,warm,E2021,4903185,37.1187299683777,13694.160020476485,0.0027105517909002904,26.83225806451613,20.993548387096773,21
Alabama,2022-08-01,55194.0,281.0,157.0,31,31,8,33.06935820714117,False,warm,E2021,4903185,57.30968747864908,11256.764735574938,0.0050911330941769035,25.674193548387095,20.993548387096773,21
Alabama,2022-09-01,42530.0,211.0,374.0,30,30,9,33.06935820714117,False,warm,E2022,4903185,43.03325287542689,8673.953766786282,0.004961203856101575,23.186666666666667,20.993548387096773,21
Alabama,2022-10-01,12152.0,84.0,136.0,31,31,10,33.06935820714117,False,transition,E2022,4903185,17.13172152386663,2478.389047119372,0.0069124423963133645,16.383870967741935,20.993548387096773,21
Alabama,2022-11-01,14998.0,120.0,94.0,30,30,11,33.06935820714117,False,cold,E2022,4903185,24.473887891238043,3058.8280882732347,0.008001066808907855,12.873333333333333,20.993548387096773,21
Alabama,2022-12-01,19649.0,109.0,85.0,31,31,12,33.06935820714117,False,cold,E2022,4903185,22.230448167874556,4007.395193124469,0.005547356099547051,9.474193548387097,20.993548387096773,21
Alabama,2023-01-01,41601.0,53.0,133.0,31,31,1,33.06935820714117,False,cold,E2022,4903185,10.809300485296802,8484.485084694948,0.0012740078363500877,10.55483870967742,20.993548387096773,21
Alaska,2020-02-01,0.0,0.0,0.0,29,29,2,61.5692043399056,False,cold,E2019,740995,0.0,0.0,,-7.493103448275862,26.589999999999996,21
Alaska,2020-03-01,129.0,9.0,3.0,31,31,3,61.5692043399056,False,cold,E2019,740995,12.145830943528633,174.09024352391043,,-6.035483870967742,26.589999999999996,21
Alaska,2020-04-01,231.0,1.0,6.0,30,30,4,61.5692043399056,False,transition,E2019,740995,1.3495367715031816,311.7429942172349,,2.0566666666666666,26.589999999999996,21
Alaska,2020-05-01,124.0,2.0,1.0,31,31,5,61.5692043399056,False,warm,E2019,740995,2.6990735430063633,167.34255966639452,,10.519354838709678,26.589999999999996,21
Alaska,2020-06-01,658.0,6.0,4.0,30,30,6,61.5692043399056,False,warm,E2019,740995,8.09722062901909,887.9951956490935,0.00911854103343465,12.986666666666668,26.589999999999996,21
Alaska,2020-07-01,2574.0,12.0,9.0,31,31,7,61.5692043399056,False,warm,E2019,740995,16.19444125803818,3473.7076498491892,0.004662004662004662,16.096774193548388,26.589999999999996,21
Alaska,2020-08-01,2456.0,15.0,14.0,31,31,8,61.5692043399056,False,warm,E2019,740995,20.243051572547724,3314.462310811814,0.0061074918566775245,14.667741935483871,26.589999999999996,21
Alaska,2020-09-01,2674.0,23.0,19.0,30,30,9,61.5692043399056,False,warm,E2020,740995,31.039345744573176,3608.6613269995073,0.008601346297681375,9.826666666666666,26.589999999999996,21
Alaska,2020-10-01,7519.0,36.0,26.0,31,31,10,61.5692043399056,False,transition,E2020,740995,48.58332377411453,10147.166984932423,0.0047878707274903575,2.5903225806451613,26.589999999999996,21
Alaska,2020-11-01,16233.0,80.0,40.0,30,30,11,61.5692043399056,False,cold,E2020,740995,107.96294172025452,21907.030411811145,0.004928232612579314,-4.17,26.589999999999996,21
Alaska,2020-12-01,14416.0,70.0,84.0,31,31,12,61.5692043399056,False,cold,E2020,740995,94.4675740052227,19454.922097989864,0.004855715871254162,-4.622580645161291,26.589999999999996,21
Alaska,2021-01-01,7336.0,35.0,56.0,31,31,1,61.5692043399056,False,cold,E2020,740995,47.23378700261135,9900.20175574734,0.004770992366412214,-4.203225806451614,26.589999999999996,21
Alaska,2021-02-01,3946.0,21.0,28.0,28,28,2,61.5692043399056,False,cold,E2020,740995,28.340272201566812,5325.272100351554,0.0053218449062341616,-9.546428571428573,26.589999999999996,21
Alaska,2021-03-01,4605.0,24.0,23.0,31,31,3,61.5692043399056,False,cold,E2020,740995,32.38888251607636,6214.616832772151,0.005211726384364821,-7.487096774193549,26.589999999999996,21
Alaska,2021-04-01,5247.0,35.0,34.0,30,30,4,61.5692043399056,False,transition,E2020,740995,47.23378700261135,7081.019440077193,0.006670478368591576,1.1700000000000002,26.589999999999996,21
Alaska,2021-05-01,2060.0,4.0,22.0,31,31,5,61.5692043399056,False,warm,E2020,740995,5.3981470860127265,2780.045749296554,0.001941747572815534,8.90967741935484,26.589999999999996,21
Alaska,2021-06-01,1067.0,9.0,8.0,30,30,6,61.5692043399056,False,warm,E2020,740995,12.145830943528633,1439.9557351938947,0.008434864104967198,13.563333333333333,26.589999999999996,21
Alaska,2021-07-01,4211.0,32.0,12.0,31,31,7,61.5692043399056,False,warm,E2020,740995,43.18517668810181,5682.899344799897,0.00759914509617668,14.951612903225806,26.589999999999996,21
Alaska,2021-08-01,13061.0,66.0,55.0,31,31,8,61.5692043399056,False,warm,E2020,740995,89.06942691920999,17626.299772603055,0.005053211852078707,13.258064516129032,26.589999999999996,21
Alaska,2021-09-01,26118.0,212.0,133.0,30,30,9,61.5692043399056,False,warm,E2021,740995,286.1017955586745,35247.201398120094,0.008117007427827552,7.786666666666666,26.589999999999996,21
Alaska,2021-10-01,23222.0,170.0,148.0,31,31,10,61.5692043399056,False,transition,E2021,740995,229.42125115554086,31338.942907846882,0.007320644216691069,2.1322580645161286,26.589999999999996,21
Alaska,2021-11-01,13109.0,84.0,155.0,30,30,11,61.5692043399056,False,cold,E2021,740995,113.36108880626725,17691.077537635207,0.006407811427263712,-9.979999999999999,26.589999999999996,21
Alaska,2021-12-01,6173.0,105.0,98.0,31,31,12,61.5692043399056,False,cold,E2021,740995,141.70136100783407,8330.69049048914,0.017009557751498462,-9.161290322580646,26.589999999999996,21
Alaska,2022-01-01,59770.0,90.0,107.0,31,31,1,61.5692043399056,False,cold,E2021,740995,121.45830943528634,80661.81283274516,0.0015057721264848587,-7.358064516129032,26.589999999999996,21
Alaska,2022-02-01,22555.0,61.0,78.0,28,28,2,61.5692043399056,False,cold,E2021,740995,82.32174306169408,30438.801881254258,0.0027045001108401685,-2.9071428571428575,26.589999999999996,21
Alaska,2022-03-01,7717.0,46.0,65.0,31,31,3,61.5692043399056,False,cold,E2021,740995,62.07869148914635,10414.375265690052,0.005960865621355449,-0.5096774193548387,26.589999999999996,21
Alaska,2022-04-01,5791.0,37.0,24.0,30,30,4,61.5692043399056,False,transition,E2021,740995,49.932860545617714,7815.167443774924,0.006389224658953549,2.3733333333333335,26.589999999999996,21
Alaska,2022-05-01,7057.0,0.0,33.0,31,31,5,61.5692043399056,False,warm,E2021,740995,0.0,9523.680996497953,0.0,10.183870967741935,26.589999999999996,21
Alaska,2022-06-01,12356.0,24.0,0.0,30,30,6,61.5692043399056,False,warm,E2021,740995,32.38888251607636,16674.87634869331,0.0019423761735189381,16.61,26.589999999999996,21
Alaska,2022-07-01,11228.0,21.0,24.0,31,31,7,61.5692043399056,False,warm,E2021,740995,28.340272201566812,15152.598870437721,0.0018703241895261845,15.406451612903224,26.589999999999996,21
Alaska,2022-08-01,10855.0,34.0,29.0,31,31,8,61.5692043399056,False,warm,E2021,740995,45.88425023110817,14649.221654667035,0.0031321971441731922,12.8,26.589999999999996,21
Alaska,2022-09-01,3680.0,29.0,26.0,30,30,9,61.5692043399056,False,warm,E2022,740995,39.13656637359227,4966.295319131708,0.007880434782608695,8.82,26.589999999999996,21
Alaska,2022-10-01,473.0,43.0,49.0,31,31,10,61.5692043399056,False,transition,E2022,740995,58.030081174636805,638.3308929210049,,2.083870967741935,26.589999999999996,21
Alaska,2022-11-01,1218.0,19.0,23.0,30,30,11,61.5692043399056,False,cold,E2022,740995,25.641198658560448,1643.7357876908752,0.015599343185550082,-5.216666666666667,26.589999999999996,21
Alaska,2022-12-01,1563.0,0.0,19.0,31,31,12,61.5692043399056,False,cold,E2022,740995,0.0,2109.325973859473,0.0,-9.290322580645162,26.589999999999996,21
Alaska,2023-01-01,2936.0,31.0,18.0,31,31,1,61.5692043399056,False,cold,E2022,740995,41.83563991659863,3962.239961133341,0.01055858310626703,-4.1,26.589999999999996,21
Arizona,2020-02-01,0.0,1.0,0.0,29,29,2,33.32551393530557,False,cold,E2019,7278717,0.1373868499077516,0.0,,13.675862068965518,26.1741935483871,21
Arizona,2020-03-01,1288.0,207.0,25.0,31,31,3,33.32551393530557,False,cold,E2019,7278717,28.43907793090458,176.95426268118405,0.16071428571428573,16.44516129032258,26.1741935483871,21
Arizona,2020-04-01,6366.0,556.0,295.0,30,30,4,33.32551393530557,False,transition,E2019,7278717,76.38708854870988,874.6046865127466,0.08733898837574615,22.509999999999998,26.1741935483871,21
Arizona,2020-05-01,12281.0,585.0,587.0,31,31,5,33.32551393530557,False,warm,E2019,7278717,80.37130719603469,1687.2479037170974,0.047634557446462014,29.84193548387097,26.1741935483871,21
Arizona,2020-06-01,59292.0,1569.0,738.0,30,30,6,33.32551393530557,False,warm,E2019,7278717,215.55996750526225,8145.9411047304075,0.026462254604331107,32.68333333333333,26.1741935483871,21
Arizona,2020-07-01,94782.0,1770.0,2049.0,31,31,7,33.32551393530557,False,warm,E2019,7278717,243.17472433672035,13021.800407956513,0.018674431854149524,36.20322580645161,26.1741935483871,21
Arizona,2020-08-01,27825.0,790.0,1335.0,31,31,8,33.32551393530557,False,warm,E2019,7278717,108.53561142712377,3822.789098683188,0.02839173405211141,36.690322580645166,26.1741935483871,21
Arizona,2020-09-01,16672.0,376.0,621.0,30,30,9,33.32551393530557,False,warm,E2020,7278717,51.6574555653146,2290.5135616620346,0.022552783109404992,32.74666666666666,26.1741935483871,21
Arizona,2020-10-01,27439.0,603.0,329.0,31,31,10,33.32551393530557,False,transition,E2020,7278717,82.84427049437421,3769.7577746187962,0.021976019534239586,26.68064516129032,26.1741935483871,21
Arizona,2020-11-01,80871.0,1515.0,660.0,30,30,11,33.32551393530557,False,cold,E2020,7278717,208.14107761024368,11110.61193888978,0.018733538598508737,19.216666666666665,26.1741935483871,21
Arizona,2020-12-01,193390.0,3800.0,2225.0,31,31,12,33.32551393530557,False,cold,E2020,7278717,522.070029649456,26569.24290366008,0.019649413103056002,12.370967741935484,26.1741935483871,21
Arizona,2021-01-01,238197.0,3730.0,4256.0,31,31,1,33.32551393530557,False,cold,E2020,7278717,512.4529501559134,32725.13548747671,0.01565930721209755,12.438709677419356,26.1741935483871,21
Arizona,2021-02-01,58378.0,1243.0,2859.0,28,28,2,33.32551393530557,False,cold,E2020,7278717,170.77185443533523,8020.369523914723,0.021292267635068005,15.257142857142856,26.1741935483871,21
Arizona,2021-03-01,25029.0,454.0,988.0,31,31,3,33.32551393530557,False,cold,E2020,7278717,62.37362985811922,3438.655466341115,0.018138958807782973,16.700000000000003,26.1741935483871,21
Arizona,2021-04-01,20686.0,332.0,357.0,30,30,4,33.32551393530557,False,transition,E2020,7278717,45.61243416937353,2841.9843771917494,0.01604950207870057,24.256666666666668,26.1741935483871,21
Arizona,2021-05-01,18953.0,312.0,304.0,31,31,5,33.32551393530557,False,warm,E2020,7278717,42.8646971712185,2603.892966301616,0.016461773861657786,27.89032258064516,26.1741935483871,21
Arizona,2021-06-01,13425.0,284.0,308.0,30,30,6,33.32551393530557,False,warm,E2020,7278717,39.017865373801456,1844.4184600115652,0.021154562383612664,34.65333333333333,26.1741935483871,21
Arizona,2021-07-01,32360.0,470.0,310.0,31,31,7,33.32551393530557,False,warm,E2020,7278717,64.57181945664325,4445.838463014842,0.014524103831891224,33.012903225806454,26.1741935483871,21
Arizona,2021-08-01,84688.0,987.0,540.0,31,31,8,33.32551393530557,False,warm,E2020,7278717,135.60082085895084,11635.017544987668,0.011654543737011146,32.42580645161291,26.1741935483871,21
Arizona,2021-09-01,81660.0,1186.0,1198.0,30,30,9,33.32551393530557,False,warm,E2021,7278717,162.9408039905934,11219.010163466995,0.014523634582414891,30.956666666666667,26.1741935483871,21
Arizona,2021-10-01,75317.0,1170.0,1170.0,31,31,10,33.32551393530557,False,transition,E2021,7278717,160.74261439206938,10347.565374502126,0.015534341516523494,23.01290322580645,26.1741935483871,21
Arizona,2021-11-01,100880.0,1802.0,1153.0,30,30,11,33.32551393530557,False,cold,E2021,7278717,247.5711035337684,13859.585418693981,0.017862807295796986,20.436666666666667,26.1741935483871,21
Arizona,2021-12-01,111708.0,1760.0,1922.0,31,31,12,33.32551393530557,False,cold,E2021,7278717,241.8008558376428,15347.210229495116,0.01575536219429226,13.964516129032257,26.1741935483871,21
Arizona,2022-01-01,489156.0,2120.0,1976.0,31,31,1,33.32551393530557,False,cold,E2021,7278717,291.26012180443337,67203.60195347614,0.0043339956987137026,12.82258064516129,26.1741935483871,21
Arizona,2022-02-01,106246.0,925.0,1503.0,28,28,2,33.32551393530557,False,cold,E2021,7278717,127.08283616467023,14596.803255298977,0.008706210116145549,13.685714285714285,26.1741935483871,21
Arizona,2022-03-01,30290.0,1305.0,1560.0,31,31,3,33.32551393530557,False,cold,E2021,7278717,179.28983912961584,4161.4476837057955,0.04308352591614394,18.451612903225808,26.1741935483871,21
Arizona,2022-04-01,14344.0,407.0,683.0,30,30,4,33.32551393530557,False,transition,E2021,7278717,55.9164479124549,1970.676975076789,0.028374233128834355,24.053333333333335,26.1741935483871,21
Arizona,2022-05-01,28103.0,141.0,348.0,31,31,5,33.32551393530557,False,warm,E2021,7278717,19.371545836992976,3860.9826429575432,0.005017257943991745,28.280645161290323,26.1741935483871,21
Arizona,2022-06-01,75940.0,298.0,216.0,30,30,6,33.32551393530557,False,warm,E2021,7278717,40.941281272509976,10433.157381994657,0.0039241506452462474,33.806666666666665,26.1741935483871,21
Arizona,2022-07-01,70862.0,284.0,253.0,31,31,7,33.32551393530557,False,warm,E2021,7278717,39.017865373801456,9735.506958163094,0.0040077897886032,34.62580645161291,26.1741935483871,21
Arizona,2022-08-01,57945.0,344.0,346.0,31,31,8,33.32551393530557,False,warm,E2021,7278717,47.26107636826655,7960.881017904667,0.005936664078005005,32.483870967741936,26.1741935483871,21
Arizona,2022-09-01,17186.0,188.0,256.0,30,30,9,33.32551393530557,False,warm,E2022,7278717,25.8287277826573,2361.130402514619,0.010939136506458745,31.123333333333335,26.1741935483871,21
Arizona,2022-10-01,16326.0,133.0,178.0,31,31,10,33.32551393530557,False,transition,E2022,7278717,18.272451037730963,2242.977711593953,0.008146514761729756,23.583870967741937,26.1741935483871,21
Arizona,2022-11-01,49661.0,391.0,203.0,30,30,11,33.32551393530557,False,cold,E2022,7278717,53.718258313930875,6822.7683532688525,0.007873381526751374,14.270000000000001,26.1741935483871,21
Arizona,2022-12-01,40787.0,593.0,431.0,31,31,12,33.32551393530557,False,cold,E2022,7278717,81.4704019952967,5603.597447187464,0.014538946232868315,11.35483870967742,26.1741935483871,21
Arizona,2023-01-01,19866.0,372.0,593.0,31,31,1,33.32551393530557,False,cold,E2022,7278717,51.1079081656836,2729.327160267393,0.018725460585925703,10.516129032258064,26.1741935483871,21
Arkansas,2020-02-01,0.0,0.0,0.0,29,29,2,34.01505580790345,False,cold,E2019,3017804,0.0,0.0,,8.724137931034482,23.510253456221196,21
Arkansas,2020-03-01,523.0,42.0,8.0,31,31,3,34.01505580790345,False,cold,E2019,3017804,13.91740484140123,173.30482695363915,0.08030592734225621,15.603225806451613,23.510253456221196,21
Arkansas,2020-04-01,2758.0,68.0,53.0,30,30,4,34.01505580790345,False,transition,E2019,3017804,22.53294117179247,913.9095845853475,0.024655547498187092,15.73,23.510253456221196,21
Arkansas,2020-05-01,3972.0,115.0,72.0,31,31,5,34.01505580790345,False,warm,E2019,3017804,38.10717992288432,1316.1888578582307,0.028952668680765358,20.296774193548387,23.510253456221196,21
Arkansas,2020-06-01,13524.0,149.0,137.0,30,30,6,34.01505580790345,False,warm,E2019,3017804,49.37365050878056,4481.404358931196,0.011017450458444248,24.996666666666666,23.510253456221196,21
Arkansas,2020-07-01,21734.0,289.0,183.0,31,31,7,34.01505580790345,False,warm,E2019,3017804,95.76499998011799,7201.925638643199,0.013297138124597405,27.44193548387097,23.510253456221196,21
Arkansas,2020-08-01,18713.0,534.0,344.0,31,31,8,34.01505580790345,False,warm,E2019,3017804,176.94986155495852,6200.8665904081245,0.0285363116549992,26.24516129032258,23.510253456221196,21
Arkansas,2020-09-01,22473.0,554.0,572.0,30,30,9,34.01505580790345,False,warm,E2020,3017804,183.577197193721,7446.805690495473,0.02465180438748721,23.613333333333333,23.510253456221196,21
Arkansas,2020-10-01,28493.0,586.0,556.0,31,31,10,34.01505580790345,False,transition,E2020,3017804,194.180934215741,9441.633717762983,0.020566454918751975,17.567741935483873,23.510253456221196,21
Arkansas,2020-11-01,45169.0,958.0,577.0,30,30,11,34.01505580790345,False,cold,E2020,3017804,317.4493770967233,14967.506173363148,0.02120923642321061,13.553333333333335,23.510253456221196,21
Arkansas,2020-12-01,67779.0,1201.0,1174.0,31,31,12,34.01505580790345,False,cold,E2020,3017804,397.97150510768756,22459.709112984143,0.017719352601838326,7.074193548387097,23.510253456221196,21
Arkansas,2021-01-01,70130.0,747.0,1192.0,31,31,1,34.01505580790345,False,cold,E2020,3017804,247.53098610777903,23238.752417320673,0.010651646941394553,6.783870967741936,23.510253456221196,21
Arkansas,2021-02-01,27147.0,296.0,375.0,28,28,2,34.01505580790345,False,cold,E2020,3017804,98.08456745368487,8995.614029274268,0.0109035989243747,4.660714285714286,23.510253456221196,21
Arkansas,2021-03-01,7983.0,169.0,383.0,31,31,3,34.01505580790345,False,cold,E2020,3017804,56.000986147543045,2645.301020212048,0.021169986220719028,14.33548387096774,23.510253456221196,21
Arkansas,2021-04-01,5327.0,103.0,113.0,30,30,4,34.01505580790345,False,transition,E2020,3017804,34.13077853962683,1765.1908473843894,0.01933546085977098,15.633333333333333,23.510253456221196,21
Arkansas,2021-05-01,5656.0,65.0,94.0,31,31,5,34.01505580790345,False,warm,E2020,3017804,21.538840825978095,1874.2105186420324,0.011492220650636492,20.348387096774193,23.510253456221196,21
Arkansas,2021-06-01,8004.0,144.0,76.0,30,30,6,34.01505580790345,False,warm,E2020,3017804,47.71681659908993,2652.259722632749,0.017991004497751123,24.886666666666667,23.510253456221196,21
Arkansas,2021-07-01,37067.0,625.0,232.0,31,31,7,34.01505580790345,False,warm,E2020,3017804,207.10423871132784,12282.772506100462,0.016861359160439203,26.406451612903226,23.510253456221196,21
Arkansas,2021-08-01,66439.0,854.0,793.0,31,31,8,34.01505580790345,False,warm,E2020,3017804,282.98723177515836,22015.677625187058,0.01285389605502792,26.351612903225806,23.510253456221196,21
Arkansas,2021-09-01,43186.0,738.0,757.0,30,30,9,34.01505580790345,False,warm,E2021,3017804,244.54868507033592,14310.405844779847,0.017088871393507156,22.983333333333334,23.510253456221196,21
Arkansas,2021-10-01,17138.0,378.0,685.0,31,31,10,34.01505580790345,False,transition,E2021,3017804,125.25664357261108,5678.963908855579,0.022056249270626677,19.251612903225805,23.510253456221196,21
Arkansas,2021-11-01,15623.0,382.0,291.0,30,30,11,34.01505580790345,False,cold,E2021,3017804,126.58211070036357,5176.9432342193195,0.02445112974460731,10.533333333333333,23.510253456221196,21
Arkansas,2021-12-01,37648.0,487.0,481.0,31,31,12,34.01505580790345,False,cold,E2021,3017804,161.37562280386666,12475.296606406513,0.012935614109647258,13.635483870967741,23.510253456221196,21
Arkansas,2022-01-01,210273.0,808.0,480.0,31,31,1,34.01505580790345,False,cold,E2021,3017804,267.74435980600464,69677.48733847526,0.0038426236368910892,5.006451612903225,23.510253456221196,21
Arkansas,2022-02-01,43225.0,822.0,896.0,28,28,2,34.01505580790345,False,cold,E2021,3017804,272.3834947531384,14323.329149275434,0.019016772700983228,7.621428571428572,23.510253456221196,21
Arkansas,2022-03-01,12938.0,252.0,706.0,31,31,3,34.01505580790345,False,cold,E2021,3017804,83.50442904840739,4287.223424715456,0.019477508115628383,12.480645161290322,23.510253456221196,21
Arkansas,2022-04-01,2935.0,72.0,159.0,30,30,4,34.01505580790345,False,transition,E2021,3017804,23.858408299544966,972.5615049883955,0.02453151618398637,16.563333333333333,23.510253456221196,21
Arkansas,2022-05-01,7505.0,112.0,95.0,31,31,5,34.01505580790345,False,warm,E2021,3017804,37.113079577069946,2486.9076984456246,0.014923384410393072,23.09032258064516,23.510253456221196,21
Arkansas,2022-06-01,22230.0,110.0,97.0,30,30,6,34.01505580790345,False,warm,E2021,3017804,36.4503460131937,7366.283562484508,0.004948268106162843,27.220000000000002,23.510253456221196,21
Arkansas,2022-07-01,38339.0,201.0,138.0,31,31,7,34.01505580790345,False,warm,E2021,3017804,66.60472316956303,12704.271052725757,0.005242703252562665,28.17096774193548,23.510253456221196,21
Arkansas,2022-08-01,28708.0,167.0,199.0,31,31,8,34.01505580790345,False,warm,E2021,3017804,55.3382525836668,9512.87757587968,0.00581719381357113,26.26451612903226,23.510253456221196,21
Arkansas,2022-09-01,19005.0,388.0,247.0,30,30,9,34.01505580790345,False,warm,E2022,3017804,128.57031139199233,6297.625690734057,0.02041568008418837,23.94333333333333,23.510253456221196,21
Arkansas,2022-10-01,8211.0,119.0,324.0,31,31,10,34.01505580790345,False,transition,E2022,3017804,39.432647050636824,2720.8526464939405,0.014492753623188406,17.322580645161292,23.510253456221196,21
Arkansas,2022-11-01,9016.0,137.0,75.0,30,30,11,34.01505580790345,False,cold,E2022,3017804,45.39724912552306,2987.602905954131,0.015195208518189885,11.860000000000001,23.510253456221196,21
Arkansas,2022-12-01,16622.0,116.0,131.0,31,31,12,34.01505580790345,False,cold,E2022,3017804,38.43854670482245,5507.978649375506,0.00697870292383588,8.648387096774194,23.510253456221196,21
Arkansas,2023-01-01,11265.0,164.0,157.0,31,31,1,34.01505580790345,False,cold,E2022,3017804,54.34415223785243,3732.846798532973,0.014558366622281403,10.009677419354839,23.510253456221196,21
California,2020-02-01,10.0,26.0,0.0,29,29,2,35.366595098919404,False,cold,E2019,39512223,0.6580242270853756,0.25308624118668294,,13.289655172413791,25.283870967741937,21
California,2020-03-01,7998.0,1263.0,170.0,31,31,3,35.366595098919404,False,cold,E2019,39512223,31.964792261878053,202.418375701109,0.1579144786196549,13.993548387096775,25.283870967741937,21
