region,ym,confirmed,deaths,raw_deaths,days,dim,month,lat,south,season,epoch,cfr,temp_c,amplitude,date,cal_month,annual_t
Colombia,2021-06-01,834526.0,16900.0,17770.0,30,30,6,4.5709,False,warm,E2020,0.02025101674483479,12.523333333333333,2.06095661846496,2021-06-01,2021-06,12.737829493087558
Colombia,2021-07-01,544338.0,6639.0,14179.0,31,31,7,4.5709,False,warm,E2020,0.012196466166242297,12.67741935483871,2.06095661846496,2021-07-01,2021-07,12.737829493087558
Colombia,2021-08-01,123766.0,1841.0,4222.0,31,31,8,4.5709,False,warm,E2020,0.014874844464554077,12.52258064516129,2.06095661846496,2021-08-01,2021-08,12.737829493087558
Colombia,2021-09-01,48191.0,997.0,1354.0,30,30,9,4.5709,False,warm,E2021,0.020688510302753624,12.520000000000001,2.06095661846496,2021-09-01,2021-09,12.737829493087558
Colombia,2021-10-01,45110.0,1134.0,982.0,31,31,10,4.5709,False,transition,E2021,0.02513855021059632,12.51290322580645,2.06095661846496,2021-10-01,2021-10,12.737829493087558
Costa Rica,2020-06-01,2403.0,56.0,6.0,30,30,6,9.7489,False,warm,E2019,0.023304203079483977,19.066666666666666,3.5669354838709655,2020-06-01,2020-06,18.30037092256257
Costa Rica,2020-07-01,14361.0,272.0,134.0,31,31,7,9.7489,False,warm,E2019,0.018940185223870205,18.612903225806452,3.5669354838709655,2020-07-01,2020-07,18.30037092256257
Costa Rica,2020-08-01,23467.0,405.0,286.0,31,31,8,9.7489,False,warm,E2019,0.017258277581284356,18.967741935483872,3.5669354838709655,2020-08-01,2020-08,18.30037092256257
Costa Rica,2020-09-01,34473.0,491.0,468.0,30,30,9,9.7489,False,warm,E2020,0.014243030777710093,18.96333333333333,3.5669354838709655,2020-09-01,2020-09,18.30037092256257
Costa Rica,2020-10-01,34211.0,372.0,481.0,31,31,10,9.7489,False,transition,E2020,0.01087369559498407,18.97741935483871,3.5669354838709655,2020-10-01,2020-10,18.30037092256257
Costa Rica,2020-11-01,29667.0,429.0,341.0,30,30,11,9.7489,False,cold,E2020,0.014460511679644048,18.85,3.5669354838709655,2020-11-01,2020-11,18.30037092256257
Costa Rica,2020-12-01,29683.0,469.0,459.0,31,31,12,9.7489,False,cold,E2020,0.01580028972812721,17.051612903225806,3.5669354838709655,2020-12-01,2020-12,18.30037092256257
Costa Rica,2021-01-01,23955.0,257.0,419.0,31,31,1,9.7489,False,cold,E2020,0.010728449175537466,16.719354838709677,3.5669354838709655,2021-01-01,2021-01,18.30037092256257
Costa Rica,2021-02-01,11065.0,133.0,196.0,28,28,2,9.7489,False,cold,E2020,0.01201988251242657,17.010714285714286,3.5669354838709655,2021-02-01,2021-02,18.30037092256257
Costa Rica,2021-03-01,12423.0,219.0,157.0,31,31,3,9.7489,False,cold,E2020,0.017628592127505432,16.641935483870967,3.5669354838709655,2021-03-01,2021-03,18.30037092256257
Costa Rica,2021-04-01,34227.0,650.0,274.0,30,30,4,9.7489,False,transition,E2020,0.018990855172816783,18.166666666666668,3.5669354838709655,2021-04-01,2021-04,18.30037092256257
Costa Rica,2021-05-01,67995.0,765.0,810.0,31,31,5,9.7489,False,warm,E2020,0.011250827266710787,18.461290322580645,3.5669354838709655,2021-05-01,2021-05,18.30037092256257
Costa Rica,2021-06-01,48952.0,395.0,626.0,30,30,6,9.7489,False,warm,E2020,0.008069128942637687,18.793333333333333,3.5669354838709655,2021-06-01,2021-06,18.30037092256257
Costa Rica,2021-07-01,38876.0,387.0,363.0,31,31,7,9.7489,False,warm,E2020,0.009954727852659738,18.51290322580645,3.5669354838709655,2021-07-01,2021-07,18.30037092256257
Costa Rica,2021-08-01,56912.0,786.0,476.0,31,31,8,9.7489,False,warm,E2020,0.013810795614281697,18.75483870967742,3.5669354838709655,2021-08-01,2021-08,18.30037092256257
Costa Rica,2021-09-01,68459.0,797.0,880.0,30,30,9,9.7489,False,warm,E2021,0.011642004703545188,18.823333333333334,3.5669354838709655,2021-09-01,2021-09,18.30037092256257
Costa Rica,2021-10-01,27513.0,356.0,643.0,31,31,10,9.7489,False,transition,E2021,0.01293933776760077,18.73225806451613,3.5669354838709655,2021-10-01,2021-10,18.30037092256257
Croatia,2020-03-01,861.0,47.0,6.0,31,31,3,45.1,False,cold,E2019,0.0545876887340302,2.425806451612903,21.10967741935484,2020-03-01,2020-03,8.96428167192174
Croatia,2020-04-01,1209.0,49.0,63.0,30,30,4,45.1,False,transition,E2019,0.04052936311000827,7.163333333333333,21.10967741935484,2020-04-01,2020-04,8.96428167192174
Croatia,2020-06-01,531.0,16.0,4.0,30,30,6,45.1,False,warm,E2019,0.030131826741996232,14.183333333333334,21.10967741935484,2020-06-01,2020-06,8.96428167192174
Croatia,2020-07-01,2362.0,46.0,38.0,31,31,7,45.1,False,warm,E2019,0.01947502116850127,17.225806451612904,21.10967741935484,2020-07-01,2020-07,8.96428167192174
Croatia,2020-08-01,5130.0,84.0,41.0,31,31,8,45.1,False,warm,E2019,0.016374269005847954,18.13225806451613,21.10967741935484,2020-08-01,2020-08,8.96428167192174
Croatia,2020-09-01,6324.0,140.0,94.0,30,30,9,45.1,False,warm,E2020,0.022137887413029727,13.336666666666668,21.10967741935484,2020-09-01,2020-09,8.96428167192174
Croatia,2020-10-01,32723.0,911.0,266.0,31,31,10,45.1,False,transition,E2020,0.02783974574458332,8.183870967741935,21.10967741935484,2020-10-01,2020-10,8.96428167192174
Croatia,2020-11-01,79126.0,1953.0,1240.0,30,30,11,45.1,False,cold,E2020,0.02468215251623992,2.896666666666667,21.10967741935484,2020-11-01,2020-11,8.96428167192174
Croatia,2020-12-01,82395.0,1481.0,2134.0,31,31,12,45.1,False,cold,E2020,0.01797439164997876,0.6903225806451613,21.10967741935484,2020-12-01,2020-12,8.96428167192174
Croatia,2021-01-01,21589.0,691.0,1107.0,31,31,1,45.1,False,cold,E2020,0.03200704062253926,-1.8516129032258064,21.10967741935484,2021-01-01,2021-01,8.96428167192174
Croatia,2021-02-01,10547.0,344.0,499.0,28,28,2,45.1,False,cold,E2020,0.032615909737366076,2.292857142857143,21.10967741935484,2021-02-01,2021-02,8.96428167192174
Croatia,2021-03-01,28659.0,919.0,421.0,31,31,3,45.1,False,cold,E2020,0.032066715516940576,1.664516129032258,21.10967741935484,2021-03-01,2021-03,8.96428167192174
Croatia,2021-04-01,60551.0,1164.0,1134.0,30,30,4,45.1,False,transition,E2020,0.019223464517514163,3.5166666666666666,21.10967741935484,2021-04-01,2021-04,8.96428167192174
Croatia,2021-05-01,23998.0,326.0,945.0,31,31,5,45.1,False,warm,E2020,0.013584465372114343,9.061290322580644,21.10967741935484,2021-05-01,2021-05,8.96428167192174
Croatia,2021-06-01,3691.0,62.0,180.0,30,30,6,45.1,False,warm,E2020,0.01679761582227039,17.25,21.10967741935484,2021-06-01,2021-06,8.96428167192174
Croatia,2021-07-01,3743.0,54.0,53.0,31,31,7,45.1,False,warm,E2020,0.014426930269837029,18.39032258064516,21.10967741935484,2021-07-01,2021-07,8.96428167192174
Croatia,2021-08-01,10383.0,228.0,75.0,31,31,8,45.1,False,warm,E2020,0.02195897139555042,16.516129032258064,21.10967741935484,2021-08-01,2021-08,8.96428167192174
Croatia,2021-09-01,30792.0,442.0,306.0,30,30,9,45.1,False,warm,E2021,0.014354377760457261,13.236666666666668,21.10967741935484,2021-09-01,2021-09,8.96428167192174
Croatia,2021-10-01,65558.0,1335.0,580.0,31,31,10,45.1,False,transition,E2021,0.02036364745721346,6.006451612903225,21.10967741935484,2021-10-01,2021-10,8.96428167192174
Cuba,2020-04-01,1315.0,42.0,55.0,30,30,4,21.521757,False,transition,E2019,0.03193916349809886,27.0,5.216129032258067,2020-04-01,2020-04,25.855021686093792
Cuba,2020-05-01,544.0,5.0,22.0,31,31,5,21.521757,False,warm,E2019,0.009191176470588236,26.16774193548387,5.216129032258067,2020-05-01,2020-05,25.855021686093792
Cuba,2020-08-01,1424.0,27.0,7.0,31,31,8,21.521757,False,warm,E2019,0.018960674157303372,28.11935483870968,5.216129032258067,2020-08-01,2020-08,25.855021686093792
Cuba,2020-09-01,1565.0,11.0,28.0,30,30,9,21.521757,False,warm,E2020,0.007028753993610224,26.743333333333332,5.216129032258067,2020-09-01,2020-09,25.855021686093792
Cuba,2020-10-01,1290.0,5.0,6.0,31,31,10,21.521757,False,transition,E2020,0.003875968992248062,26.393548387096775,5.216129032258067,2020-10-01,2020-10,25.855021686093792
Cuba,2020-11-01,1397.0,5.0,7.0,30,30,11,21.521757,False,cold,E2020,0.0035790980672870437,24.34,5.216129032258067,2020-11-01,2020-11,25.855021686093792
Cuba,2020-12-01,3579.0,47.0,11.0,31,31,12,21.521757,False,cold,E2020,0.0131321598211791,22.903225806451612,5.216129032258067,2020-12-01,2020-12,25.855021686093792
Cuba,2021-01-01,14823.0,112.0,68.0,31,31,1,21.521757,False,cold,E2020,0.007555825406462929,22.983870967741936,5.216129032258067,2021-01-01,2021-01,25.855021686093792
Cuba,2021-02-01,23093.0,98.0,108.0,28,28,2,21.521757,False,cold,E2020,0.004243710215216732,24.032142857142855,5.216129032258067,2021-02-01,2021-02,25.855021686093792
Cuba,2021-03-01,25484.0,153.0,102.0,31,31,3,21.521757,False,cold,E2020,0.006003767069533825,24.36774193548387,5.216129032258067,2021-03-01,2021-03,25.855021686093792
Cuba,2021-04-01,31444.0,302.0,220.0,30,30,4,21.521757,False,transition,E2020,0.009604376033583514,25.646666666666665,5.216129032258067,2021-04-01,2021-04,25.855021686093792
Cuba,2021-05-01,35559.0,321.0,314.0,31,31,5,21.521757,False,warm,E2020,0.009027250485109255,26.02258064516129,5.216129032258067,2021-05-01,2021-05,25.855021686093792
Cuba,2021-06-01,48727.0,902.0,326.0,30,30,6,21.521757,False,warm,E2020,0.018511297637859914,26.683333333333334,5.216129032258067,2021-06-01,2021-06,25.855021686093792
Cuba,2021-07-01,193603.0,2409.0,1474.0,31,31,7,21.521757,False,warm,E2020,0.012442989003269577,27.52258064516129,5.216129032258067,2021-07-01,2021-07,25.855021686093792
Cuba,2021-08-01,268259.0,2438.0,2545.0,31,31,8,21.521757,False,warm,E2020,0.009088231895295219,27.39032258064516,5.216129032258067,2021-08-01,2021-08,25.855021686093792
Cuba,2021-09-01,224573.0,1214.0,2133.0,30,30,9,21.521757,False,warm,E2021,0.00540581459035592,27.386666666666667,5.216129032258067,2021-09-01,2021-09,25.855021686093792
Cuba,2021-10-01,74573.0,162.0,800.0,31,31,10,21.521757,False,transition,E2021,0.0021723680152333953,25.83225806451613,5.216129032258067,2021-10-01,2021-10,25.855021686093792
Cyprus,2020-04-01,613.0,5.0,8.0,30,30,4,35.1264,False,transition,E2019,0.008156606851549755,17.16,21.170967741935485,2020-04-01,2020-04,20.640947992100063
Cyprus,2020-10-01,2474.0,18.0,3.0,31,31,10,35.1264,False,transition,E2020,0.007275666936135812,24.438709677419357,21.170967741935485,2020-10-01,2020-10,20.640947992100063
Cyprus,2020-11-01,6166.0,49.0,23.0,30,30,11,35.1264,False,cold,E2020,0.007946805060006487,16.82,21.170967741935485,2020-11-01,2020-11,20.640947992100063
Cyprus,2020-12-01,11963.0,85.0,72.0,31,31,12,35.1264,False,cold,E2020,0.007105241160244086,13.429032258064517,21.170967741935485,2020-12-01,2020-12,20.640947992100063
Cyprus,2021-01-01,8881.0,53.0,78.0,31,31,1,35.1264,False,cold,E2020,0.005967796419322148,12.051612903225807,21.170967741935485,2021-01-01,2021-01,20.640947992100063
Cyprus,2021-02-01,3708.0,13.0,34.0,28,28,2,35.1264,False,cold,E2020,0.003505933117583603,12.257142857142856,21.170967741935485,2021-02-01,2021-02,20.640947992100063
Cyprus,2021-03-01,11170.0,53.0,25.0,31,31,3,35.1264,False,cold,E2020,0.0047448522829006265,13.096774193548388,21.170967741935485,2021-03-01,2021-03,20.640947992100063
Cyprus,2021-04-01,20097.0,55.0,52.0,30,30,4,35.1264,False,transition,E2020,0.002736726874657909,18.416666666666668,21.170967741935485,2021-04-01,2021-04,20.640947992100063
Cyprus,2021-05-01,7281.0,24.0,52.0,31,31,5,35.1264,False,warm,E2020,0.003296250515039143,24.77741935483871,21.170967741935485,2021-05-01,2021-05,20.640947992100063
Cyprus,2021-06-01,3069.0,17.0,14.0,30,30,6,35.1264,False,warm,E2020,0.005539263603779733,26.466666666666665,21.170967741935485,2021-06-01,2021-06,20.640947992100063
Cyprus,2021-07-01,26374.0,91.0,45.0,31,31,7,35.1264,False,warm,E2020,0.0034503677864563586,30.993548387096773,21.170967741935485,2021-07-01,2021-07,20.640947992100063
Cyprus,2021-08-01,12384.0,65.0,90.0,31,31,8,35.1264,False,warm,E2020,0.005248708010335917,30.951612903225808,21.170967741935485,2021-08-01,2021-08,20.640947992100063
Cyprus,2021-09-01,4833.0,19.0,42.0,30,30,9,35.1264,False,warm,E2021,0.0039313056072832605,26.136666666666667,21.170967741935485,2021-09-01,2021-09,20.640947992100063
Cyprus,2021-10-01,3874.0,23.0,23.0,31,31,10,35.1264,False,transition,E2021,0.005937016004130098,21.97741935483871,21.170967741935485,2021-10-01,2021-10,20.640947992100063
Czechia,2020-03-01,3308.0,201.0,31.0,31,31,3,49.8175,False,cold,E2019,0.06076178960096735,4.125806451612903,20.73548387096774,2020-03-01,2020-03,10.15874539170507
Czechia,2020-04-01,4374.0,105.0,205.0,30,30,4,49.8175,False,transition,E2019,0.02400548696844993,9.69,20.73548387096774,2020-04-01,2020-04,10.15874539170507
Czechia,2020-05-01,1586.0,30.0,84.0,31,31,5,49.8175,False,warm,E2019,0.018915510718789406,11.17741935483871,20.73548387096774,2020-05-01,2020-05,10.15874539170507
Czechia,2020-06-01,2686.0,24.0,28.0,30,30,6,49.8175,False,warm,E2019,0.008935219657483246,16.16,20.73548387096774,2020-06-01,2020-06,10.15874539170507
Czechia,2020-07-01,4620.0,51.0,34.0,31,31,7,49.8175,False,warm,E2019,0.01103896103896104,17.690322580645162,20.73548387096774,2020-07-01,2020-07,10.15874539170507
Czechia,2020-08-01,8044.0,111.0,42.0,31,31,8,49.8175,False,warm,E2019,0.013799104922923919,19.041935483870965,20.73548387096774,2020-08-01,2020-08,10.15874539170507
Czechia,2020-09-01,46145.0,1217.0,231.0,30,30,9,49.8175,False,warm,E2020,0.02637338823274461,14.723333333333333,20.73548387096774,2020-09-01,2020-09,10.15874539170507
Czechia,2020-10-01,264339.0,5356.0,2596.0,31,31,10,49.8175,False,transition,E2020,0.020261860716731167,9.551612903225807,20.73548387096774,2020-10-01,2020-10,10.15874539170507
Czechia,2020-11-01,188196.0,3316.0,5044.0,30,30,11,49.8175,False,cold,E2020,0.0176199281600034,4.5600000000000005,20.73548387096774,2020-11-01,2020-11,10.15874539170507
Czechia,2020-12-01,195363.0,4562.0,3285.0,31,31,12,49.8175,False,cold,E2020,0.023351402261431283,1.8290322580645162,20.73548387096774,2020-12-01,2020-12,10.15874539170507
Czechia,2021-01-01,266113.0,4241.0,4728.0,31,31,1,49.8175,False,cold,E2020,0.015936838861686578,-1.2903225806451613,20.73548387096774,2021-01-01,2021-01,10.15874539170507
Czechia,2021-02-01,250706.0,5453.0,4031.0,28,28,2,49.8175,False,cold,E2020,0.021750576372324554,-0.4892857142857143,20.73548387096774,2021-02-01,2021-02,10.15874539170507
Czechia,2021-03-01,296852.0,4044.0,6082.0,31,31,3,49.8175,False,cold,E2020,0.013622950156980583,2.9838709677419355,20.73548387096774,2021-03-01,2021-03,10.15874539170507
Czechia,2021-04-01,98426.0,1279.0,2846.0,30,30,4,49.8175,False,transition,E2020,0.012994533964602848,5.28,20.73548387096774,2021-04-01,2021-04,10.15874539170507
Czechia,2021-05-01,30514.0,290.0,841.0,31,31,5,49.8175,False,warm,E2020,0.00950383430556466,10.474193548387097,20.73548387096774,2021-05-01,2021-05,10.15874539170507
Czechia,2021-06-01,6015.0,62.0,195.0,30,30,6,49.8175,False,warm,E2020,0.01030756442227764,18.73,20.73548387096774,2021-06-01,2021-06,10.15874539170507
Czechia,2021-07-01,6289.0,42.0,60.0,31,31,7,49.8175,False,warm,E2020,0.0066783272380346636,18.770967741935483,20.73548387096774,2021-07-01,2021-07,10.15874539170507
Czechia,2021-08-01,5613.0,58.0,41.0,31,31,8,49.8175,False,warm,E2020,0.01033315517548548,16.451612903225808,20.73548387096774,2021-08-01,2021-08,10.15874539170507
Czechia,2021-09-01,12300.0,145.0,55.0,30,30,9,49.8175,False,warm,E2021,0.011788617886178862,14.946666666666665,20.73548387096774,2021-09-01,2021-09,10.15874539170507
Czechia,2021-10-01,71413.0,1492.0,294.0,31,31,10,49.8175,False,transition,E2021,0.020892554576897763,8.76774193548387,20.73548387096774,2021-10-01,2021-10,10.15874539170507
Denmark,2020-03-01,3036.0,357.0,90.0,31,31,3,56.37399668911018,False,cold,E2019,0.11758893280632411,3.9612903225806453,17.56912442396313,2020-03-01,2020-03,9.815360983102918
Denmark,2020-04-01,6317.0,191.0,362.0,30,30,4,56.37399668911018,False,transition,E2019,0.030235871457970555,7.336666666666667,17.56912442396313,2020-04-01,2020-04,9.815360983102918
Denmark,2020-05-01,2513.0,39.0,122.0,31,31,5,56.37399668911018,False,warm,E2019,0.015519299641862315,9.687096774193549,17.56912442396313,2020-05-01,2020-05,9.815360983102918
Denmark,2020-06-01,1099.0,11.0,31.0,30,30,6,56.37399668911018,False,warm,E2019,0.010009099181073703,16.16,17.56912442396313,2020-06-01,2020-06,9.815360983102918
Denmark,2020-07-01,1060.0,10.0,10.0,31,31,7,56.37399668911018,False,warm,E2019,0.009433962264150943,14.241935483870968,17.56912442396313,2020-07-01,2020-07,9.815360983102918
Denmark,2020-08-01,3382.0,19.0,9.0,31,31,8,56.37399668911018,False,warm,E2019,0.0056179775280898875,17.690322580645162,17.56912442396313,2020-08-01,2020-08,9.815360983102918
Denmark,2020-09-01,11069.0,50.0,26.0,30,30,9,56.37399668911018,False,warm,E2020,0.0045171198843617305,13.639999999999999,17.56912442396313,2020-09-01,2020-09,9.815360983102918
Denmark,2020-10-01,18384.0,91.0,71.0,31,31,10,56.37399668911018,False,transition,E2020,0.0049499564838990425,9.948387096774193,17.56912442396313,2020-10-01,2020-10,9.815360983102918
Denmark,2020-11-01,34139.0,272.0,116.0,30,30,11,56.37399668911018,False,cold,E2020,0.00796742728258004,7.653333333333333,17.56912442396313,2020-11-01,2020-11,9.815360983102918
Denmark,2020-12-01,83114.0,857.0,461.0,31,31,12,56.37399668911018,False,cold,E2020,0.010311138917631205,3.9096774193548387,17.56912442396313,2020-12-01,2020-12,9.815360983102918
Denmark,2021-01-01,35040.0,429.0,828.0,31,31,1,56.37399668911018,False,cold,E2020,0.012243150684931507,0.38064516129032255,17.56912442396313,2021-01-01,2021-01,9.815360983102918
Denmark,2021-02-01,12727.0,62.0,236.0,28,28,2,56.37399668911018,False,cold,E2020,0.004871532961420602,0.18571428571428575,17.56912442396313,2021-02-01,2021-02,9.815360983102918
Denmark,2021-03-01,19412.0,65.0,58.0,31,31,3,56.37399668911018,False,cold,E2020,0.0033484442612816815,3.7483870967741937,17.56912442396313,2021-03-01,2021-03,9.815360983102918
Denmark,2021-04-01,19954.0,41.0,64.0,30,30,4,56.37399668911018,False,transition,E2020,0.0020547258694998496,5.113333333333333,17.56912442396313,2021-04-01,2021-04,9.815360983102918
Denmark,2021-05-01,30736.0,25.0,33.0,31,31,5,56.37399668911018,False,warm,E2020,0.0008133784487246226,9.541935483870969,17.56912442396313,2021-05-01,2021-05,9.815360983102918
Denmark,2021-06-01,12518.0,11.0,18.0,30,30,6,56.37399668911018,False,warm,E2020,0.0008787346221441124,15.293333333333333,17.56912442396313,2021-06-01,2021-06,9.815360983102918
Denmark,2021-07-01,23406.0,23.0,16.0,31,31,7,56.37399668911018,False,warm,E2020,0.0009826540203366659,17.75483870967742,17.56912442396313,2021-07-01,2021-07,9.815360983102918
Denmark,2021-08-01,29119.0,69.0,35.0,31,31,8,56.37399668911018,False,warm,E2020,0.002369586867680896,15.235483870967743,17.56912442396313,2021-08-01,2021-08,9.815360983102918
Denmark,2021-09-01,13522.0,63.0,72.0,30,30,9,56.37399668911018,False,warm,E2021,0.004659074101464281,14.270000000000001,17.56912442396313,2021-09-01,2021-09,9.815360983102918
Denmark,2021-10-01,30177.0,124.0,58.0,31,31,10,56.37399668911018,False,transition,E2021,0.004109089704079266,10.55483870967742,17.56912442396313,2021-10-01,2021-10,9.815360983102918
Dominican Republic,2020-03-01,1109.0,243.0,51.0,31,31,3,18.7357,False,cold,E2019,0.21911632100991885,17.809677419354838,4.351612903225806,2020-03-01,2020-03,19.904269585253456
Dominican Republic,2020-04-01,5863.0,203.0,250.0,30,30,4,18.7357,False,transition,E2019,0.03462391267269316,20.07,4.351612903225806,2020-04-01,2020-04,19.904269585253456
Dominican Republic,2020-05-01,10313.0,214.0,201.0,31,31,5,18.7357,False,warm,E2019,0.020750509066227094,20.95483870967742,4.351612903225806,2020-05-01,2020-05,19.904269585253456
Dominican Republic,2020-06-01,15283.0,337.0,245.0,30,30,6,18.7357,False,warm,E2019,0.022050644506968527,21.540000000000003,4.351612903225806,2020-06-01,2020-06,19.904269585253456
Dominican Republic,2020-07-01,37081.0,534.0,413.0,31,31,7,18.7357,False,warm,E2019,0.014400906124430301,21.183870967741935,4.351612903225806,2020-07-01,2020-07,19.904269585253456
Dominican Republic,2020-08-01,25066.0,521.0,550.0,31,31,8,18.7357,False,warm,E2019,0.02078512726402298,21.638709677419353,4.351612903225806,2020-08-01,2020-08,19.904269585253456
Dominican Republic,2020-09-01,17494.0,152.0,395.0,30,30,9,18.7357,False,warm,E2020,0.00868869326626272,21.10666666666667,4.351612903225806,2020-09-01,2020-09,19.904269585253456
Dominican Republic,2020-10-01,14809.0,102.0,140.0,31,31,10,18.7357,False,transition,E2020,0.00688770342359376,20.483870967741936,4.351612903225806,2020-10-01,2020-10,19.904269585253456
Dominican Republic,2020-11-01,16970.0,77.0,86.0,30,30,11,18.7357,False,cold,E2020,0.0045374189746611665,19.09,4.351612903225806,2020-11-01,2020-11,19.904269585253456
Dominican Republic,2020-12-01,26797.0,97.0,83.0,31,31,12,18.7357,False,cold,E2020,0.0036198081874836735,18.358064516129033,4.351612903225806,2020-12-01,2020-12,19.904269585253456
Dominican Republic,2021-01-01,43275.0,556.0,252.0,31,31,1,18.7357,False,cold,E2020,0.012848064702484114,18.112903225806452,4.351612903225806,2021-01-01,2021-01,19.904269585253456
Dominican Republic,2021-02-01,25557.0,234.0,434.0,28,28,2,18.7357,False,cold,E2020,0.009156004225848105,18.085714285714285,4.351612903225806,2021-02-01,2021-02,19.904269585253456
Dominican Republic,2021-03-01,13110.0,163.0,225.0,31,31,3,18.7357,False,cold,E2020,0.012433257055682686,18.061290322580643,4.351612903225806,2021-03-01,2021-03,19.904269585253456
Dominican Republic,2021-04-01,13834.0,168.0,155.0,30,30,4,18.7357,False,transition,E2020,0.012143993060575394,18.803333333333335,4.351612903225806,2021-04-01,2021-04,19.904269585253456
Dominican Republic,2021-05-01,26225.0,155.0,148.0,31,31,5,18.7357,False,warm,E2020,0.005910390848427073,19.700000000000003,4.351612903225806,2021-05-01,2021-05,19.904269585253456
Dominican Republic,2021-06-01,32435.0,171.0,194.0,30,30,6,18.7357,False,warm,E2020,0.005272082626792045,19.986666666666668,4.351612903225806,2021-06-01,2021-06,19.904269585253456
Dominican Republic,2021-07-01,16684.0,60.0,141.0,31,31,7,18.7357,False,warm,E2020,0.0035962598897146965,20.538709677419355,4.351612903225806,2021-07-01,2021-07,19.904269585253456
Dominican Republic,2021-08-01,8268.0,40.0,45.0,31,31,8,18.7357,False,warm,E2020,0.004837929366231253,20.93548387096774,4.351612903225806,2021-08-01,2021-08,19.904269585253456
Dominican Republic,2021-09-01,8874.0,68.0,38.0,30,30,9,18.7357,False,warm,E2021,0.007662835249042145,21.293333333333333,4.351612903225806,2021-09-01,2021-09,19.904269585253456
Dominican Republic,2021-10-01,22620.0,89.0,84.0,31,31,10,18.7357,False,transition,E2021,0.003934571175950486,20.33225806451613,4.351612903225806,2021-10-01,2021-10,19.904269585253456
Ecuador,2020-03-01,2240.0,513.0,75.0,31,31,3,-1.8312,True,warm,E2019,0.22901785714285713,19.75483870967742,2.183759733036709,2020-03-01,2020-03,18.80143509984639
Ecuador,2020-04-01,22694.0,2419.0,825.0,30,30,4,-1.8312,True,transition,E2019,0.10659205076231604,19.273333333333333,2.183759733036709,2020-04-01,2020-04,18.80143509984639
Ecuador,2020-05-01,14164.0,1284.0,2458.0,31,31,5,-1.8312,True,cold,E2019,0.09065235809093476,18.822580645161292,2.183759733036709,2020-05-01,2020-05,18.80143509984639
Ecuador,2020-06-01,17334.0,1143.0,1169.0,30,30,6,-1.8312,True,cold,E2019,0.06593977154724819,18.573333333333334,2.183759733036709,2020-06-01,2020-06,18.80143509984639
Ecuador,2020-07-01,28923.0,882.0,1175.0,31,31,7,-1.8312,True,cold,E2019,0.030494761954154133,18.161290322580644,2.183759733036709,2020-07-01,2020-07,18.80143509984639
Ecuador,2020-08-01,24737.0,4847.0,854.0,31,31,8,-1.8312,True,cold,E2019,0.19594130250232444,18.57741935483871,2.183759733036709,2020-08-01,2020-08,18.80143509984639
Ecuador,2020-09-01,26955.0,1358.0,4799.0,30,30,9,-1.8312,True,cold,E2020,0.05038026340196624,19.1,2.183759733036709,2020-09-01,2020-09,18.80143509984639
Ecuador,2020-10-01,31145.0,686.0,1315.0,31,31,10,-1.8312,True,transition,E2020,0.02202600738481297,19.190322580645162,2.183759733036709,2020-10-01,2020-10,18.80143509984639
Ecuador,2020-11-01,24493.0,810.0,791.0,30,30,11,-1.8312,True,warm,E2020,0.03307067325358266,19.40666666666667,2.183759733036709,2020-11-01,2020-11,18.80143509984639
Ecuador,2020-12-01,19827.0,577.0,573.0,31,31,12,-1.8312,True,warm,E2020,0.029101729964190245,18.81935483870968,2.183759733036709,2020-12-01,2020-12,18.80143509984639
Ecuador,2021-01-01,38316.0,1010.0,825.0,31,31,1,-1.8312,True,warm,E2020,0.026359745276124856,18.364516129032257,2.183759733036709,2021-01-01,2021-01,18.80143509984639
Ecuador,2021-02-01,35327.0,915.0,952.0,28,28,2,-1.8312,True,warm,E2020,0.025900869023692926,19.13214285714286,2.183759733036709,2021-02-01,2021-02,18.80143509984639
Ecuador,2021-03-01,42600.0,1353.0,1036.0,31,31,3,-1.8312,True,warm,E2020,0.03176056338028169,18.503225806451614,2.183759733036709,2021-03-01,2021-03,18.80143509984639
Ecuador,2021-04-01,53107.0,2303.0,1784.0,30,30,4,-1.8312,True,transition,E2020,0.043365281412996406,18.91,2.183759733036709,2021-04-01,2021-04,18.80143509984639
Ecuador,2021-05-01,44175.0,1197.0,1941.0,31,31,5,-1.8312,True,cold,E2020,0.027096774193548386,18.551612903225806,2.183759733036709,2021-05-01,2021-05,18.80143509984639
Ecuador,2021-06-01,32467.0,9448.0,988.0,30,30,6,-1.8312,True,cold,E2020,0.2910031724520282,18.173333333333336,2.183759733036709,2021-06-01,2021-06,18.80143509984639
Ecuador,2021-07-01,28868.0,1333.0,10071.0,31,31,7,-1.8312,True,cold,E2020,0.046175696272689484,17.664516129032258,2.183759733036709,2021-07-01,2021-07,18.80143509984639
Ecuador,2021-08-01,14371.0,605.0,628.0,31,31,8,-1.8312,True,cold,E2020,0.04209867093452091,18.635483870967743,2.183759733036709,2021-08-01,2021-08,18.80143509984639
Ecuador,2021-09-01,8434.0,252.0,525.0,30,30,9,-1.8312,True,cold,E2021,0.02987906094379891,19.05666666666667,2.183759733036709,2021-09-01,2021-09,18.80143509984639
Ecuador,2021-10-01,7085.0,183.0,196.0,31,31,10,-1.8312,True,transition,E2021,0.02582921665490473,19.358064516129033,2.183759733036709,2021-10-01,2021-10,18.80143509984639
