region,ym,confirmed,deaths,raw_deaths,days,dim,month,lat,south,season,epoch,cfr,temp_c,amplitude,date,cal_month,annual_t
Albania,2020-10-01,7226.0,223.0,122.0,31,31,10,41.1533,False,transition,E2020,0.03086078051480764,16.067741935483873,21.90967741935484,2020-10-01,2020-10,17.127584259510257
Albania,2020-11-01,17307.0,413.0,301.0,30,30,11,41.1533,False,cold,E2020,0.023863176749292194,11.9,21.90967741935484,2020-11-01,2020-11,17.127584259510257
Albania,2020-12-01,20134.0,198.0,371.0,31,31,12,41.1533,False,cold,E2020,0.009834111453263137,10.316129032258065,21.90967741935484,2020-12-01,2020-12,17.127584259510257
Albania,2021-01-01,19811.0,370.0,199.0,31,31,1,41.1533,False,cold,E2020,0.018676492857503408,7.17741935483871,21.90967741935484,2021-01-01,2021-01,17.127584259510257
Albania,2021-02-01,29040.0,471.0,416.0,28,28,2,41.1533,False,cold,E2020,0.01621900826446281,8.267857142857142,21.90967741935484,2021-02-01,2021-02,17.127584259510257
Albania,2021-03-01,17990.0,221.0,439.0,31,31,3,41.1533,False,cold,E2020,0.012284602556976098,8.600000000000001,21.90967741935484,2021-03-01,2021-03,17.127584259510257
Albania,2021-04-01,5928.0,83.0,159.0,30,30,4,41.1533,False,transition,E2020,0.014001349527665317,12.24,21.90967741935484,2021-04-01,2021-04,17.127584259510257
Albania,2021-05-01,1230.0,13.0,57.0,31,31,5,41.1533,False,warm,E2020,0.01056910569105691,18.425806451612903,21.90967741935484,2021-05-01,2021-05,17.127584259510257
Albania,2021-07-01,560.0,21.0,1.0,31,31,7,41.1533,False,warm,E2020,0.0375,26.861290322580647,21.90967741935484,2021-07-01,2021-07,17.127584259510257
Albania,2021-08-01,13306.0,117.0,41.0,31,31,8,41.1533,False,warm,E2020,0.008793025702690516,26.538709677419355,21.90967741935484,2021-08-01,2021-08,17.127584259510257
Albania,2021-09-01,23744.0,261.0,200.0,30,30,9,41.1533,False,warm,E2021,0.010992250673854448,20.803333333333335,21.90967741935484,2021-09-01,2021-09,17.127584259510257
Albania,2021-10-01,15169.0,180.0,226.0,31,31,10,41.1533,False,transition,E2021,0.011866306282549937,15.2,21.90967741935484,2021-10-01,2021-10,17.127584259510257
Algeria,2020-03-01,715.0,377.0,44.0,31,31,3,28.0339,False,cold,E2019,0.5272727272727272,20.74516129032258,25.648387096774197,2020-03-01,2020-03,28.194023041474658
Algeria,2020-04-01,3290.0,183.0,406.0,30,30,4,28.0339,False,transition,E2019,0.055623100303951366,25.836666666666666,25.648387096774197,2020-04-01,2020-04,28.194023041474658
Algeria,2020-05-01,5388.0,270.0,203.0,31,31,5,28.0339,False,warm,E2019,0.05011135857461024,30.61935483870968,25.648387096774197,2020-05-01,2020-05,28.194023041474658
Algeria,2020-06-01,4513.0,255.0,259.0,30,30,6,28.0339,False,warm,E2019,0.056503434522490584,34.51,25.648387096774197,2020-06-01,2020-06,28.194023041474658
Algeria,2020-07-01,16487.0,318.0,298.0,31,31,7,28.0339,False,warm,E2019,0.0192879238187663,36.65483870967742,25.648387096774197,2020-07-01,2020-07,28.194023041474658
Algeria,2020-08-01,14100.0,261.0,300.0,31,31,8,28.0339,False,warm,E2019,0.01851063829787234,36.13870967741936,25.648387096774197,2020-08-01,2020-08,28.194023041474658
Algeria,2020-09-01,7036.0,201.0,226.0,30,30,9,28.0339,False,warm,E2020,0.02856736782262649,33.24666666666666,25.648387096774197,2020-09-01,2020-09,28.194023041474658
Algeria,2020-10-01,6412.0,375.0,228.0,31,31,10,28.0339,False,transition,E2020,0.05848409232688709,26.870967741935484,25.648387096774197,2020-10-01,2020-10,28.194023041474658
Algeria,2020-11-01,25257.0,420.0,467.0,30,30,11,28.0339,False,cold,E2020,0.016629053331749615,19.313333333333333,25.648387096774197,2020-11-01,2020-11,28.194023041474658
Algeria,2020-12-01,16411.0,178.0,325.0,31,31,12,28.0339,False,cold,E2020,0.010846383523246603,14.964516129032257,25.648387096774197,2020-12-01,2020-12,28.194023041474658
Algeria,2021-01-01,7729.0,108.0,135.0,31,31,1,28.0339,False,cold,E2020,0.013973347134170009,15.383870967741935,25.648387096774197,2021-01-01,2021-01,28.194023041474658
Algeria,2021-02-01,5753.0,96.0,92.0,28,28,2,28.0339,False,cold,E2020,0.016686945941248043,17.821428571428573,25.648387096774197,2021-02-01,2021-02,28.194023041474658
Algeria,2021-03-01,4100.0,115.0,110.0,31,31,3,28.0339,False,cold,E2020,0.02804878048780488,19.251612903225805,25.648387096774197,2021-03-01,2021-03,28.194023041474658
Algeria,2021-04-01,4916.0,233.0,160.0,30,30,4,28.0339,False,transition,E2020,0.04739625711960944,27.336666666666666,25.648387096774197,2021-04-01,2021-04,28.194023041474658
Algeria,2021-05-01,6805.0,236.0,219.0,31,31,5,28.0339,False,warm,E2020,0.034680382072005876,32.33548387096774,25.648387096774197,2021-05-01,2021-05,28.194023041474658
Algeria,2021-06-01,10713.0,353.0,244.0,30,30,6,28.0339,False,warm,E2020,0.0329506207411556,37.15333333333333,25.648387096774197,2021-06-01,2021-06,28.194023041474658
Algeria,2021-07-01,31766.0,990.0,538.0,31,31,7,28.0339,False,warm,E2020,0.03116539696530882,37.73870967741936,25.648387096774197,2021-07-01,2021-07,28.194023041474658
Algeria,2021-08-01,24688.0,741.0,1015.0,31,31,8,28.0339,False,warm,E2020,0.03001458198314971,36.880645161290325,25.648387096774197,2021-08-01,2021-08,28.194023041474658
Algeria,2021-09-01,7279.0,156.0,543.0,30,30,9,28.0339,False,warm,E2021,0.02143151531803819,34.93333333333333,25.648387096774197,2021-09-01,2021-09,28.194023041474658
Algeria,2021-10-01,3093.0,140.0,108.0,31,31,10,28.0339,False,transition,E2021,0.04526349822179114,26.14516129032258,25.648387096774197,2021-10-01,2021-10,28.194023041474658
Argentina,2020-03-01,1054.0,143.0,27.0,31,31,3,-38.4161,True,warm,E2019,0.13567362428842505,22.567741935483873,19.19677419354839,2020-03-01,2020-03,15.04234984639017
Argentina,2020-04-01,3374.0,269.0,191.0,30,30,4,-38.4161,True,transition,E2019,0.07972732661529341,15.643333333333334,19.19677419354839,2020-04-01,2020-04,15.04234984639017
Argentina,2020-05-01,12423.0,595.0,321.0,31,31,5,-38.4161,True,cold,E2019,0.0478950334057796,11.796774193548387,19.19677419354839,2020-05-01,2020-05,15.04234984639017
Argentina,2020-06-01,47679.0,1479.0,768.0,30,30,6,-38.4161,True,cold,E2019,0.03101994588812685,8.32,19.19677419354839,2020-06-01,2020-06,15.04234984639017
Argentina,2020-07-01,126772.0,4240.0,2236.0,31,31,7,-38.4161,True,cold,E2019,0.03344587132805351,6.532258064516129,19.19677419354839,2020-07-01,2020-07,15.04234984639017
Argentina,2020-08-01,226433.0,6752.0,5117.0,31,31,8,-38.4161,True,cold,E2019,0.029818975149381935,9.864516129032259,19.19677419354839,2020-08-01,2020-08,15.04234984639017
Argentina,2020-09-01,333266.0,14037.0,8277.0,30,30,9,-38.4161,True,cold,E2020,0.04211950814064441,12.576666666666666,19.19677419354839,2020-09-01,2020-09,15.04234984639017
Argentina,2020-10-01,415923.0,9383.0,14065.0,31,31,10,-38.4161,True,transition,E2020,0.02255946413158205,15.412903225806453,19.19677419354839,2020-10-01,2020-10,15.04234984639017
Argentina,2020-11-01,257609.0,5095.0,7728.0,30,30,11,-38.4161,True,warm,E2020,0.019778035705274272,20.386666666666667,19.19677419354839,2020-11-01,2020-11,15.04234984639017
Argentina,2020-12-01,200981.0,4358.0,4515.0,31,31,12,-38.4161,True,warm,E2020,0.021683641737278648,22.55483870967742,19.19677419354839,2020-12-01,2020-12,15.04234984639017
Argentina,2021-01-01,301725.0,4843.0,4729.0,31,31,1,-38.4161,True,warm,E2020,0.016051039854171844,23.870967741935484,19.19677419354839,2021-01-01,2021-01,15.04234984639017
Argentina,2021-02-01,180126.0,3347.0,3991.0,28,28,2,-38.4161,True,warm,E2020,0.018581437438237678,23.217857142857145,19.19677419354839,2021-02-01,2021-02,15.04234984639017
Argentina,2021-03-01,241456.0,5538.0,3893.0,31,31,3,-38.4161,True,warm,E2020,0.022935855808097542,20.309677419354838,19.19677419354839,2021-03-01,2021-03,15.04234984639017
Argentina,2021-04-01,628542.0,13308.0,8007.0,30,30,4,-38.4161,True,transition,E2020,0.021172809454260814,18.220000000000002,19.19677419354839,2021-04-01,2021-04,15.04234984639017
Argentina,2021-05-01,804421.0,16099.0,14228.0,31,31,5,-38.4161,True,cold,E2020,0.020013152317008134,11.541935483870969,19.19677419354839,2021-05-01,2021-05,15.04234984639017
Argentina,2021-06-01,688590.0,13328.0,16211.0,30,30,6,-38.4161,True,cold,E2020,0.019355494561350006,8.54,19.19677419354839,2021-06-01,2021-06,15.04234984639017
Argentina,2021-07-01,459390.0,7399.0,11417.0,31,31,7,-38.4161,True,cold,E2020,0.016106140751866605,8.135483870967741,19.19677419354839,2021-07-01,2021-07,15.04234984639017
Argentina,2021-08-01,255856.0,4362.0,6091.0,31,31,8,-38.4161,True,cold,E2020,0.017048652366956414,10.896774193548387,19.19677419354839,2021-08-01,2021-08,15.04234984639017
Argentina,2021-09-01,71282.0,1217.0,3367.0,30,30,9,-38.4161,True,cold,E2021,0.01707303386549199,13.416666666666666,19.19677419354839,2021-09-01,2021-09,15.04234984639017
Argentina,2021-10-01,31905.0,581.0,771.0,31,31,10,-38.4161,True,transition,E2021,0.018210311863344302,17.041935483870965,19.19677419354839,2021-10-01,2021-10,15.04234984639017
Armenia,2020-03-01,532.0,24.0,3.0,31,31,3,40.0691,False,cold,E2019,0.045112781954887216,-2.9709677419354836,25.86451612903226,2020-03-01,2020-03,3.1717592165898614
Armenia,2020-04-01,1534.0,46.0,29.0,30,30,4,40.0691,False,transition,E2019,0.02998696219035202,-2.143333333333333,25.86451612903226,2020-04-01,2020-04,3.1717592165898614
Armenia,2020-05-01,7216.0,280.0,99.0,31,31,5,40.0691,False,warm,E2019,0.038802660753880266,4.119354838709677,25.86451612903226,2020-05-01,2020-05,3.1717592165898614
Armenia,2020-06-01,16260.0,312.0,312.0,30,30,6,40.0691,False,warm,E2019,0.01918819188191882,9.163333333333332,25.86451612903226,2020-06-01,2020-06,3.1717592165898614
Armenia,2020-07-01,13008.0,180.0,295.0,31,31,7,40.0691,False,warm,E2019,0.013837638376383764,12.01290322580645,25.86451612903226,2020-07-01,2020-07,3.1717592165898614
Armenia,2020-08-01,5231.0,94.0,141.0,31,31,8,40.0691,False,warm,E2019,0.017969795450200728,10.083870967741936,25.86451612903226,2020-08-01,2020-08,3.1717592165898614
Armenia,2020-09-01,6578.0,185.0,80.0,30,30,9,40.0691,False,warm,E2020,0.028124049863180296,9.816666666666666,25.86451612903226,2020-09-01,2020-09,3.1717592165898614
Armenia,2020-10-01,39454.0,810.0,382.0,31,31,10,40.0691,False,transition,E2020,0.020530237745222283,3.990322580645161,25.86451612903226,2020-10-01,2020-10,3.1717592165898614
Armenia,2020-11-01,45311.0,725.0,823.0,30,30,11,40.0691,False,cold,E2020,0.016000529672706407,-4.123333333333333,25.86451612903226,2020-11-01,2020-11,3.1717592165898614
Armenia,2020-12-01,24285.0,365.0,659.0,31,31,12,40.0691,False,cold,E2020,0.015029853819229977,-8.483870967741936,25.86451612903226,2020-12-01,2020-12,3.1717592165898614
Armenia,2021-01-01,7617.0,143.0,257.0,31,31,1,40.0691,False,cold,E2020,0.018773795457529212,-8.30967741935484,25.86451612903226,2021-01-01,2021-01,3.1717592165898614
Armenia,2021-02-01,5032.0,184.0,112.0,28,28,2,40.0691,False,cold,E2020,0.03656597774244833,-7.796428571428572,25.86451612903226,2021-02-01,2021-02,3.1717592165898614
Armenia,2021-03-01,20581.0,596.0,323.0,31,31,3,40.0691,False,cold,E2020,0.028958748360137992,-7.570967741935483,25.86451612903226,2021-03-01,2021-03,3.1717592165898614
Armenia,2021-04-01,23425.0,427.0,593.0,30,30,4,40.0691,False,transition,E2020,0.018228388473852723,1.3300000000000003,25.86451612903226,2021-04-01,2021-04,3.1717592165898614
Armenia,2021-05-01,6606.0,128.0,330.0,31,31,5,40.0691,False,warm,E2020,0.01937632455343627,6.451612903225806,25.86451612903226,2021-05-01,2021-05,3.1717592165898614
Armenia,2021-06-01,2425.0,74.0,76.0,30,30,6,40.0691,False,warm,E2020,0.030515463917525774,11.926666666666668,25.86451612903226,2021-06-01,2021-06,3.1717592165898614
Armenia,2021-07-01,5015.0,164.0,100.0,31,31,7,40.0691,False,warm,E2020,0.032701894317048855,12.845161290322581,25.86451612903226,2021-07-01,2021-07,3.1717592165898614
Armenia,2021-08-01,12025.0,424.0,230.0,31,31,8,40.0691,False,warm,E2020,0.03525987525987526,12.845161290322581,25.86451612903226,2021-08-01,2021-08,3.1717592165898614
Armenia,2021-09-01,19562.0,741.0,475.0,30,30,9,40.0691,False,warm,E2021,0.03787956241693079,8.71,25.86451612903226,2021-09-01,2021-09,3.1717592165898614
Armenia,2021-10-01,46629.0,1376.0,1009.0,31,31,10,40.0691,False,transition,E2021,0.02950953269424607,1.538709677419355,25.86451612903226,2021-10-01,2021-10,3.1717592165898614
Australia,2020-03-01,4534.0,60.0,18.0,31,31,3,-33.78229959370005,True,warm,E2019,0.013233348037053375,21.283870967741933,17.92258064516129,2020-03-01,2020-03,14.111254480286739
Australia,2020-04-01,2207.0,34.0,75.0,30,30,4,-33.78229959370005,True,transition,E2019,0.015405527865881287,16.14,17.92258064516129,2020-04-01,2020-04,14.111254480286739
Australia,2020-06-01,718.0,26.0,2.0,30,30,6,-33.78229959370005,True,cold,E2019,0.036211699164345405,10.103333333333333,17.92258064516129,2020-06-01,2020-06,14.111254480286739
Australia,2020-07-01,9360.0,357.0,97.0,31,31,7,-33.78229959370005,True,cold,E2019,0.038141025641025644,9.490322580645161,17.92258064516129,2020-07-01,2020-07,14.111254480286739
Australia,2020-08-01,8539.0,369.0,456.0,31,31,8,-33.78229959370005,True,cold,E2019,0.043213491041105515,10.14516129032258,17.92258064516129,2020-08-01,2020-08,14.111254480286739
Australia,2020-09-01,1277.0,51.0,231.0,30,30,9,-33.78229959370005,True,cold,E2020,0.039937353171495694,15.103333333333333,17.92258064516129,2020-09-01,2020-09,14.111254480286739
Australia,2020-12-01,513.0,1.0,1.0,31,31,12,-33.78229959370005,True,warm,E2020,0.001949317738791423,23.148387096774194,17.92258064516129,2020-12-01,2020-12,14.111254480286739
Australia,2021-06-01,525.0,5.0,0.0,30,30,6,-33.78229959370005,True,cold,E2020,0.009523809523809525,10.886666666666667,17.92258064516129,2021-06-01,2021-06,14.111254480286739
Australia,2021-07-01,3740.0,66.0,14.0,31,31,7,-33.78229959370005,True,cold,E2020,0.01764705882352941,9.958064516129031,17.92258064516129,2021-07-01,2021-07,14.111254480286739
Australia,2021-08-01,20710.0,205.0,88.0,31,31,8,-33.78229959370005,True,cold,E2020,0.009898599710284886,11.696774193548388,17.92258064516129,2021-08-01,2021-08,14.111254480286739
Australia,2021-09-01,52088.0,425.0,299.0,30,30,9,-33.78229959370005,True,cold,E2021,0.008159268929503917,14.653333333333334,17.92258064516129,2021-09-01,2021-09,14.111254480286739
Australia,2021-10-01,64849.0,337.0,432.0,31,31,10,-33.78229959370005,True,transition,E2021,0.005196687689864146,16.725806451612904,17.92258064516129,2021-10-01,2021-10,14.111254480286739
Austria,2020-03-01,9261.0,522.0,134.0,31,31,3,47.5162,False,cold,E2019,0.056365403304178816,0.970967741935484,19.703225806451613,2020-03-01,2020-03,7.433344470046083
Austria,2020-04-01,6138.0,180.0,501.0,30,30,4,47.5162,False,transition,E2019,0.02932551319648094,6.7733333333333325,19.703225806451613,2020-04-01,2020-04,7.433344470046083
Austria,2020-05-01,1208.0,71.0,106.0,31,31,5,47.5162,False,warm,E2019,0.058774834437086095,8.258064516129032,19.703225806451613,2020-05-01,2020-05,7.433344470046083
Austria,2020-06-01,1019.0,48.0,69.0,30,30,6,47.5162,False,warm,E2019,0.047105004906771344,12.706666666666667,19.703225806451613,2020-06-01,2020-06,7.433344470046083
Austria,2020-07-01,3244.0,52.0,38.0,31,31,7,47.5162,False,warm,E2019,0.016029593094944512,14.783870967741937,19.703225806451613,2020-07-01,2020-07,7.433344470046083
Austria,2020-08-01,6258.0,65.0,55.0,31,31,8,47.5162,False,warm,E2019,0.010386705017577502,15.845161290322581,19.703225806451613,2020-08-01,2020-08,7.433344470046083
Austria,2020-09-01,17100.0,232.0,91.0,30,30,9,47.5162,False,warm,E2020,0.013567251461988304,11.806666666666667,19.703225806451613,2020-09-01,2020-09,7.433344470046083
Austria,2020-10-01,57236.0,1814.0,437.0,31,31,10,47.5162,False,transition,E2020,0.03169333985603466,5.951612903225806,19.703225806451613,2020-10-01,2020-10,7.433344470046083
Austria,2020-11-01,177033.0,3608.0,2653.0,30,30,11,47.5162,False,cold,E2020,0.020380381058898625,2.7666666666666666,19.703225806451613,2020-11-01,2020-11,7.433344470046083
Austria,2020-12-01,77563.0,2235.0,3402.0,31,31,12,47.5162,False,cold,E2020,0.028815285638771063,-0.4774193548387097,19.703225806451613,2020-12-01,2020-12,7.433344470046083
Austria,2021-01-01,53223.0,1363.0,1907.0,31,31,1,47.5162,False,cold,E2020,0.025609229092685492,-3.703225806451613,19.703225806451613,2021-01-01,2021-01,7.433344470046083
Austria,2021-02-01,43360.0,879.0,1039.0,28,28,2,47.5162,False,cold,E2020,0.020272140221402214,0.46785714285714286,19.703225806451613,2021-02-01,2021-02,7.433344470046083
Austria,2021-03-01,84656.0,1078.0,972.0,31,31,3,47.5162,False,cold,E2020,0.012733887733887735,0.016129032258064516,19.703225806451613,2021-03-01,2021-03,7.433344470046083
Austria,2021-04-01,74267.0,654.0,1012.0,30,30,4,47.5162,False,transition,E2020,0.008806064604736962,2.21,19.703225806451613,2021-04-01,2021-04,7.433344470046083
Austria,2021-05-01,28153.0,227.0,506.0,31,31,5,47.5162,False,warm,E2020,0.008063083863176215,7.038709677419354,19.703225806451613,2021-05-01,2021-05,7.433344470046083
Austria,2021-06-01,6214.0,75.0,148.0,30,30,6,47.5162,False,warm,E2020,0.012069520437721274,15.873333333333333,19.703225806451613,2021-06-01,2021-06,7.433344470046083
Austria,2021-07-01,8307.0,67.0,65.0,31,31,7,47.5162,False,warm,E2020,0.008065486938726375,16.0,19.703225806451613,2021-07-01,2021-07,7.433344470046083
Austria,2021-08-01,28377.0,220.0,92.0,31,31,8,47.5162,False,warm,E2020,0.007752757514888818,13.364516129032259,19.703225806451613,2021-08-01,2021-08,7.433344470046083
Austria,2021-09-01,55082.0,356.0,279.0,30,30,9,47.5162,False,warm,E2021,0.006463091391017029,11.833333333333334,19.703225806451613,2021-09-01,2021-09,7.433344470046083
Austria,2021-10-01,84558.0,1051.0,440.0,31,31,10,47.5162,False,transition,E2021,0.012429338442252654,6.180645161290323,19.703225806451613,2021-10-01,2021-10,7.433344470046083
Azerbaijan,2020-04-01,1506.0,24.0,19.0,30,30,4,40.1431,False,transition,E2019,0.01593625498007968,12.923333333333334,29.10322580645161,2020-04-01,2020-04,19.259703694720674
Azerbaijan,2020-05-01,3690.0,110.0,39.0,31,31,5,40.1431,False,warm,E2019,0.02981029810298103,21.55483870967742,29.10322580645161,2020-05-01,2020-05,19.259703694720674
Azerbaijan,2020-06-01,12030.0,222.0,150.0,30,30,6,40.1431,False,warm,E2019,0.018453865336658354,28.873333333333335,29.10322580645161,2020-06-01,2020-06,19.259703694720674
Azerbaijan,2020-07-01,14354.0,136.0,235.0,31,31,7,40.1431,False,warm,E2019,0.009474710881984117,30.490322580645163,29.10322580645161,2020-07-01,2020-07,19.259703694720674
Azerbaijan,2020-08-01,4557.0,64.0,86.0,31,31,8,40.1431,False,warm,E2019,0.014044327408382708,26.038709677419355,29.10322580645161,2020-08-01,2020-08,19.259703694720674
Azerbaijan,2020-09-01,3794.0,66.0,57.0,30,30,9,40.1431,False,warm,E2020,0.01739588824459673,24.873333333333335,29.10322580645161,2020-09-01,2020-09,19.259703694720674
Azerbaijan,2020-10-01,15040.0,465.0,139.0,31,31,10,40.1431,False,transition,E2020,0.030917553191489363,18.006451612903227,29.10322580645161,2020-10-01,2020-10,19.259703694720674
Azerbaijan,2020-11-01,65907.0,1146.0,662.0,30,30,11,40.1431,False,cold,E2020,0.017388137830579454,10.683333333333334,29.10322580645161,2020-11-01,2020-11,19.259703694720674
Azerbaijan,2020-12-01,97524.0,800.0,1249.0,31,31,12,40.1431,False,cold,E2020,0.008203108978302776,4.4,29.10322580645161,2020-12-01,2020-12,19.259703694720674
Azerbaijan,2021-01-01,11519.0,145.0,491.0,31,31,1,40.1431,False,cold,E2020,0.012587898255056863,2.1322580645161286,29.10322580645161,2021-01-01,2021-01,19.259703694720674
Azerbaijan,2021-02-01,4318.0,153.0,88.0,28,28,2,40.1431,False,cold,E2020,0.03543307086614173,5.910714285714286,29.10322580645161,2021-02-01,2021-02,19.259703694720674
Azerbaijan,2021-03-01,27176.0,884.0,347.0,31,31,3,40.1431,False,cold,E2020,0.03252870179570209,8.235483870967743,29.10322580645161,2021-03-01,2021-03,19.259703694720674
Azerbaijan,2021-04-01,57396.0,604.0,950.0,30,30,4,40.1431,False,transition,E2020,0.010523381420308035,18.543333333333333,29.10322580645161,2021-04-01,2021-04,19.259703694720674
Azerbaijan,2021-05-01,14847.0,124.0,396.0,31,31,5,40.1431,False,warm,E2020,0.008351855593722637,22.73548387096774,29.10322580645161,2021-05-01,2021-05,19.259703694720674
Azerbaijan,2021-06-01,2091.0,35.0,61.0,30,30,6,40.1431,False,warm,E2020,0.01673840267814443,28.990000000000002,29.10322580645161,2021-06-01,2021-06,19.259703694720674
Azerbaijan,2021-07-01,7802.0,281.0,49.0,31,31,7,40.1431,False,warm,E2020,0.03601640604973084,30.961290322580645,29.10322580645161,2021-07-01,2021-07,19.259703694720674
Azerbaijan,2021-08-01,81042.0,1074.0,613.0,31,31,8,40.1431,False,warm,E2020,0.013252387650847708,31.23548387096774,29.10322580645161,2021-08-01,2021-08,19.259703694720674
Azerbaijan,2021-09-01,59011.0,476.0,889.0,30,30,9,40.1431,False,warm,E2021,0.008066292725085154,24.346666666666668,29.10322580645161,2021-09-01,2021-09,19.259703694720674
Azerbaijan,2021-10-01,47468.0,795.0,549.0,31,31,10,40.1431,False,transition,E2021,0.01674812505266706,15.0,29.10322580645161,2021-10-01,2021-10,19.259703694720674
Bahrain,2020-03-01,526.0,6.0,4.0,31,31,3,26.0275,False,cold,E2019,0.011406844106463879,21.90967741935484,21.080645161290327,2020-03-01,2020-03,29.410945852534564
Bahrain,2020-04-01,2473.0,5.0,4.0,30,30,4,26.0275,False,transition,E2019,0.0020218358269308533,27.34333333333333,21.080645161290327,2020-04-01,2020-04,29.410945852534564
Bahrain,2020-05-01,8358.0,51.0,11.0,31,31,5,26.0275,False,warm,E2019,0.006101938262742283,31.103225806451615,21.080645161290327,2020-05-01,2020-05,29.410945852534564
Bahrain,2020-06-01,15360.0,66.0,68.0,30,30,6,26.0275,False,warm,E2019,0.004296875,34.769999999999996,21.080645161290327,2020-06-01,2020-06,29.410945852534564
Bahrain,2020-07-01,14224.0,52.0,60.0,31,31,7,26.0275,False,warm,E2019,0.003655793025871766,37.18387096774194,21.080645161290327,2020-07-01,2020-07,29.410945852534564
