region,lat,winter,cfr_w,cfr_s1,cfr_s2,temp_w,temp_s,cases_w,cases_s,penalty_cfr,penalty_cases,penalty_deaths_pm,penalty_cases_pm,y_pct
New Jersey,40.41826378837028,W1 2020冬-2021春,0.0129416479689582,0.0393657142236085,0.0110265845551551,3.976698924731183,21.657408602150536,658726.0,124678.0,-0.4761515518632238,1.7001376886027817,1.22398613673956,1.7001376886027817,240.07164728789107
New Mexico,34.22559203172522,W1 2020冬-2021春,0.0183932434108099,0.0252075007685213,0.0152285182036859,5.392926267281107,22.12389247311828,145162.0,40657.5,-0.0631723424438259,1.342035692244913,1.2788633498010853,1.342035692244913,259.25539268116694
New York,41.33499323866982,W1 2020冬-2021春,0.0127848494575712,0.0244994387448769,0.0085646429769663,1.7169477726574498,19.83879569892473,1361377.0,265880.5,-0.1248854941886463,1.732136834713149,1.6072513405245026,1.732136834713149,398.9079084486717
North Carolina,35.5443369351402,W1 2020冬-2021春,0.0116888742245858,0.0165303340149965,0.0111350827963205,8.589967741935485,23.29835483870968,639497.0,312507.0,-0.1490114588772693,0.78610991321702,0.6370984543397498,0.7861099132170146,89.09861289294194
North Dakota,47.365995809785694,W1 2020冬-2021春,0.0116697209640053,0.017634756155528,0.0079611495900007,-3.903396313364055,18.400333333333336,57842.0,23080.0,-0.0152250378134439,0.9226780141082394,0.9074529762947954,0.9226780141082376,147.80029564734429
Ohio,40.39834667583883,W1 2020冬-2021春,0.0159639542119722,0.0227566931450426,0.0152695662354387,1.695199692780338,20.155989247311823,801869.0,238810.0,-0.1550271904271087,1.3138568452055157,1.1588296547784065,1.313856845205514,218.62021367357335
Oklahoma,35.589254707587955,W1 2020冬-2021春,0.0160642063487055,0.0108397841614721,0.021890487126798,7.502394777265747,24.98229032258065,316978.0,124520.5,0.0419559642436278,0.9915595231904994,1.033515487434128,0.9915595231905012,181.09302754426042
Oregon,44.66039539962666,W1 2020冬-2021春,0.0137229267805247,0.0158069615148875,0.0114429710414342,1.0157941628264209,13.797043010752688,120091.0,88120.5,0.0201548698148759,0.5820716573945095,0.6022265272093836,0.5820716573945077,82.61803173394189
Pennsylvania,40.47103564303458,W1 2020冬-2021春,0.0195357906639612,0.0314954519981032,0.0137352169252628,2.9715775729646694,21.097763440860216,821569.0,198398.0,-0.0626549318031188,1.5156445678595247,1.4529896360564063,1.5156445678595247,327.58787467322696
Puerto Rico,17.84316234446089,W1 2020冬-2021春,0.0167184857906507,0.0266284126059084,0.0150937271768238,25.71634562211981,27.723960573476703,73332.0,35799.5,-0.1816139729872299,0.793665912385519,0.6120519393982882,0.793665912385519,84.42117296571656
Rhode Island,39.0407267199561,W1 2020冬-2021春,0.012704035230482,0.0284615861598561,0.0069079627714581,12.299388632872503,22.080516129032254,104455.0,20151.0,-0.0986953698885866,1.6658493929821443,1.5671540230935577,1.6658493929821443,379.2988031491635
South Carolina,34.0646144999731,W1 2020冬-2021春,0.0135753483832776,0.0232081045069687,0.0134181475063413,10.668875576036866,24.46186021505376,375018.0,210287.0,-0.2622992869741898,0.6344831147737562,0.3721838277995672,0.634483114773758,45.08996724739649
South Dakota,44.01934382882592,W1 2020冬-2021春,0.0164002954003929,0.0142928786359077,0.0089533245466527,-0.755990783410138,21.18981989247312,71767.0,20971.5,0.3714061784995444,1.231471474257411,1.6028776527569573,1.231471474257411,396.7306059238944
Tennessee,34.318710119315035,W1 2020冬-2021春,0.0143075513189802,0.0145463902286799,0.0097574308870133,9.535505376344087,23.76321505376344,548871.0,285232.0,0.183101459366922,0.7238045060421605,0.9069059654090844,0.7238045060421605,147.66478325489868
Texas,30.47745530398597,W1 2020冬-2021春,0.0149173285975732,0.0214783220750296,0.0160194412530258,13.262973886328725,27.056129032258063,1899871.0,962611.5,-0.2179000765982581,0.702203644982685,0.4843035683844263,0.702203644982685,62.30442758036667
Utah,40.2422809672315,W1 2020冬-2021春,0.0051294352085908,0.006801228609039,0.0074569806874094,-5.596609831029186,14.380247311827956,270985.0,89770.5,-0.3281313788492364,1.1340616246126487,0.8059302457634114,1.1340616246126487,123.87781443328971
Virginia,37.79910130949367,W1 2020冬-2021春,0.015308849529222,0.0182368754908475,0.012307781413802,6.364794162826421,23.014494623655917,437786.0,169805.0,0.0215923779188269,0.9719172882588564,0.9935096661776832,0.9719172882588564,170.06964013466944
Washington,47.214833468969495,W1 2020冬-2021春,0.0111440487547205,0.0157980195911413,0.0106643727463411,0.23257910906298,15.17137634408602,253678.0,164861.0,-0.1524909514659116,0.6065964956706509,0.4541055442047383,0.6065964956706491,57.47641959389329
West Virginia,38.71626293256997,W1 2020冬-2021春,0.0170876038131618,0.0233616298811545,0.0167867080418179,4.506726574500768,20.12933333333333,117278.0,51028.0,-0.1474878791339406,1.1849210714286986,1.0374331922947562,1.1849210714286986,182.19642705007746
Wisconsin,43.71278661459717,W1 2020冬-2021春,0.0107667038365329,0.0119303413619823,0.0098921944507527,-2.076723502304147,19.625720430107528,398172.0,132567.0,-0.0089570342792582,1.1082318443790091,1.0992748100997505,1.1082318443790091,200.1988222842319
Wyoming,42.7794419243857,W1 2020冬-2021春,0.0122988933320933,0.0081268582755203,0.0134319162045594,-4.937476190476191,17.900094086021504,43012.0,18752.5,0.1631052382493569,1.2122760385822708,1.3753812768316287,1.2122760385822708,295.65849895576315
Alabama,33.06935820714117,W2 2021冬-2022春,0.0074598514936971,0.0157883173898634,0.0040108038771104,10.605875576036867,24.34262365591397,463280.0,244977.5,-0.0645954680773988,0.6418174523922584,0.5772219843148605,0.6418174523922566,78.10836733585373
Alaska,61.5692043399056,W2 2021冬-2022春,0.0035307892137133,0.0069436980028806,0.002833232771059,-5.983235023041475,12.55149193548387,109324.0,42318.0,-0.2281050145909926,0.954050608882385,0.7259455942913924,0.9540506088823868,106.66844212870737
Arizona,33.32551393530557,W2 2021冬-2022春,0.0094383738130457,0.0140164267848333,0.0050192772240797,15.87221812596006,31.92593548387097,838280.0,240561.0,0.1180257359346867,1.2491547519992547,1.3671804879339415,1.249154751999253,292.4270554336501
Arkansas,34.01505580790345,W2 2021冬-2022春,0.0086047537276318,0.0151292157254041,0.00844654408526,9.855468509984638,24.96655913978495,319707.0,138069.5,-0.272877722651625,0.8528431038067925,0.5799653811551675,0.8528431038067907,78.59766012330138
California,35.366595098919404,W2 2021冬-2022春,0.0038260933590685,0.0099809019280415,0.0027697702171126,12.142903225806451,29.637956989247314,4183118.0,1487030.5,-0.3178746392787328,1.107611134700825,0.7897364954220922,1.107611134700825,120.28158976999977
Colorado,39.51493622068787,W2 2021冬-2022春,0.0042805285758488,0.0119413191168742,0.0035299676651255,0.7248894009216589,20.01089247311828,662535.0,186902.5,-0.4165701447738152,1.277640022985807,0.8610698782119943,1.277640022985807,136.56903408092975
Connecticut,41.37844392575823,W2 2021冬-2022春,0.0059259259259259,0.0099585224604789,0.0035927625313825,2.34236712749616,20.00004301075269,333450.0,94862.0,-0.0093381143607977,1.376643945881023,1.3673058315202251,1.376643945881023,292.4762467309752
Delaware,39.133656095396745,W2 2021冬-2022春,0.0064193014545771,0.0136914349744379,0.0042592752745827,5.903460829493088,22.638236559139784,114810.0,37405.0,-0.1736254336406517,1.150257681468311,0.97663224782766,1.150257681468311,165.5498106489345
District of Columbia,38.90417772999957,W2 2021冬-2022春,0.0018858574456955,0.0043080236941303,0.0018817507809265,5.438021505376344,22.50318817204301,72646.0,19785.0,-0.4119583387936654,1.3632519165401416,,,
Florida,27.573776588401252,W2 2021冬-2022春,0.0057916536018725,0.0164286524236097,0.0064917117928213,19.6503133640553,26.40544086021505,2194192.0,1278876.5,-0.5783587349568178,0.5413499100342793,-0.0370088249225393,0.5413499100342811,-3.633236898066894
Georgia,32.186013835788614,W2 2021冬-2022春,0.0086636666828453,0.0161056069747079,0.0061369186262526,13.754231950844854,25.650333333333336,865338.0,434395.0,-0.1376070797744368,0.6943539014659947,0.5567468216915596,0.6943539014659947,74.49865042870478
Hawaii,20.692486293324656,W2 2021冬-2022春,0.0025881405647897,0.0085106382978723,0.0023801997136322,23.392970814132106,24.36040860215054,156483.0,76454.5,-0.5533109822011495,0.8066906423354929,,,
Idaho,44.062344729583536,W2 2021冬-2022春,0.0070242572765277,0.0186174030373496,0.0053578953705375,-5.590620583717358,11.217225806451614,152614.0,59749.5,-0.3519645329640921,0.9517169532364952,0.5997524202724005,0.9517169532364936,82.16677365536893
Illinois,41.19841161920047,W2 2021冬-2022春,0.0063349279926451,0.0117793483575587,0.0029365160826779,0.8352995391705068,21.49737634408602,1372707.0,457994.5,0.0742925812259045,1.1676774835140051,1.2419700647399117,1.1676774835140051,246.24279572960904
Indiana,40.08967303929022,W2 2021冬-2022春,0.0094408602473421,0.0118923703600495,0.0053800392351423,1.7402227342549923,21.279,666041.0,231861.5,0.1657507462991727,1.056588272104781,1.2223390184039538,1.0565882721047828,239.51197009603936
Iowa,41.95646209273208,W2 2021冬-2022春,0.008232628676133,0.0093220047469987,0.006293736594666,-1.3603302611367127,21.42620430107527,272331.0,89763.5,0.0721390380511683,1.110243632381076,1.1823826704322435,1.110243632381076,226.2137549153365
Kansas,38.43880632992502,W2 2021冬-2022春,0.005633701950908,0.0113868613138686,0.0097666050644375,4.517428571428572,23.83397311827957,335126.0,90516.0,-0.6269477809849375,1.3137380909074174,0.6867903099224826,1.3137380909074174,98.73265830386498
Kentucky,37.751990303875296,W2 2021冬-2022春,0.0082416323999393,0.011455522880708,0.0052498916939072,5.46347311827957,22.34732258064516,567606.0,250563.5,0.0608587270761367,0.8178043325718285,0.8786630596479643,0.8178043325718285,140.7678630987631
Louisiana,30.71736722204497,W2 2021冬-2022春,0.0052136191294036,0.0139172625127681,0.0037969615103162,13.655437788018435,25.95029032258065,473951.0,249615.5,-0.332391295501564,0.6496443979802056,0.3172531024786433,0.6496443979802038,37.33501262611733
Maine,44.43607672355733,W2 2021冬-2022春,0.0076483870722491,0.0102515985543508,0.0065179411369439,-2.4448433179723503,18.291849462365597,131531.0,36711.0,-0.0665013143577581,1.300089353261786,1.2335880389040277,1.300089353261786,243.3527089822493
Maryland,39.13330786841944,W2 2021冬-2022春,0.0073161152027409,0.0211681324244457,0.0043707293854891,4.984118279569893,22.085516129032257,450649.0,151719.0,-0.2736339058345436,1.1963313711501264,0.9226974653155846,1.1963313711501264,151.6068251142817
Massachusetts,38.45458355915479,W2 2021冬-2022春,0.0052784531652415,0.0086519540080339,0.0049176589901272,15.035064516129031,23.52510752688173,846839.0,208408.5,-0.2116758036163224,1.4939918559998748,1.2823160523835533,1.4939918559998766,260.49793853950814
Michigan,42.12277369271249,W2 2021冬-2022春,0.0099728699104113,0.0146163101541688,0.0070059797036231,0.1646728110599077,20.53187096774193,1112418.0,311909.0,-0.0145826362453016,1.3238977530033065,1.3093151167580075,1.3238977530033085,270.3636284962677
Minnesota,45.198362871237634,W2 2021冬-2022春,0.0053940809968847,0.0088112239617983,0.0042355712603062,-6.000539170506913,20.12564516129032,642000.0,173766.0,-0.1244700434240533,1.332025146778017,1.2075551033539649,1.3320251467780189,234.5295743766398
Mississippi,32.63286564690713,W2 2021冬-2022春,0.0075902701212789,0.0152866386392738,0.0038494110401108,11.208929339477724,25.01049462365592,290240.0,153192.0,-0.0105824777791516,0.6507207569865479,0.6401382792073971,0.6507207569865479,89.67431413100586
Missouri,38.44238219375495,W2 2021冬-2022春,0.0133595539145721,0.0129118565976125,0.0053728871781772,4.788924731182796,23.22603225806452,556306.0,230518.5,0.4724760684534486,0.8810995524832386,1.353575620936688,0.8810995524832386,287.1242910320848
Montana,46.80225530131097,W2 2021冬-2022春,0.0073933904123753,0.0150653780557134,0.0050069389643255,-4.608301075268817,13.489677419354836,96708.0,39482.5,-0.1610255916571032,0.8982409738765558,0.7372153822194543,0.8982409738765558,109.01072536992204
Nebraska,41.06418080842873,W2 2021冬-2022春,0.0056333794575993,0.014842459730176,0.0058365386455403,1.504930875576037,22.48320430107527,192957.0,49440.0,-0.5021054277631007,1.363333448771769,0.8612280210086674,1.363333448771769,136.60644872793605
Nevada,36.67590885162251,W2 2021冬-2022春,0.0100650023825719,0.0185113476449976,0.0055962753678385,12.380070660522271,32.04932258064516,274913.0,117269.0,-0.0111783011024293,0.856721798772023,0.8455434976695937,0.8567217987720213,132.9243408979972
New Hampshire,42.919692985787975,W2 2021冬-2022春,0.0047619047619047,0.007800803719171,0.0053503752693765,0.5444393241167436,19.683688172043013,170100.0,32876.5,-0.3050489875169377,1.6703105159940712,1.3652615284771343,1.6703105159940748,291.67472590032014
New Jersey,40.41826378837028,W2 2021冬-2022春,0.0051044570332404,0.0110265845551551,0.0026042862210721,4.082382488479263,22.00317204301075,1000890.0,318278.5,-0.0486197983669596,1.29334864704259,1.2447288486756314,1.293348647042592,247.19932361253646
New Mexico,34.22559203172522,W2 2021冬-2022春,0.0089553222968155,0.0152285182036859,0.0098075845320381,6.4991935483870975,21.569268817204303,242649.0,75822.5,-0.3109149173187004,1.2012964267070956,0.890381509388396,1.2012964267070974,143.6058853352188
New York,41.33499323866982,W2 2021冬-2022春,0.0045227081572529,0.0085646429769663,0.0039750690050577,1.498067588325653,20.049881720430108,2436151.0,665862.0,-0.2547313130775457,1.4001153344530977,1.1453840213755502,1.4001153344530977,214.36483532329805
North Carolina,35.5443369351402,W2 2021冬-2022春,0.0041376987241372,0.0111350827963205,0.0041844958683199,9.151983102918583,23.619838709677417,1151848.0,482556.5,-0.500603716185716,0.8770638091302345,0.3764600929445176,0.8770638091302345,45.711738899942425
Ohio,40.39834667583883,W2 2021冬-2022春,0.0099532228681104,0.0152695662354387,0.0035505766888745,1.7216159754224272,20.36432258064516,1127474.0,394174.0,0.3014105298829657,1.0598967838193598,1.3613073137023228,1.059896783819358,290.1290179568716
Oklahoma,35.589254707587955,W2 2021冬-2022春,0.0094250924784217,0.021890487126798,0.0108644946691636,8.516672811059909,26.62556451612903,389280.0,156686.5,-0.492400588348409,0.9116220106132538,0.4192214222648474,0.9116220106132538,52.07770514118077
Oregon,44.66039539962666,W2 2021冬-2022春,0.0075582646955608,0.0114429710414342,0.0061049779494422,1.2046973886328725,14.024752688172043,339099.0,159353.5,-0.1005984509425887,0.7591035167982607,0.658505065855671,0.7591035167982607,93.19021081663534
Pennsylvania,40.47103564303458,W2 2021冬-2022春,0.0097082768599963,0.0137352169252628,0.0061802875537666,2.818572964669739,21.223956989247316,1200419.0,357547.5,0.052314849626005,1.2347356699271153,1.2870505195531212,1.2347356699271153,262.2087508909968
Puerto Rico,17.84316234446089,W2 2021冬-2022春,0.0031380187199047,0.0150937271768238,0.0022139605824456,25.89572811059908,27.40855913978495,295728.0,234451.0,-0.6109395147099894,0.7208963606727252,0.1099568459627367,0.720896360672727,11.622989959281371
Rhode Island,39.0407267199561,W2 2021冬-2022春,0.0034422650764061,0.0069079627714581,0.0023034626244612,12.7217465437788,22.49762365591398,181857.0,39003.5,-0.1474144182539403,1.6176271003431442,1.470212682089203,1.6176271003431424,335.0160243851887
South Carolina,34.0646144999731,W2 2021冬-2022春,0.0063714123589287,0.0134181475063413,0.002720250468345,11.305933947772658,24.9155376344086,570988.0,256264.5,0.0531551442706836,0.8050144879330325,0.8581696322037189,0.8050144879330361,135.88391966456305
South Dakota,44.01934382882592,W2 2021冬-2022春,0.0072131385624553,0.0089533245466527,0.0055180610382444,-1.851755760368664,21.39083064516129,82627.0,22781.0,0.0258784342202282,1.2889931432483372,1.3148715774685655,1.2889931432483372,272.4272674014355
Tennessee,34.318710119315035,W2 2021冬-2022春,0.0126275114453758,0.0097574308870133,0.0055044928737049,9.882407066052227,24.068172043010755,738071.0,349594.5,0.5440809908039359,0.7532759022109534,1.297356893014889,0.7532759022109534,265.9611129561871
Texas,30.47745530398597,W2 2021冬-2022春,0.0059379711720085,0.0160194412530258,0.0023680547345129,13.84610906298003,27.86105376344086,2440059.0,1161234.0,-0.0365684254696523,0.7425412615569353,0.7059728360872839,0.7425412615569336,102.58165140176291
Utah,40.2422809672315,W2 2021冬-2022春,0.0034705322188128,0.0074569806874094,0.0026562926820078,-4.1632642089093705,14.020397849462366,378040.0,108667.0,-0.2487330510127199,1.2469774074800526,0.9982443564673292,1.2469774074800508,171.35136813549798
Vermont,42.80521247210115,W2 2021冬-2022春,0.0029039347007115,0.0081665172791554,0.0043008440406429,1.73158064516129,19.037767025089607,76448.0,14321.0,-0.7133603034341309,1.7216647443373445,1.0083044409032116,1.7216647443373407,174.09496307026097
Virginia,37.79910130949367,W2 2021冬-2022春,0.0075686717196151,0.012307781413802,0.0045866567159537,6.9036374807987695,23.37313978494624,744120.0,296544.0,0.0073260497053828,0.967602116272321,0.9749281659777064,0.9676021162723244,165.09767738180844
Washington,47.214833468969495,W2 2021冬-2022春,0.0048537233130912,0.0106643727463411,0.0051970182382957,0.2167296466973888,15.25605376344086,729337.0,286326.5,-0.4277506868470082,0.9411855278802984,0.5134348410332912,0.9411855278802967,67.10210403953415
West Virginia,38.71626293256997,W2 2021冬-2022春,0.0093057534952072,0.0167867080418179,0.0057571914568109,4.57178801843318,20.3972688172043,225237.0,93342.5,-0.054885709110108,0.8829558176378445,0.8280701085277347,0.8829558176378463,128.88971519492958
Wisconsin,43.71278661459717,W2 2021冬-2022春,0.0065252994082267,0.0098921944507527,0.0034019052231548,-3.247619047619048,19.828795698924733,702803.0,202873.5,0.1176460178385259,1.2780600500191728,1.395706067857699,1.2780600500191728,303.78245445029376
Wyoming,42.7794419243857,W2 2021冬-2022春,0.0086488925657127,0.0134319162045594,0.0042620675983744,-3.339202764976958,16.980397849462367,53186.0,26319.0,0.1337372478974385,0.7314944717844316,0.8652317196818693,0.7314944717844298,137.55564853985186
