region,ym,confirmed,deaths,raw_deaths,days,dim,month,lat,south,season,epoch,pop,deaths_pm,cases_pm,cfr,temp_c,amplitude,date,cal_month,annual_t
Alabama,2021-01-01,98413.0,3213.0,2861.0,31,31,1,33.06935820714117,False,cold,E2020,4903185,655.2883482878985,20071.239408670077,0.032648125755743655,7.583870967741936,20.993548387096773,2021-01-01,2021-01,18.933606758832564
Alabama,2021-02-01,33613.0,844.0,2241.0,28,28,2,33.06935820714117,False,cold,E2020,4903185,172.13301150170756,6855.339947401536,0.025109332698658258,7.814285714285715,20.993548387096773,2021-02-01,2021-02,18.933606758832564
Alabama,2021-03-01,22136.0,371.0,624.0,31,31,3,33.06935820714117,False,cold,E2020,4903185,75.66510339707762,4514.616519670378,0.016760028912179255,14.693548387096774,20.993548387096773,2021-03-01,2021-03,18.933606758832564
Alabama,2021-04-01,12534.0,273.0,343.0,30,30,4,33.06935820714117,False,transition,E2020,4903185,55.678094952566546,2556.2975902398134,0.021780756342747728,15.876666666666667,20.993548387096773,2021-04-01,2021-04,18.933606758832564
Alabama,2021-05-01,15483.0,231.0,250.0,31,31,5,33.06935820714117,False,warm,E2020,4903185,47.11223419063323,3157.7433851669884,0.014919589226894013,20.625806451612902,20.993548387096773,2021-05-01,2021-05,18.933606758832564
Alabama,2021-06-01,7578.0,151.0,206.0,30,30,6,33.06935820714117,False,warm,E2020,4903185,30.79630892980787,1545.5260203316823,0.01992610187384534,24.259999999999998,20.993548387096773,2021-06-01,2021-06,18.933606758832564
Alabama,2021-07-01,34624.0,538.0,184.0,31,31,7,33.06935820714117,False,warm,E2020,4903185,109.72459737905055,7061.532452885216,0.015538354898336415,25.361290322580647,20.993548387096773,2021-07-01,2021-07,18.933606758832564
Alabama,2021-08-01,114122.0,1460.0,747.0,31,31,8,33.06935820714117,False,warm,E2020,4903185,297.76563601006285,23275.075282698897,0.01279332644012548,25.88064516129032,20.993548387096773,2021-08-01,2021-08,18.933606758832564
Alabama,2021-09-01,96746.0,1860.0,2016.0,30,30,9,33.06935820714117,False,warm,E2021,4903185,379.34526231418965,19731.25631604763,0.019225601058441694,22.62,20.993548387096773,2021-09-01,2021-09,18.933606758832564
Alabama,2021-10-01,35572.0,753.0,1274.0,31,31,10,33.06935820714117,False,transition,E2021,4903185,153.5736465175187,7254.876167225997,0.021168334645226584,19.02258064516129,20.993548387096773,2021-10-01,2021-10,18.933606758832564
Alaska,2020-06-01,658.0,6.0,4.0,30,30,6,61.5692043399056,False,warm,E2019,740995,8.09722062901909,887.9951956490935,0.00911854103343465,12.986666666666668,26.589999999999996,2020-06-01,2020-06,5.171203126411855
Alaska,2020-07-01,2574.0,12.0,9.0,31,31,7,61.5692043399056,False,warm,E2019,740995,16.19444125803818,3473.7076498491892,0.004662004662004662,16.096774193548388,26.589999999999996,2020-07-01,2020-07,5.171203126411855
Alaska,2020-08-01,2456.0,15.0,14.0,31,31,8,61.5692043399056,False,warm,E2019,740995,20.243051572547724,3314.462310811814,0.0061074918566775245,14.667741935483871,26.589999999999996,2020-08-01,2020-08,5.171203126411855
Alaska,2020-09-01,2674.0,23.0,19.0,30,30,9,61.5692043399056,False,warm,E2020,740995,31.039345744573176,3608.6613269995073,0.008601346297681375,9.826666666666666,26.589999999999996,2020-09-01,2020-09,5.171203126411855
Alaska,2020-10-01,7519.0,36.0,26.0,31,31,10,61.5692043399056,False,transition,E2020,740995,48.58332377411453,10147.166984932423,0.0047878707274903575,2.5903225806451613,26.589999999999996,2020-10-01,2020-10,5.171203126411855
Alaska,2020-11-01,16233.0,80.0,40.0,30,30,11,61.5692043399056,False,cold,E2020,740995,107.96294172025452,21907.030411811145,0.004928232612579314,-4.17,26.589999999999996,2020-11-01,2020-11,5.171203126411855
Alaska,2020-12-01,14416.0,70.0,84.0,31,31,12,61.5692043399056,False,cold,E2020,740995,94.4675740052227,19454.922097989864,0.004855715871254162,-4.622580645161291,26.589999999999996,2020-12-01,2020-12,5.171203126411855
Alaska,2021-01-01,7336.0,35.0,56.0,31,31,1,61.5692043399056,False,cold,E2020,740995,47.23378700261135,9900.20175574734,0.004770992366412214,-4.203225806451614,26.589999999999996,2021-01-01,2021-01,5.171203126411855
Alaska,2021-02-01,3946.0,21.0,28.0,28,28,2,61.5692043399056,False,cold,E2020,740995,28.340272201566812,5325.272100351554,0.0053218449062341616,-9.546428571428573,26.589999999999996,2021-02-01,2021-02,5.171203126411855
Alaska,2021-03-01,4605.0,24.0,23.0,31,31,3,61.5692043399056,False,cold,E2020,740995,32.38888251607636,6214.616832772151,0.005211726384364821,-7.487096774193549,26.589999999999996,2021-03-01,2021-03,5.171203126411855
Alaska,2021-04-01,5247.0,35.0,34.0,30,30,4,61.5692043399056,False,transition,E2020,740995,47.23378700261135,7081.019440077193,0.006670478368591576,1.1700000000000002,26.589999999999996,2021-04-01,2021-04,5.171203126411855
Alaska,2021-05-01,2060.0,4.0,22.0,31,31,5,61.5692043399056,False,warm,E2020,740995,5.3981470860127265,2780.045749296554,0.001941747572815534,8.90967741935484,26.589999999999996,2021-05-01,2021-05,5.171203126411855
Alaska,2021-06-01,1067.0,9.0,8.0,30,30,6,61.5692043399056,False,warm,E2020,740995,12.145830943528633,1439.9557351938947,0.008434864104967198,13.563333333333333,26.589999999999996,2021-06-01,2021-06,5.171203126411855
Alaska,2021-07-01,4211.0,32.0,12.0,31,31,7,61.5692043399056,False,warm,E2020,740995,43.18517668810181,5682.899344799897,0.00759914509617668,14.951612903225806,26.589999999999996,2021-07-01,2021-07,5.171203126411855
Alaska,2021-08-01,13061.0,66.0,55.0,31,31,8,61.5692043399056,False,warm,E2020,740995,89.06942691920999,17626.299772603055,0.005053211852078707,13.258064516129032,26.589999999999996,2021-08-01,2021-08,5.171203126411855
Alaska,2021-09-01,26118.0,212.0,133.0,30,30,9,61.5692043399056,False,warm,E2021,740995,286.1017955586745,35247.201398120094,0.008117007427827552,7.786666666666666,26.589999999999996,2021-09-01,2021-09,5.171203126411855
Alaska,2021-10-01,23222.0,170.0,148.0,31,31,10,61.5692043399056,False,transition,E2021,740995,229.42125115554086,31338.942907846882,0.007320644216691069,2.1322580645161286,26.589999999999996,2021-10-01,2021-10,5.171203126411855
Arizona,2020-03-01,1288.0,207.0,25.0,31,31,3,33.32551393530557,False,cold,E2019,7278717,28.43907793090458,176.95426268118405,0.16071428571428573,16.44516129032258,26.1741935483871,2020-03-01,2020-03,25.799668970814132
Arizona,2020-04-01,6366.0,556.0,295.0,30,30,4,33.32551393530557,False,transition,E2019,7278717,76.38708854870988,874.6046865127466,0.08733898837574615,22.509999999999998,26.1741935483871,2020-04-01,2020-04,25.799668970814132
Arizona,2020-05-01,12281.0,585.0,587.0,31,31,5,33.32551393530557,False,warm,E2019,7278717,80.37130719603469,1687.2479037170974,0.047634557446462014,29.84193548387097,26.1741935483871,2020-05-01,2020-05,25.799668970814132
Arizona,2020-06-01,59292.0,1569.0,738.0,30,30,6,33.32551393530557,False,warm,E2019,7278717,215.55996750526225,8145.9411047304075,0.026462254604331107,32.68333333333333,26.1741935483871,2020-06-01,2020-06,25.799668970814132
Arizona,2020-07-01,94782.0,1770.0,2049.0,31,31,7,33.32551393530557,False,warm,E2019,7278717,243.17472433672035,13021.800407956513,0.018674431854149524,36.20322580645161,26.1741935483871,2020-07-01,2020-07,25.799668970814132
Arizona,2020-08-01,27825.0,790.0,1335.0,31,31,8,33.32551393530557,False,warm,E2019,7278717,108.53561142712377,3822.789098683188,0.02839173405211141,36.690322580645166,26.1741935483871,2020-08-01,2020-08,25.799668970814132
Arizona,2020-09-01,16672.0,376.0,621.0,30,30,9,33.32551393530557,False,warm,E2020,7278717,51.6574555653146,2290.5135616620346,0.022552783109404992,32.74666666666666,26.1741935483871,2020-09-01,2020-09,25.799668970814132
Arizona,2020-10-01,27439.0,603.0,329.0,31,31,10,33.32551393530557,False,transition,E2020,7278717,82.84427049437421,3769.7577746187962,0.021976019534239586,26.68064516129032,26.1741935483871,2020-10-01,2020-10,25.799668970814132
Arizona,2020-11-01,80871.0,1515.0,660.0,30,30,11,33.32551393530557,False,cold,E2020,7278717,208.14107761024368,11110.61193888978,0.018733538598508737,19.216666666666665,26.1741935483871,2020-11-01,2020-11,25.799668970814132
Arizona,2020-12-01,193390.0,3800.0,2225.0,31,31,12,33.32551393530557,False,cold,E2020,7278717,522.070029649456,26569.24290366008,0.019649413103056002,12.370967741935484,26.1741935483871,2020-12-01,2020-12,25.799668970814132
Arizona,2021-01-01,238197.0,3730.0,4256.0,31,31,1,33.32551393530557,False,cold,E2020,7278717,512.4529501559134,32725.13548747671,0.01565930721209755,12.438709677419356,26.1741935483871,2021-01-01,2021-01,25.799668970814132
Arizona,2021-02-01,58378.0,1243.0,2859.0,28,28,2,33.32551393530557,False,cold,E2020,7278717,170.77185443533523,8020.369523914723,0.021292267635068005,15.257142857142856,26.1741935483871,2021-02-01,2021-02,25.799668970814132
Arizona,2021-03-01,25029.0,454.0,988.0,31,31,3,33.32551393530557,False,cold,E2020,7278717,62.37362985811922,3438.655466341115,0.018138958807782973,16.700000000000003,26.1741935483871,2021-03-01,2021-03,25.799668970814132
Arizona,2021-04-01,20686.0,332.0,357.0,30,30,4,33.32551393530557,False,transition,E2020,7278717,45.61243416937353,2841.9843771917494,0.01604950207870057,24.256666666666668,26.1741935483871,2021-04-01,2021-04,25.799668970814132
Arizona,2021-05-01,18953.0,312.0,304.0,31,31,5,33.32551393530557,False,warm,E2020,7278717,42.8646971712185,2603.892966301616,0.016461773861657786,27.89032258064516,26.1741935483871,2021-05-01,2021-05,25.799668970814132
Arizona,2021-06-01,13425.0,284.0,308.0,30,30,6,33.32551393530557,False,warm,E2020,7278717,39.017865373801456,1844.4184600115652,0.021154562383612664,34.65333333333333,26.1741935483871,2021-06-01,2021-06,25.799668970814132
Arizona,2021-07-01,32360.0,470.0,310.0,31,31,7,33.32551393530557,False,warm,E2020,7278717,64.57181945664325,4445.838463014842,0.014524103831891224,33.012903225806454,26.1741935483871,2021-07-01,2021-07,25.799668970814132
Arizona,2021-08-01,84688.0,987.0,540.0,31,31,8,33.32551393530557,False,warm,E2020,7278717,135.60082085895084,11635.017544987668,0.011654543737011146,32.42580645161291,26.1741935483871,2021-08-01,2021-08,25.799668970814132
Arizona,2021-09-01,81660.0,1186.0,1198.0,30,30,9,33.32551393530557,False,warm,E2021,7278717,162.9408039905934,11219.010163466995,0.014523634582414891,30.956666666666667,26.1741935483871,2021-09-01,2021-09,25.799668970814132
Arizona,2021-10-01,75317.0,1170.0,1170.0,31,31,10,33.32551393530557,False,transition,E2021,7278717,160.74261439206938,10347.565374502126,0.015534341516523494,23.01290322580645,26.1741935483871,2021-10-01,2021-10,25.799668970814132
Arkansas,2020-03-01,523.0,42.0,8.0,31,31,3,34.01505580790345,False,cold,E2019,3017804,13.91740484140123,173.30482695363915,0.08030592734225621,15.603225806451613,23.510253456221196,2020-03-01,2020-03,18.68819162826421
Arkansas,2020-04-01,2758.0,68.0,53.0,30,30,4,34.01505580790345,False,transition,E2019,3017804,22.53294117179247,913.9095845853475,0.024655547498187092,15.73,23.510253456221196,2020-04-01,2020-04,18.68819162826421
Arkansas,2020-05-01,3972.0,115.0,72.0,31,31,5,34.01505580790345,False,warm,E2019,3017804,38.10717992288432,1316.1888578582307,0.028952668680765358,20.296774193548387,23.510253456221196,2020-05-01,2020-05,18.68819162826421
Arkansas,2020-06-01,13524.0,149.0,137.0,30,30,6,34.01505580790345,False,warm,E2019,3017804,49.37365050878056,4481.404358931196,0.011017450458444248,24.996666666666666,23.510253456221196,2020-06-01,2020-06,18.68819162826421
Arkansas,2020-07-01,21734.0,289.0,183.0,31,31,7,34.01505580790345,False,warm,E2019,3017804,95.76499998011799,7201.925638643199,0.013297138124597405,27.44193548387097,23.510253456221196,2020-07-01,2020-07,18.68819162826421
Arkansas,2020-08-01,18713.0,534.0,344.0,31,31,8,34.01505580790345,False,warm,E2019,3017804,176.94986155495852,6200.8665904081245,0.0285363116549992,26.24516129032258,23.510253456221196,2020-08-01,2020-08,18.68819162826421
Arkansas,2020-09-01,22473.0,554.0,572.0,30,30,9,34.01505580790345,False,warm,E2020,3017804,183.577197193721,7446.805690495473,0.02465180438748721,23.613333333333333,23.510253456221196,2020-09-01,2020-09,18.68819162826421
Arkansas,2020-10-01,28493.0,586.0,556.0,31,31,10,34.01505580790345,False,transition,E2020,3017804,194.180934215741,9441.633717762983,0.020566454918751975,17.567741935483873,23.510253456221196,2020-10-01,2020-10,18.68819162826421
Arkansas,2020-11-01,45169.0,958.0,577.0,30,30,11,34.01505580790345,False,cold,E2020,3017804,317.4493770967233,14967.506173363148,0.02120923642321061,13.553333333333335,23.510253456221196,2020-11-01,2020-11,18.68819162826421
Arkansas,2020-12-01,67779.0,1201.0,1174.0,31,31,12,34.01505580790345,False,cold,E2020,3017804,397.97150510768756,22459.709112984143,0.017719352601838326,7.074193548387097,23.510253456221196,2020-12-01,2020-12,18.68819162826421
Arkansas,2021-01-01,70130.0,747.0,1192.0,31,31,1,34.01505580790345,False,cold,E2020,3017804,247.53098610777903,23238.752417320673,0.010651646941394553,6.783870967741936,23.510253456221196,2021-01-01,2021-01,18.68819162826421
Arkansas,2021-02-01,27147.0,296.0,375.0,28,28,2,34.01505580790345,False,cold,E2020,3017804,98.08456745368487,8995.614029274268,0.0109035989243747,4.660714285714286,23.510253456221196,2021-02-01,2021-02,18.68819162826421
Arkansas,2021-03-01,7983.0,169.0,383.0,31,31,3,34.01505580790345,False,cold,E2020,3017804,56.000986147543045,2645.301020212048,0.021169986220719028,14.33548387096774,23.510253456221196,2021-03-01,2021-03,18.68819162826421
Arkansas,2021-04-01,5327.0,103.0,113.0,30,30,4,34.01505580790345,False,transition,E2020,3017804,34.13077853962683,1765.1908473843894,0.01933546085977098,15.633333333333333,23.510253456221196,2021-04-01,2021-04,18.68819162826421
Arkansas,2021-05-01,5656.0,65.0,94.0,31,31,5,34.01505580790345,False,warm,E2020,3017804,21.538840825978095,1874.2105186420324,0.011492220650636492,20.348387096774193,23.510253456221196,2021-05-01,2021-05,18.68819162826421
Arkansas,2021-06-01,8004.0,144.0,76.0,30,30,6,34.01505580790345,False,warm,E2020,3017804,47.71681659908993,2652.259722632749,0.017991004497751123,24.886666666666667,23.510253456221196,2021-06-01,2021-06,18.68819162826421
Arkansas,2021-07-01,37067.0,625.0,232.0,31,31,7,34.01505580790345,False,warm,E2020,3017804,207.10423871132784,12282.772506100462,0.016861359160439203,26.406451612903226,23.510253456221196,2021-07-01,2021-07,18.68819162826421
Arkansas,2021-08-01,66439.0,854.0,793.0,31,31,8,34.01505580790345,False,warm,E2020,3017804,282.98723177515836,22015.677625187058,0.01285389605502792,26.351612903225806,23.510253456221196,2021-08-01,2021-08,18.68819162826421
Arkansas,2021-09-01,43186.0,738.0,757.0,30,30,9,34.01505580790345,False,warm,E2021,3017804,244.54868507033592,14310.405844779847,0.017088871393507156,22.983333333333334,23.510253456221196,2021-09-01,2021-09,18.68819162826421
Arkansas,2021-10-01,17138.0,378.0,685.0,31,31,10,34.01505580790345,False,transition,E2021,3017804,125.25664357261108,5678.963908855579,0.022056249270626677,19.251612903225805,23.510253456221196,2021-10-01,2021-10,18.68819162826421
California,2020-03-01,7998.0,1263.0,170.0,31,31,3,35.366595098919404,False,cold,E2019,39512223,31.964792261878053,202.418375701109,0.1579144786196549,13.993548387096775,25.283870967741937,2020-03-01,2020-03,22.400072196620584
California,2020-04-01,42700.0,2268.0,1831.0,30,30,4,35.366595098919404,False,transition,E2019,39512223,57.39995950113968,1080.678249867136,0.05311475409836065,18.240000000000002,25.283870967741937,2020-04-01,2020-04,22.400072196620584
California,2020-05-01,63154.0,1890.0,2112.0,31,31,5,35.366595098919404,False,warm,E2019,39512223,47.83329958428307,1598.3408475903773,0.029926845488805143,24.45483870967742,25.283870967741937,2020-05-01,2020-05,22.400072196620584
California,2020-06-01,126937.0,2369.0,1877.0,30,30,6,35.366595098919404,False,warm,E2019,39512223,59.95613053712518,3212.600819751397,0.018662801232107267,28.25,25.283870967741937,2020-06-01,2020-06,22.400072196620584
California,2020-07-01,266125.0,3990.0,3134.0,31,31,7,35.366595098919404,False,warm,E2019,39512223,100.98141023348649,6735.257593580599,0.014992954438703616,31.57741935483871,25.283870967741937,2020-07-01,2020-07,22.400072196620584
California,2020-08-01,206717.0,3136.0,3737.0,31,31,8,35.366595098919404,False,warm,E2019,39512223,79.36784523614376,5231.722851938754,0.015170498797873421,32.68709677419355,25.283870967741937,2020-08-01,2020-08,22.400072196620584
California,2020-09-01,107829.0,2195.0,2923.0,30,30,9,35.366595098919404,False,warm,E2020,39512223,55.5524299404769,2729.003630091883,0.020356304890150147,29.133333333333333,25.283870967741937,2020-09-01,2020-09,22.400072196620584
California,2020-10-01,118789.0,1605.0,1852.0,31,31,10,35.366595098919404,False,transition,E2020,39512223,40.62034171046261,3006.3861504324877,0.01351135206121779,22.858064516129033,25.283870967741937,2020-10-01,2020-10,22.400072196620584
California,2020-11-01,318864.0,4141.0,1616.0,30,30,11,35.366595098919404,False,cold,E2020,39512223,104.8030124754054,8070.009120975046,0.012986727883988159,12.84,25.283870967741937,2020-11-01,2020-11,22.400072196620584
California,2020-12-01,1125597.0,12319.0,6632.0,31,31,12,35.366595098919404,False,cold,E2020,39512223,311.77694051787466,28487.311382100674,0.010944414386321214,9.883870967741935,25.283870967741937,2020-12-01,2020-12,22.400072196620584
California,2021-01-01,999035.0,14007.0,14535.0,31,31,1,35.366595098919404,False,cold,E2020,39512223,354.4978980301868,25284.201296393778,0.014020529811267873,10.370967741935484,25.283870967741937,2021-01-01,2021-01,22.400072196620584
California,2021-02-01,242871.0,7512.0,11760.0,28,28,2,35.366595098919404,False,cold,E2020,39512223,190.1183843794362,6146.730848325086,0.030929999876477637,11.757142857142856,25.283870967741937,2021-02-01,2021-02,22.400072196620584
California,2021-03-01,100624.0,3532.0,6198.0,31,31,3,35.366595098919404,False,cold,E2020,39512223,89.3900603871364,2546.654993316878,0.03510096994752743,14.061290322580644,25.283870967741937,2021-03-01,2021-03,22.400072196620584
California,2021-04-01,76783.0,1541.0,2498.0,30,30,4,35.366595098919404,False,transition,E2020,39512223,39.00058976686784,1943.2720857037075,0.020069546644439523,20.123333333333335,25.283870967741937,2021-04-01,2021-04,22.400072196620584
California,2021-05-01,49462.0,949.0,1260.0,31,31,5,35.366595098919404,False,warm,E2020,39512223,24.01788428861621,1251.815166157571,0.019186446160689014,24.848387096774193,25.283870967741937,2021-05-01,2021-05,22.400072196620584
California,2021-06-01,29493.0,988.0,1003.0,30,30,6,35.366595098919404,False,warm,E2020,39512223,25.00492062924427,746.427251131884,0.03349947445156478,30.19,25.283870967741937,2021-06-01,2021-06,22.400072196620584
California,2021-07-01,147806.0,992.0,845.0,31,31,7,35.366595098919404,False,warm,E2020,39512223,25.106155125718946,3740.7664964838855,0.006711500209734381,34.061290322580646,25.283870967741937,2021-07-01,2021-07,22.400072196620584
California,2021-08-01,436912.0,3212.0,1534.0,31,31,8,35.366595098919404,False,warm,E2020,39512223,81.29130066916255,11057.6415809356,0.0073515948291646835,31.770967741935483,25.283870967741937,2021-08-01,2021-08,22.400072196620584
California,2021-09-01,274118.0,3219.0,3446.0,30,30,9,35.366595098919404,False,warm,E2021,39512223,81.46846103799324,6937.549426161115,0.011743117927315973,28.196666666666665,25.283870967741937,2021-09-01,2021-09,22.400072196620584
California,2021-10-01,181066.0,2512.0,2950.0,31,31,10,35.366595098919404,False,transition,E2021,39512223,63.57526378609475,4582.531334670793,0.013873394231937525,18.703225806451613,25.283870967741937,2021-10-01,2021-10,22.400072196620584
Colorado,2020-03-01,2966.0,1053.0,69.0,31,31,3,39.51493622068787,False,cold,E2019,5758736,182.85262599292622,515.0435790076156,0.3550236008091706,3.5677419354838706,30.39677419354839,2020-03-01,2020-03,12.012062211981567
Colorado,2020-04-01,16801.0,477.0,1182.0,30,30,4,39.51493622068787,False,transition,E2019,5758736,82.83067673183838,2917.480502665863,0.028391167192429023,6.55,30.39677419354839,2020-04-01,2020-04,12.012062211981567
Colorado,2020-05-01,9248.0,159.0,361.0,31,31,5,39.51493622068787,False,warm,E2019,5758736,27.610225577279458,1605.907963136355,0.017192906574394463,15.212903225806452,30.39677419354839,2020-05-01,2020-05,12.012062211981567
Colorado,2020-06-01,7266.0,145.0,112.0,30,30,6,39.51493622068787,False,warm,E2019,5758736,25.17913653273913,1261.735214116431,0.019955959262317642,21.28666666666667,30.39677419354839,2020-06-01,2020-06,12.012062211981567
Colorado,2020-07-01,15259.0,85.0,143.0,31,31,7,39.51493622068787,False,warm,E2019,5758736,14.760183484709145,2649.713409331492,0.005570482993643096,24.425806451612903,30.39677419354839,2020-07-01,2020-07,12.012062211981567
Colorado,2020-08-01,9398.0,124.0,98.0,31,31,8,39.51493622068787,False,warm,E2019,5758736,21.532502965928636,1631.9553457564298,0.013194296658863588,24.532258064516128,30.39677419354839,2020-08-01,2020-08,12.012062211981567
Colorado,2020-09-01,15782.0,271.0,130.0,30,30,9,39.51493622068787,False,warm,E2020,5758736,47.058937933602095,2740.53195006682,0.017171461158281588,17.476666666666667,30.39677419354839,2020-09-01,2020-09,12.012062211981567
Colorado,2020-10-01,48289.0,1329.0,511.0,31,31,10,39.51493622068787,False,transition,E2020,5758736,230.77981001386416,8385.347062271998,0.02752179585412827,9.754838709677419,30.39677419354839,2020-10-01,2020-10,12.012062211981567
Colorado,2020-11-01,145650.0,1542.0,1652.0,30,30,11,39.51493622068787,False,cold,E2020,5758736,267.7670933343706,25292.008524092787,0.0105870236869207,5.5600000000000005,30.39677419354839,2020-11-01,2020-11,12.012062211981567
Colorado,2020-12-01,90362.0,609.0,1162.0,31,31,12,39.51493622068787,False,cold,E2020,5758736,105.75237343750435,15691.29058876809,0.006739558664040194,-1.0806451612903225,30.39677419354839,2020-12-01,2020-12,12.012062211981567
Colorado,2021-01-01,52950.0,238.0,475.0,31,31,1,39.51493622068787,False,cold,E2020,5758736,41.328513757185604,9194.726064886461,0.00449480642115203,-0.13548387096774195,30.39677419354839,2021-01-01,2021-01,12.012062211981567
Colorado,2021-02-01,30287.0,125.0,179.0,28,28,2,39.51493622068787,False,cold,E2020,5758736,21.7061521833958,5259.313849428069,0.004127183279955096,-3.257142857142857,30.39677419354839,2021-02-01,2021-02,12.012062211981567
Colorado,2021-03-01,33916.0,222.0,137.0,31,31,3,39.51493622068787,False,cold,E2020,5758736,38.550126277710945,5889.486859616416,0.0065455832055666945,1.096774193548387,30.39677419354839,2021-03-01,2021-03,12.012062211981567
Colorado,2021-04-01,48534.0,272.0,271.0,30,30,4,39.51493622068787,False,transition,E2020,5758736,47.23258715106926,8427.891120551454,0.005604318621996951,5.016666666666667,30.39677419354839,2021-04-01,2021-04,12.012062211981567
Colorado,2021-05-01,26370.0,182.0,245.0,31,31,5,39.51493622068787,False,warm,E2020,5758736,31.604157579024285,4579.129864609178,0.006901782328403489,12.100000000000001,30.39677419354839,2021-05-01,2021-05,12.012062211981567
Colorado,2021-06-01,10215.0,150.0,160.0,30,30,6,39.51493622068787,False,warm,E2020,5758736,26.04738262007496,1773.8267564271048,0.014684287812041116,20.923333333333336,30.39677419354839,2021-06-01,2021-06,12.012062211981567
Colorado,2021-07-01,18298.0,292.0,172.0,31,31,7,39.51493622068787,False,warm,E2020,5758736,50.70557150041259,3177.433381214211,0.015958028199803256,23.503225806451614,30.39677419354839,2021-07-01,2021-07,12.012062211981567
Colorado,2021-08-01,45689.0,516.0,362.0,31,31,8,39.51493622068787,False,warm,E2020,5758736,89.60299621305786,7933.859096857366,0.011293746853728468,22.467741935483872,30.39677419354839,2021-08-01,2021-08,12.012062211981567
Colorado,2021-09-01,57367.0,746.0,559.0,30,30,9,39.51493622068787,False,warm,E2021,5758736,129.54231623050615,9961.734658438936,0.013003991841999756,19.736666666666668,30.39677419354839,2021-09-01,2021-09,12.012062211981567
Colorado,2021-10-01,73818.0,1133.0,898.0,31,31,10,39.51493622068787,False,transition,E2021,5758736,196.74456339029953,12818.43793499129,0.01534855997182259,11.503225806451614,30.39677419354839,2021-10-01,2021-10,12.012062211981567
Connecticut,2020-03-01,3128.0,1419.0,69.0,31,31,3,41.37844392575823,False,cold,E2019,3565287,398.00442432825184,877.34872395967,0.45364450127877237,5.532258064516129,26.9741935483871,2020-03-01,2020-03,12.953563748079878
Connecticut,2020-04-01,24572.0,2160.0,2188.0,30,30,4,41.37844392575823,False,transition,E2019,3565287,605.8418298442734,6892.011779135873,0.08790493244343155,7.036666666666666,26.9741935483871,2020-04-01,2020-04,12.953563748079878
Connecticut,2020-05-01,14501.0,677.0,1687.0,31,31,5,41.37844392575823,False,warm,E2019,3565287,189.88653648359866,4067.2742474869483,0.04668643541824702,12.880645161290323,26.9741935483871,2020-05-01,2020-05,12.953563748079878
Connecticut,2020-06-01,4313.0,146.0,378.0,30,30,6,41.37844392575823,False,warm,E2019,3565287,40.950419980214775,1209.7202833881256,0.0338511476930211,20.116666666666667,26.9741935483871,2020-06-01,2020-06,12.953563748079878
Connecticut,2020-07-01,3296.0,54.0,110.0,31,31,7,41.37844392575823,False,warm,E2019,3565287,15.146045746106836,924.4697551697801,0.016383495145631068,24.070967741935487,26.9741935483871,2020-07-01,2020-07,12.953563748079878
