region,lat,winter,cfr_w,cfr_s1,cfr_s2,temp_w,temp_s,cases_w,cases_s,penalty_cfr,penalty_cases,penalty_deaths
Afghanistan,33.93911,W1 2020冬-2021春,0.057605820105820105,0.03421536493724518,0.04597135042806694,-8.870751152073732,9.580731182795699,15120.0,66478.0,0.37327700808801856,-1.3757032239435762,-1.0024262158555572
Albania,41.1533,W1 2020冬-2021春,0.015333422834237932,0.03500639386189258,0.01166323377960865,9.252281105990786,23.46497311827957,104282.0,25676.0,-0.27595115949723326,1.5540293544014467,1.2780781949042144
Algeria,28.0339,W1 2020冬-2021春,0.014194092827004219,0.027586061779311506,0.03017809011581396,17.34695238095238,35.02110752688172,59250.0,64387.5,-0.7093875227409647,-0.04762320769598638,-0.7570107304369529
Argentina,-38.4161,W1 2020冬-2021春,0.020835148917376048,0.03959827103310728,0.017206549218942952,22.202184331797234,12.327193548387097,1181897.0,1513056.0,-0.22539635589677953,-0.0987349014736445,-0.3241312573704249
Armenia,40.0691,W1 2020冬-2021春,0.01896407523389026,0.023398836270266912,0.038700063550500735,-7.256855606758833,9.79747311827957,102826.0,46963.0,-0.461717353399417,0.7840793585220656,0.32236200512264723
Austria,47.5162,W1 2020冬-2021春,0.019601454678949602,0.020326754309896285,0.007904354926942195,-0.18599846390168973,12.751032258064516,435835.0,77481.0,0.4359278674056828,1.9779043659765119,2.413832233382193
Azerbaijan,40.1431,W1 2020冬-2021春,0.015200248009145337,0.016733897202342224,0.012737191506920804,6.272357910906298,27.009946236559145,206444.0,101609.0,0.040330437216012704,0.9533299740478398,0.9936604112638525
Bahrain,26.0275,W1 2020冬-2021春,0.00463375796178344,0.0044527011087520645,0.004789906545865903,20.899675883256528,34.783903225806455,62800.0,82973.5,0.003357291827617459,-0.2616138806956112,-0.25825658886799463
Bangladesh,23.685,W1 2020冬-2021春,0.023206015392095714,0.01490112756174609,0.019247495227660366,21.52657142857143,28.177849462365593,203611.0,576295.5,0.3150026194073745,-0.9612786152667585,-0.6462759958593818
Belarus,53.7098,W1 2020冬-2021春,0.006174857270793687,0.011609188285555074,0.009807748065213997,-1.9594086021505377,16.367129032258063,223325.0,121976.0,-0.5469990169723591,0.729825919131704,0.18282690215934494
Belgium,50.8333,W1 2020冬-2021春,0.016943056854888533,0.025481532323795634,0.004184905290018647,5.81242089093702,16.614118279569894,453224.0,162329.0,0.4951391047980165,1.2225253981542572,1.717664502952271
Bolivia,-16.2902,W1 2020冬-2021春,0.0303932524071211,0.06262672948473283,0.023048807145435227,26.010433179723503,23.186817204301075,130654.0,165428.5,-0.22318247297151617,-0.2177772241133944,-0.44095969708490834
Bosnia and Herzegovina,43.9159,W1 2020冬-2021春,0.04925712755989827,0.03920348475420037,0.06240017624056837,-2.57742242703533,11.349419354838709,119536.0,31013.0,-0.004112790512550202,1.3640370058116282,1.3599242152990794
Botswana,-22.3285,W1 2020冬-2021春,0.02020719147142083,0.0064516129032258064,0.01190602180124881,23.97226574500768,18.44184229390681,33206.0,67615.5,0.835351320532649,0.520193051225947,1.3555443717585947
Brazil,-14.235,W1 2020冬-2021春,0.03127104920554321,0.027834259091306924,0.021887724281061935,22.186622119815667,18.629870967741937,7225629.0,5743718.0,0.23659595003341272,0.24534427883382293,0.48194022886723786
Bulgaria,42.7339,W1 2020冬-2021春,0.043234905396685175,0.05500077611631397,0.06203595753819721,0.7271781874039938,15.757043010752689,289789.0,58554.5,-0.30088257249138417,1.8970312754417016,1.5961487029503152
Burma,21.9162,W1 2020冬-2021春,0.014733416547788872,0.08955453149001535,0.04795507674493166,24.734715821812596,29.5417311827957,89728.0,167139.5,-1.4924380523913001,0.3274157278912586,-1.1650223245000424
Canada,52.18975974959941,W1 2020冬-2021春,0.016043718402057337,0.023664875742790425,0.008752910945153779,-2.1267188940092163,19.013376344086023,752818.0,251921.0,0.10862827756919025,1.3013496830224422,1.4099779605916325
Chile,-35.6751,W1 2020冬-2021春,0.022154128939462003,0.02951341712910043,0.019277705534199233,19.46878648233487,11.396161290322581,485282.0,450654.0,-0.07387323898917098,0.0741011728199048,0.0002279338307324963
China,23.65995342661174,W1 2020冬-2021春,0.015668416177832663,0.012172714745062011,0.005571360834518729,17.435551459293396,27.361612903225804,12956.0,8572.0,0.6432288328160558,0.4131837983146678,1.0564126311307245
Colombia,4.5709,W1 2020冬-2021春,0.027266319519769284,0.03636056620001652,0.019064118999615267,12.977350230414748,12.97179569892473,1332193.0,1460362.5,0.035005811743621607,0.01373579723175311,0.048741608975376494
Costa Rica,9.7489,W1 2020冬-2021春,0.014158231344751061,0.017736667380595417,0.01087861049666778,17.25472350230415,18.785900537634408,106793.0,177949.0,0.019079864552398185,-0.3053968490985337,-0.2863169845461355
