region,lat,winter,cfr_w,cfr_s1,cfr_s2,temp_w,temp_s,cases_w,cases_s,penalty_cfr,penalty_cases,penalty_deaths_pm,penalty_cases_pm
Alabama,33.06935820714117,W1 2020冬-2021春,0.022708414264625904,0.015719754717620354,0.01615323604651596,10.34847004608295,24.01822580645161,321775.0,208069.0,0.3542162344216817,0.48012625934594944,0.8343424937676307,0.48012625934594766
Alaska,61.5692043399056,W1 2020冬-2021春,0.004834966477565756,0.006816551064338675,0.007567125996947353,-6.005866359447006,12.544166666666666,46536.0,27439.5,-0.39570929106372255,0.85846847155182,0.4627591804880957,0.85846847155182
Arizona,33.32551393530557,W1 2020冬-2021春,0.017886601830951643,0.023926735340428357,0.0148169945388297,15.196697388632874,32.71045161290323,595865.0,220969.0,-0.05133370292215478,0.9930409307542121,0.9417072278320564,0.9930409307542121
Arkansas,34.01505580790345,W1 2020冬-2021春,0.015017781199589382,0.02176183844011142,0.015678008381560568,9.281519201228878,24.357032258064518,218208.0,120384.0,-0.20697353560405585,0.6531564562689933,0.44618292066494014,0.6531564562689951
California,35.366595098919404,W1 2020冬-2021春,0.014867647581208551,0.017574815572122135,0.010347721400610584,11.782654377880183,29.517,2786991.0,854276.5,0.09757090656880685,1.1872644254098184,1.2848353319786252,1.1872644254098184
Colorado,39.51493622068787,W1 2020冬-2021春,0.006594651225347925,0.016294137271083173,0.013239288586099697,0.4367004608294932,20.16652688172043,353165.0,107446.0,-0.8007381916328162,1.3147177454097392,0.5139795537769238,1.314717745409741
Connecticut,41.37844392575823,W1 2020冬-2021春,0.013027479251682211,0.02606365159128978,0.010036781969009234,2.4130506912442398,19.800344086021507,239417.0,40481.0,-0.21633819796065712,1.8131047298938796,1.5967665319332234,1.8131047298938778
Delaware,39.133656095396745,W1 2020冬-2021春,0.011581795536212795,0.01498834939227911,0.014461797044610968,5.86073425499232,22.5257311827957,69851.0,22218.5,-0.2399573239744921,1.187897107716731,0.9479397837422372,1.1878971077167293
District of Columbia,38.90417772999957,W1 2020冬-2021春,0.015634748779682166,0.01735890211760429,0.003769520732364028,5.305566820276498,22.28216666666667,27247.0,12001.0,0.6589692570419778,0.8234232261487637,,
Florida,27.573776588401255,W1 2020冬-2021春,0.013215550180530725,0.021115414683736955,0.0168392390362628,19.115261136712746,26.436526881720432,1255188.0,1011057.5,-0.3554633934833795,0.2756307319381115,-0.0798326615452698,0.2756307319381115
Georgia,32.186013835788614,W1 2020冬-2021春,0.015275674840216498,0.020232244089360505,0.016966578828033412,13.49598924731183,25.660236559139786,698758.0,385145.5,-0.1929998323058748,0.6259768651481963,0.4329770328423219,0.6259768651481998
Hawaii,20.692486293324656,W1 2020冬-2021春,0.015643180349062702,0.01601027397260274,0.008664976298092823,23.53009370199693,24.621354838709678,15470.0,28517.5,0.28377514794328285,-0.39729653614851834,,
Idaho,44.062344729583536,W1 2020冬-2021春,0.009764681526464702,0.01290435303514377,0.020368615967616913,-6.527748079877112,11.078967741935486,115928.0,54865.0,-0.5070080411394517,0.7858740240683453,0.27886598292889175,0.7858740240683435
Illinois,41.19841161920047,W1 2020冬-2021春,0.0137348769017847,0.019369692177164933,0.011847733543959708,1.0391152073732717,21.304107526881722,828038.0,267631.5,-0.09798472923576007,1.1337702366356766,1.03578550739992,1.1337702366356766
Indiana,40.08967303929022,W1 2020冬-2021春,0.013885739412665956,0.022802004227667736,0.01258083287572432,2.0131766513056832,21.062870967741937,507139.0,173103.0,-0.19864907415512878,1.1667683802996311,0.9681193061445033,1.1667683802996311
Iowa,41.95646209273208,W1 2020冬-2021春,0.015953914900489922,0.014433265937492388,0.010457156616559458,-1.4466543778801844,21.116064516129033,222892.0,84657.5,0.26129311513296294,0.9685294596790506,1.2298225748120135,0.9685294596790488
Kansas,38.43880632992502,W1 2020冬-2021春,0.015907737889213475,0.014018938792784215,0.012786307576138937,4.0079677419354836,23.134505376344084,216687.0,78017.0,0.172413618489637,1.0602888009737441,1.232702419463381,1.0602888009737441
Kentucky,37.751990303875296,W1 2020冬-2021春,0.01439042473651445,0.016107403480321837,0.011969241597462958,5.14115514592934,21.776752688172042,319657.0,155674.5,0.03575345217837711,0.9316435695388847,0.9673970217172627,0.9316435695388847
Louisiana,30.71736722204497,W1 2020冬-2021春,0.015393907481686826,0.02258043698057466,0.014005930087390761,13.158201228878648,25.744903225806453,258284.0,210704.5,-0.14431055127337444,0.2643131778560015,0.12000262658262706,0.2643131778560033
Maine,44.43607672355733,W1 2020冬-2021春,0.013388987728662014,0.014438751746623195,0.011641645815957743,-1.241448540706605,18.138182795698924,43842.0,16535.0,0.032180302280838013,1.3722120591121794,1.4043923613930174,1.3722120591121794
Maryland,39.13330786841944,W1 2020冬-2021春,0.015436193683450911,0.016381344493751396,0.014857721423609884,4.828084485407065,21.87336559139785,266063.0,93961.0,-0.010616432779547047,1.0454844839125421,1.034868051132996,1.0454844839125403
Massachusetts,38.45458355915479,W1 2020冬-2021春,0.010534502855321967,0.030590507134208952,0.00894468929402007,14.749536098310292,23.430580645161292,477004.0,94113.5,-0.45121900249858093,1.672416777596922,1.2211977750983412,1.672416777596922
Michigan,42.12277369271249,W1 2020冬-2021春,0.016637368042335753,0.021092493864771092,0.01499084724972729,1.23005376344086,20.325236559139782,548945.0,154066.5,-0.06652728149899279,1.3514623661514502,1.2849350846524565,1.3514623661514484
Minnesota,45.198362871237634,W1 2020冬-2021春,0.009731658478346993,0.01556416093959446,0.009432149140314306,-3.6998955453149,20.04108602150538,371057.0,114640.0,-0.21916310376501968,1.1910381925800486,0.9718750888150272,1.1910381925800486
Mississippi,32.63286564690713,W1 2020冬-2021春,0.018455450682754372,0.02855266757865937,0.0156039298786361,10.68320276497696,24.691645161290324,184986.0,133934.5,-0.134276825631781,0.3761507467735026,0.2418739211417229,0.3761507467735026
Missouri,38.442382193754945,W1 2020冬-2021春,0.013527982539224973,0.01721489615504028,0.013001611310803476,4.138539170506912,22.736537634408606,388528.0,178182.5,-0.10066385976872727,0.8311439766214601,0.7304801168527337,0.8311439766214619
Montana,46.80225530131097,W1 2020冬-2021春,0.01251550501038313,0.022637144745538663,0.01698408186469585,-5.5896912442396305,14.07283512544803,71751.0,27160.0,-0.4489660607217725,1.1550341555301262,0.7060680948083533,1.155034155530128
Nebraska,41.06418080842873,W1 2020冬-2021春,0.008996205289508997,0.011263716299687523,0.01512129206614761,0.44527188940092177,22.097301075268817,138614.0,43953.0,-0.3720423629989922,1.1504207044792167,0.7783783414802254,1.1504207044792167
Nevada,36.67590885162251,W1 2020冬-2021春,0.01639893399539904,0.018151000306965447,0.019304691115497586,11.541940092165898,32.42732258064516,203001.0,90404.0,-0.13232056850229146,0.8237958410504689,0.6914752725481783,0.8237958410504689
New Hampshire,42.919692985787975,W1 2020冬-2021春,0.010575712800306463,0.04019607843137255,0.007603813726262705,0.9352580645161289,19.59089247311828,73092.0,15751.0,-0.5026495565174462,1.7689177426862432,1.2662681861687979,1.768917742686245
New Jersey,40.418263788370275,W1 2020冬-2021春,0.012970491524548902,0.03375756719451358,0.011210890579420008,3.9766989247311826,21.657408602150536,658726.0,124678.0,-0.4053682475404905,1.7001376886027817,1.2947694410622912,1.7001376886027817
New Mexico,34.22559203172522,W1 2020冬-2021春,0.017387470550143978,0.025207500768521365,0.014034833878931471,5.392926267281107,22.123892473118282,145162.0,40657.5,-0.07859212314746333,1.342035692244913,1.2634435690974506,1.342035692244913
New York,41.33499323866982,W1 2020冬-2021春,0.012912661224627711,0.020590231550369383,0.008775985184911224,1.7169477726574498,19.83879569892473,1361377.0,265880.5,-0.040209580487533536,1.732136834713149,1.6919272542256127,1.732136834713149
North Carolina,35.5443369351402,W1 2020冬-2021春,0.011571594550091713,0.016886202333694214,0.011513459396195552,8.589967741935485,23.298354838709677,639497.0,312507.0,-0.1864534465473211,0.78610991321702,0.599656466669698,0.7861099132170146
North Dakota,47.365995809785694,W1 2020冬-2021春,0.010303931399329207,0.020486738283106758,0.00971260249980097,-3.9033963133640546,18.400333333333336,57842.0,23080.0,-0.31407550474136325,0.9226780141082394,0.6086025093668752,0.9226780141082376
Ohio,40.39834667583883,W1 2020冬-2021春,0.014998709265478525,0.023175934098264194,0.0164461745595036,1.6951996927803379,20.155989247311826,801869.0,238810.0,-0.26363951032963584,1.3138568452055157,1.0502173348758799,1.313856845205514
Oklahoma,35.589254707587955,W1 2020冬-2021春,0.015997955694086026,0.011497828453835202,0.02066360449655506,7.502394777265747,24.982290322580646,316978.0,124520.5,0.03719489329972081,0.9915595231904994,1.028754416490223,0.9915595231905012
Oregon,44.66039539962666,W1 2020冬-2021春,0.013273267771939613,0.016774734668860286,0.011656407926081988,1.0157941628264209,13.797043010752688,120091.0,88120.5,-0.05211289489865223,0.5820716573945095,0.5299587624958555,0.5820716573945077
Pennsylvania,40.47103564303458,W1 2020冬-2021春,0.019322783600647056,0.028564038453248265,0.014614812097816681,2.9715775729646694,21.097763440860216,821569.0,198398.0,-0.055807138673884094,1.5156445678595247,1.459837429185642,1.5156445678595247
Puerto Rico,17.84316234446089,W1 2020冬-2021春,0.016541209840178914,0.0270767023804187,0.014789418161162055,25.716345622119814,27.723960573476703,73332.0,35799.5,-0.19043796841320448,0.793665912385519,0.603227943972314,0.793665912385519
Rhode Island,39.0407267199561,W1 2020冬-2021春,0.0121487721985544,0.02505115644571216,0.00703205791106515,12.299388632872503,22.080516129032258,104455.0,20151.0,-0.08847158277346256,1.6658493929821443,1.5773778102086817,1.6658493929821443
South Carolina,34.0646144999731,W1 2020冬-2021春,0.013668677236825966,0.024011787348340113,0.014150046461232677,10.668875576036866,24.46186021505376,375018.0,210287.0,-0.2990244963223212,0.6344831147737562,0.33545861845143676,0.634483114773758
South Dakota,44.019343828825924,W1 2020冬-2021春,0.014212660414953948,0.016549648946840523,0.009498704722083352,-0.755990783410138,21.189819892473118,71767.0,20971.5,0.12537297880823584,1.231471474257411,1.3568444530656496,1.231471474257411
Tennessee,34.318710119315035,W1 2020冬-2021春,0.013811988609345365,0.01579463146772366,0.010097806383071992,9.535505376344087,23.76321505376344,548871.0,285232.0,0.08954279871784188,0.7238045060421605,0.8133473047600024,0.7238045060421605
