region,epoch,cfr_cold,cfr_warm,confirmed_cold,confirmed_warm,deaths_cold,deaths_warm,months_cold,months_warm,cfr_ratio,lag
Greece,E2021,0.0050868367610484655,0.002906336197856519,2288259.0,1506708.0,11640.0,4379.0,5.0,5.0,1.7502575114331607,14
Guatemala,E2020,0.0368938820653123,0.020777783754293486,85895.0,260278.0,3169.0,5408.0,5.0,5.0,1.7756408720775434,14
Guatemala,E2021,0.007487835566778999,0.00949497171772144,227302.0,345446.0,1702.0,3280.0,5.0,5.0,0.7886106235370542,14
Honduras,E2020,0.02260322283109978,0.027531445436019958,92155.0,142310.0,2083.0,3918.0,5.0,5.0,0.8209965903761637,14
Honduras,E2021,0.011733543486350998,0.01401714752786908,45681.0,57501.0,536.0,806.0,5.0,5.0,0.8370849677526908,14
Hungary,E2020,0.03686459474070891,0.027048826696179026,577112.0,53311.0,21275.0,1442.0,5.0,5.0,1.3628907144396205,14
Hungary,E2021,0.014161537434291195,0.00826482919353,988452.0,157898.0,13998.0,1305.0,5.0,5.0,1.713470067279472,14
Iceland,E2021,0.0004526530831035325,0.00392059553349876,167899.0,20150.0,76.0,79.0,5.0,5.0,0.11545518512071112,14
India,E2020,0.010770800253518007,0.01277286806275217,4037583.0,16267294.0,43488.0,207780.0,5.0,5.0,0.843256205309712,14
India,E2021,0.006646253913490003,0.005340653078906171,8739961.0,2313013.0,58088.0,12353.0,5.0,5.0,1.2444646404276898,14
Indonesia,E2020,0.03745868107015782,0.02519734501063884,2533645.0,1101624.0,94907.0,27758.0,5.0,5.0,1.486612222610834,14
Indonesia,E2021,0.010994363330779872,0.006861902446196126,437315.0,1768460.0,4808.0,12135.0,5.0,5.0,1.6022325320107929,14
Iran,E2020,0.019111528042288134,0.01738645503113989,1272792.0,2574993.0,24325.0,44770.0,5.0,5.0,1.0992193640427885,14
Iran,E2021,0.010162558925388379,0.012588040364186481,1237582.0,902285.0,12577.0,11358.0,5.0,5.0,0.8073185842572683,14
Iraq,E2020,0.008493394026867992,0.008013686674419925,378294.0,950998.0,3213.0,7621.0,5.0,5.0,1.0598610067922065,14
Iraq,E2021,0.0063904170229510185,0.004908603972056854,264302.0,247932.0,1689.0,1217.0,5.0,5.0,1.3018807504801084,14
Ireland,E2020,0.016250186355348112,0.002389087729104498,174398.0,110921.0,2834.0,265.0,5.0,5.0,6.801837436685162,14
Ireland,E2021,0.0013473646002144341,0.0047877109778998355,1013831.0,177329.0,1366.0,849.0,5.0,5.0,0.28142145723371664,14
Israel,E2020,0.006895341933394505,0.005580730852512445,518756.0,358376.0,3577.0,2000.0,5.0,5.0,1.2355625303610946,14
Israel,E2021,0.0009529996329272374,0.0018792543511916386,2590767.0,773179.0,2469.0,1453.0,5.0,5.0,0.5071158315120774,14
Italy,E2020,0.024393307930664552,0.012016305940655612,2905469.0,562985.0,70874.0,6765.0,5.0,5.0,2.0300172158677285,14
Italy,E2021,0.0028936042946230388,0.0022857468979600756,9870389.0,5536921.0,28561.0,12656.0,5.0,5.0,1.265933816734236,14
Japan,E2020,0.020395277221126756,0.006235854253131834,373763.0,916795.0,7623.0,5717.0,5.0,5.0,3.2706468742247514,14
Japan,E2021,0.0021818515217619347,0.00126788508180028,4842676.0,11294399.0,10566.0,14320.0,5.0,5.0,1.720859053459251,14
Jordan,E2020,0.0116574206356569,0.016704345641798544,538970.0,95544.0,6283.0,1596.0,5.0,5.0,0.6978675421135356,14
Jordan,E2021,0.0034219176233577205,0.0049141156845949234,829944.0,66543.0,2840.0,327.0,5.0,5.0,0.6963445394834642,14
Kazakhstan,E2020,0.02620911803915465,0.01644728916872124,147773.0,498076.0,3873.0,8192.0,5.0,5.0,1.5935220552331533,14
Kazakhstan,E2021,0.004154865100739416,0.008648082025747699,373538.0,183162.0,1552.0,1584.0,5.0,5.0,0.4804377535237581,14
Kenya,E2020,0.02627576570672536,0.015114244414576624,80873.0,78866.0,2125.0,1192.0,5.0,5.0,1.7384769615994984,14
Kenya,E2021,0.010721561059290233,0.004749475846134098,27981.0,70113.0,300.0,333.0,5.0,5.0,2.25741985150155,14
"Korea, South",E2020,0.016817308191782246,0.00413327584412495,77004.0,134518.0,1295.0,556.0,5.0,5.0,4.068760185867202,14
"Korea, South",E2021,0.0013452547351798295,0.0006874352155294266,13009432.0,6112576.0,17501.0,4202.0,5.0,5.0,1.956918564527982,14
Kosovo,E2020,0.017637037779336607,0.015190513397986855,69853.0,43514.0,1232.0,661.0,5.0,5.0,1.1610560694857082,14
Kosovo,E2021,0.0023684960050368016,0.0034194463916291952,66709.0,58489.0,158.0,200.0,5.0,5.0,0.6926548141929875,14
Kuwait,E2020,0.005537922525594055,0.00555334675712765,106177.0,155942.0,588.0,866.0,5.0,5.0,0.9972225340487161,14
Kuwait,E2021,0.00042995839112343966,0.0010438789100464345,216300.0,27781.0,93.0,29.0,5.0,5.0,0.4118853125448372,14
Kyrgyzstan,E2020,0.011395819285232636,0.011053706596179262,29660.0,83230.0,338.0,920.0,5.0,5.0,1.0309500425107743,14
Latvia,E2020,0.01967471415687941,0.015464969192475619,96469.0,24507.0,1898.0,379.0,5.0,5.0,1.2722116618539412,14
Latvia,E2021,0.003351409903476635,0.004333110569771703,579756.0,92774.0,1943.0,402.0,5.0,5.0,0.7734420457341825,14
Lebanon,E2020,0.015424669139297263,0.009121145958740588,387172.0,98014.0,5972.0,894.0,5.0,5.0,1.6910889496857742,14
Lebanon,E2021,0.003934392723928261,0.0032642560247458864,450133.0,134487.0,1771.0,439.0,5.0,5.0,1.2052953855647837,14
Libya,E2020,0.018791767999836506,0.011004913730159252,97862.0,152023.0,1839.0,1673.0,5.0,5.0,1.7075797648769546,14
Libya,E2021,0.007848053918139187,0.011083949108283794,144367.0,35998.0,1133.0,399.0,5.0,5.0,0.7080557517422919,14
Lithuania,E2020,0.01718873177595274,0.012115702172662671,200422.0,53897.0,3445.0,653.0,5.0,5.0,1.4187152779916152,14
Lithuania,E2021,0.003815746992117075,0.007956539743261097,699994.0,101426.0,2671.0,807.0,5.0,5.0,0.47957367338595597,14
Luxembourg,E2021,0.001475981751498345,0.001108302547151468,134148.0,51430.0,198.0,57.0,5.0,5.0,1.3317498505185945,14
Malaysia,E2020,0.003334904698807461,0.0147899285141012,313952.0,1339425.0,1047.0,19810.0,5.0,5.0,0.22548484231197294,14
Malaysia,E2021,0.0032971599345075963,0.00812650393676242,1730277.0,834061.0,5705.0,6778.0,5.0,5.0,0.40572919919376516,14
Mauritius,E2021,0.0025773822549663237,0.0038561850968846503,41127.0,187491.0,106.0,723.0,5.0,5.0,0.668376177546184,14
Mexico,E2020,0.08566166257587,0.054464866573844944,1313925.0,1151311.0,112553.0,62706.0,5.0,5.0,1.5727875227551984,14
Mexico,E2021,0.017708565024261415,0.012516993425742275,1852324.0,1586643.0,32802.0,19860.0,5.0,5.0,1.4147618698786104,14
Moldova,E2020,0.022438246185173896,0.02825272012434854,154201.0,32811.0,3460.0,927.0,5.0,5.0,0.7941977298616405,14
Moldova,E2021,0.01697462345025445,0.010373004285781567,175674.0,84932.0,2982.0,881.0,5.0,5.0,1.63642306342453,14
Mongolia,E2021,0.0009226890142148922,0.002020638751262899,328388.0,226661.0,303.0,458.0,5.0,5.0,0.45663234639947964,14
Montenegro,E2020,0.01399618535340368,0.014749509046086993,72877.0,23933.0,1020.0,353.0,5.0,5.0,0.9489255072606524,14
Montenegro,E2021,0.00565391719601748,0.004554799376151992,88788.0,56424.0,502.0,257.0,5.0,5.0,1.2413098204984057,14
Morocco,E2020,0.015244771906011631,0.013883952264328248,277013.0,410762.0,4223.0,5703.0,5.0,5.0,1.0980138519475977,14
Morocco,E2021,0.0060701242118740475,0.006072084146732321,217129.0,171605.0,1318.0,1042.0,5.0,5.0,0.9996772220524434,14
Mozambique,E2020,0.013631158340618881,0.012502284774264303,81211.0,54710.0,1107.0,684.0,5.0,5.0,1.0902933813088582,14
Nepal,E2020,0.017322598202053188,0.013875605095674703,106566.0,477817.0,1846.0,6630.0,5.0,5.0,1.2484211018266136,14
Nepal,E2021,0.002857900829635346,0.006830225711481845,165856.0,50950.0,474.0,348.0,5.0,5.0,0.418419676062991,14
Netherlands,E2020,0.00913187271890486,0.002377071045377753,934310.0,506085.0,8532.0,1203.0,5.0,5.0,3.8416490481687164,14
Netherlands,E2021,0.0006191779901108231,0.00132148816930482,5772169.0,414684.0,3574.0,548.0,5.0,5.0,0.4685459957137164,14
New Zealand,E2021,0.0015005616281774051,0.000718444567511338,808364.0,668110.0,1213.0,480.0,5.0,5.0,2.088625477920013,14
Nigeria,E2020,0.008976588896219436,0.0187805105562638,100038.0,32161.0,898.0,604.0,5.0,5.0,0.4779736349193928,14
Nigeria,E2021,0.0040272472039397985,0.006427828717270064,43454.0,21158.0,175.0,136.0,5.0,5.0,0.6265330613305754,14
North Macedonia,E2020,0.030888776028440833,0.04610452760868782,98450.0,27763.0,3041.0,1280.0,5.0,5.0,0.6699727256856273,14
North Macedonia,E2021,0.018679841820801145,0.01768671745031083,103427.0,45684.0,1932.0,808.0,5.0,5.0,1.05615085859094,14
Norway,E2020,0.005439087500660083,0.0013280738964102361,75748.0,50449.0,412.0,67.0,5.0,5.0,4.095470527176127,14
Norway,E2021,0.0015291821003103414,0.016285051521989554,1198680.0,63371.0,1833.0,1032.0,5.0,5.0,0.09390096790578163,14
Oman,E2020,0.01074044301536263,0.01815273562464113,44784.0,121910.0,481.0,2213.0,5.0,5.0,0.591670767285521,14
Pakistan,E2020,0.025758125566068074,0.02167118149614503,338961.0,355126.0,8731.0,7696.0,5.0,5.0,1.1885888903034683,14
Pakistan,E2021,0.006960658358955186,0.012244897959183673,251413.0,123970.0,1750.0,1518.0,5.0,5.0,0.5684537659813402,14
Panama,E2020,0.014946738134051018,0.010619956631474175,221453.0,112524.0,3310.0,1195.0,5.0,5.0,1.407419884348081,14
Panama,E2021,0.0028608431093081897,0.0019774158297340898,291872.0,211387.0,835.0,418.0,5.0,5.0,1.446758474515144,14
Paraguay,E2020,0.045540047495149276,0.022913613498633502,202547.0,151482.0,9224.0,3471.0,5.0,5.0,1.9874668610372235,14
Paraguay,E2021,0.011199475769219314,0.01313762410133516,67146.0,186944.0,752.0,2456.0,5.0,5.0,0.8524734520362115,14
Peru,E2020,0.05587782759719319,0.10248571212730892,514748.0,648627.0,28763.0,66475.0,5.0,5.0,0.5452255386368503,14
Peru,E2021,0.007307716161499818,0.008867719345974107,564335.0,1345329.0,4124.0,11930.0,5.0,5.0,0.8240806769349867,14
Philippines,E2020,0.02088613292812344,0.017627234316649924,366559.0,1043272.0,7656.0,18390.0,5.0,5.0,1.184878611864557,14
Philippines,E2021,0.016107182180300324,0.008819456866681242,890969.0,754695.0,14351.0,6656.0,5.0,5.0,1.8263235960880038,14
Poland,E2020,0.025464704699267888,0.0425623601557968,1958986.0,120670.0,49885.0,5136.0,5.0,5.0,0.5982916503233365,14
Poland,E2021,0.012563638566979975,0.008436801964059324,2937684.0,198772.0,36908.0,1677.0,5.0,5.0,1.489147027570509,14
Portugal,E2020,0.0200251894721527,0.00511042911163479,680443.0,218964.0,13626.0,1119.0,5.0,5.0,3.918494716336411,14
Portugal,E2021,0.0014107333547813137,0.0017965905515350384,2648268.0,1423808.0,3736.0,2558.0,5.0,5.0,0.7852280830353685,14
Qatar,E2020,0.002404657441781978,0.0027293537594646946,47408.0,34074.0,114.0,93.0,5.0,5.0,0.8810354588309582,14
Qatar,E2021,0.0005402396699626744,0.00011646019245046803,122168.0,68693.0,66.0,8.0,5.0,5.0,4.638835456093249,14
Romania,E2020,0.023602037488896135,0.08541636738016568,711464.0,83532.0,16792.0,7135.0,5.0,5.0,0.2763175046282371,14
Romania,E2021,0.010143180768104557,0.015007135394379872,1205539.0,460381.0,12228.0,6909.0,5.0,5.0,0.675890534838724,14
Russia,E2020,0.02414812911643381,0.03651895910714532,2887967.0,2248339.0,69739.0,82107.0,5.0,5.0,0.6612491075001362,14
Russia,E2021,0.012457840071082126,0.017544236666888556,9205127.0,1907863.0,114676.0,33472.0,5.0,5.0,0.7100816243885921,14
Saudi Arabia,E2020,0.02668227033352838,0.01574025471724176,42725.0,144788.0,1140.0,2279.0,5.0,5.0,1.6951612799696827,14
Saudi Arabia,E2021,0.0012364179488320796,0.005579616223564,202197.0,63266.0,250.0,353.0,5.0,5.0,0.22159551827425028,14
Serbia,E2020,0.00877281709118889,0.013108936587174429,553642.0,75521.0,4857.0,990.0,5.0,5.0,0.6692241611552284,14
Serbia,E2021,0.0060852608123115595,0.004704999802587421,833818.0,455898.0,5074.0,2145.0,5.0,5.0,1.2933604819632707,14
Singapore,E2021,0.0008050740824048443,0.0005793493802739685,898054.0,674895.0,723.0,391.0,5.0,5.0,1.389617577607717,14
Slovakia,E2020,0.015875244771646764,0.013223451258107982,648053.0,31913.0,10288.0,422.0,5.0,5.0,1.2005371715582065,14
Slovakia,E2021,0.0039541228497919,0.008193214670002722,1544211.0,77137.0,6106.0,632.0,5.0,5.0,0.4826094529499965,14
Slovenia,E2020,0.018588488375299927,0.006697405176185508,181295.0,29713.0,3370.0,199.0,5.0,5.0,2.775476156257722,14
Slovenia,E2021,0.0025480064340721127,0.002317553895380996,632259.0,142823.0,1611.0,331.0,5.0,5.0,1.0994378336358954,14
South Africa,E2020,0.026396043568346295,0.0404665098668417,1243747.0,822705.0,32830.0,33292.0,5.0,5.0,0.6522935547247488,14
South Africa,E2021,0.013243692619099256,0.013370363072999873,345825.0,796837.0,4580.0,10654.0,5.0,5.0,0.9905260273629805,14
Spain,E2020,0.017147485913731282,0.005969518444187385,2098675.0,1637318.0,35987.0,9774.0,5.0,5.0,2.8725074014015424,14
Spain,E2021,0.002375037343233452,0.005936517191648112,6497161.0,1550404.0,15431.0,9204.0,5.0,5.0,0.40007251163608404,14
Sri Lanka,E2020,0.006691612934680595,0.032013281722292904,82043.0,332487.0,549.0,10644.0,5.0,5.0,0.20902614710758613,14
Sri Lanka,E2021,0.020736906717098824,0.024955181068483327,120558.0,83670.0,2500.0,2088.0,5.0,5.0,0.8309659889940894,14
Sweden,E2020,0.011103094495327913,0.0031850482086423037,680531.0,161693.0,7556.0,515.0,5.0,5.0,3.4860051616175847,14
Sweden,E2021,0.0026763602108877647,0.01457930988289666,1316340.0,89579.0,3523.0,1306.0,5.0,5.0,0.18357248953377878,14
Switzerland,E2020,0.01533992879408691,0.0031881465171219522,446873.0,130797.0,6855.0,417.0,5.0,5.0,4.811550758945289,14
Switzerland,E2021,0.0008834484279837147,0.0008002304005266297,2624941.0,486110.0,2319.0,389.0,5.0,5.0,1.1039925843885952,14
Thailand,E2020,0.0014751026591715505,0.012348560358260919,25083.0,1139728.0,37.0,14074.0,5.0,5.0,0.11945543580590258,14
Thailand,E2021,0.00377201727180723,0.008215116663898321,1716323.0,800719.0,6474.0,6578.0,5.0,5.0,0.45915565488966453,14
Tunisia,E2020,0.037079374887361294,0.03502334077531967,194205.0,369525.0,7201.0,12942.0,5.0,5.0,1.0587046828351245,14
Tunisia,E2021,0.009896731107858277,0.009855269879107781,323137.0,146825.0,3198.0,1447.0,5.0,5.0,1.004207010996055,14
Turkey,E2020,0.007925719326334252,0.01112870993089026,2941815.0,1616270.0,23316.0,17987.0,5.0,5.0,0.7121867112678191,14
Turkey,E2021,0.0036591338765816018,0.0036703479617908007,6827572.0,2405494.0,24983.0,8829.0,5.0,5.0,0.9969446806335693,14
US,E2020,0.014687849671354189,0.01270373473066212,21403133.0,8126744.0,314366.0,103240.0,5.0,5.0,1.1561835934674507,14
US,E2021,0.006691773034501296,0.006379515622223041,34168224.0,17206322.0,228646.0,109768.0,5.0,5.0,1.0489468841788718,14
Ukraine,E2020,0.022738193209770847,0.029791224829536386,1325699.0,350808.0,30144.0,10451.0,5.0,5.0,0.7632513714987361,14
Ukraine,E2021,0.015746971610395656,0.02950538337385335,2139586.0,244735.0,33692.0,7221.0,5.0,5.0,0.5336982546835869,14
United Arab Emirates,E2020,0.0030807596977023553,0.0022107855718100076,328815.0,222093.0,1013.0,491.0,5.0,5.0,1.3935135713682467,14
United Arab Emirates,E2021,0.0010502328346378678,0.0006768365700005206,151395.0,134449.0,159.0,91.0,5.0,5.0,1.5516786196068868,14
United Kingdom,E2020,0.02498243000175476,0.003980702429030287,3345191.0,2506844.0,83571.0,9979.0,5.0,5.0,6.275884833682624,14
United Kingdom,E2021,0.001989395569059358,0.005178317586724155,12209236.0,2546580.0,24289.0,13187.0,5.0,5.0,0.3841779759046925,14
Uruguay,E2020,0.014340195873917532,0.015455211130095192,186957.0,102425.0,2681.0,1583.0,5.0,5.0,0.9278550615199009,14
Uruguay,E2021,0.0031657814203805974,0.002204292804572946,85287.0,494036.0,270.0,1089.0,5.0,5.0,1.4361891550038097,14
Uzbekistan,E2021,0.005426176959023674,0.005108781819783317,51786.0,22706.0,281.0,116.0,5.0,5.0,1.0621273623413063,14
Venezuela,E2020,0.01439752350914082,0.012529232857125547,68484.0,165054.0,986.0,2068.0,5.0,5.0,1.149114528664279,14
Venezuela,E2021,0.005944074473158927,0.01030871405634214,113222.0,54808.0,673.0,565.0,5.0,5.0,0.5766067853537955,14
Vietnam,E2021,0.0022929403376206847,0.0046592066785936,8643487.0,1090529.0,19819.0,5081.0,5.0,5.0,0.49213106346096197,14
West Bank and Gaza,E2020,0.012524293952857816,0.009572948086997936,188833.0,62990.0,2365.0,603.0,5.0,5.0,1.308300623699028,14
West Bank and Gaza,E2021,0.00450301598496693,0.007113002080482822,202753.0,106706.0,913.0,759.0,5.0,5.0,0.6330682789089345,14
Zambia,E2020,0.02044240777492909,0.0122107076375962,117403.0,71986.0,2400.0,879.0,5.0,5.0,1.674137845376616,14
Zimbabwe,E2020,0.0338618436777946,0.045274416973522705,87857.0,28515.0,2975.0,1291.0,5.0,5.0,0.7479244558267336,14
Albania,E2021,0.0052162893060411645,0.004526279347087409,88377.0,77989.0,461.0,353.0,5.0,5.0,1.1524452880703808,21
Algeria,E2020,0.015476793248945148,0.031120383172032393,59250.0,81008.0,917.0,2521.0,5.0,5.0,0.4973201378463104,21
Argentina,E2020,0.02172909708076614,0.019613384245835298,2541523.0,1181897.0,55225.0,23181.0,5.0,5.0,1.1078708706469202,21
