hemi,region,lat,winter,m_w,m_s1,m_s2,temp_w,temp_s,cases_w,penalty_cases,penalty_cases_pre,penalty_cases_post,penalty_deaths,penalty_deaths_pre,penalty_deaths_post,penalty_cfr,penalty_cfr_pre,penalty_cfr_post,penalty_deaths_pm
北半球,Georgia,32.186013835788614,W1 2020-21冬,5,5,5,13.49598924731183,25.660236559139786,698758.0,0.6259768651481963,0.8733660719936669,0.37858765830272745,0.4545676063948907,0.5857043274302036,0.32343088535957776,-0.17140925875330648,-0.2876617445634633,-0.05515677294314969,0.4545676063948907
北半球,Hawaii,20.692486293324656,W1 2020-21冬,5,3,5,23.53009370199693,24.621354838709678,15470.0,-0.6527093480315145,-0.22980093658109624,-1.0756177594819327,-0.3339629561952395,-0.20514998626619674,-0.4627759261242823,0.3187463918362754,0.024650950314899944,0.61284183335765,
北半球,Idaho,44.062344729583536,W1 2020-21冬,5,5,5,-6.527748079877112,11.078967741935486,115928.0,0.7858740240683453,1.0624911332659899,0.5092569148706989,0.41491083981600063,0.923514047751083,-0.09369236811908177,-0.37096318425234376,-0.13897708551490684,-0.6029492829897802,0.41491083981600063
北半球,Illinois,41.19841161920047,W1 2020-21冬,5,5,5,1.0391152073732717,21.304107526881722,828038.0,1.13377023663568,1.2268127506682749,1.0407277226030835,1.0674107115793783,0.8813537476058091,1.2534676755529475,-0.06635952505630005,-0.3454590030624649,0.2127399529498648,1.0674107115793792
北半球,Indiana,40.08967303929022,W1 2020-21冬,5,5,5,2.0131766513056832,21.062870967741937,507139.0,1.166768380299633,1.6020100180109473,0.7315267425883185,1.0886522334526756,1.2210246165460585,0.9562798503592926,-0.07811614684695734,-0.3809854014648888,0.224753107770975,1.0886522334526738
北半球,Iowa,41.95646209273208,W1 2020-21冬,5,5,5,-1.4466543778801844,21.116064516129033,222892.0,0.9685294596790506,0.9987249725162695,0.9383339468418317,1.3295554641898644,1.1415941112417949,1.5175168171379347,0.3610260045108147,0.14286913872552542,0.5791828702961039,1.3295554641898661
北半球,Kansas,38.43880632992502,W1 2020-21冬,5,5,5,4.0079677419354836,23.134505376344084,216687.0,1.0602888009737441,1.3405209876760082,0.7800566142714818,1.3472637635422338,1.5526558983351162,1.1418716287493513,0.28697496256848964,0.21213491065910972,0.36181501447786957,1.3472637635422338
北半球,Kentucky,37.751990303875296,W1 2020-21冬,5,5,5,5.14115514592934,21.776752688172042,319657.0,0.9316435695388865,1.6063050865983453,0.25698205247942774,1.015022749626394,1.547148651011808,0.4828968482409808,0.08337918008750833,-0.05915643558653727,0.22591479576155393,1.0150227496263948
北半球,Louisiana,30.71736722204497,W1 2020-21冬,5,5,5,13.158201228878648,25.744903225806453,258284.0,0.2643131778560015,0.6163034446896827,-0.0876770889776779,0.1487819934892931,0.2578435163442627,0.0397204706343226,-0.11553118436671017,-0.35845992834541995,0.1273975596119996,0.14878199348929222
北半球,Maine,44.43607672355733,W1 2020-21冬,5,5,5,-1.241448540706605,18.138182795698924,43842.0,1.3722120591121794,2.3233735625805467,0.4210505556438129,1.3981619206185396,2.096419878214254,0.699903963022825,0.025949861506359362,-0.22695368436629249,0.2788534073790121,1.3981619206185392
北半球,Maryland,39.13330786841944,W1 2020-21冬,5,5,5,4.828084485407065,21.87336559139785,266063.0,1.045484483912544,0.9491691967803622,1.1417997710447239,0.8186995499942578,0.7913733021038976,0.846025797884618,-0.2267849339182848,-0.1577958946764646,-0.295773973160105,0.8186995499942569
北半球,Massachusetts,38.45458355915479,W1 2020-21冬,5,5,5,14.749536098310292,23.430580645161292,477004.0,1.672416777596922,1.9893141561825498,1.3555193990112944,1.1537868002966043,0.7429207256720325,1.5646528749211752,-0.5186299773003178,-1.2463934305105178,0.20913347590988174,1.1537868002966043
北半球,Michigan,42.12277369271249,W1 2020-21冬,5,5,5,1.23005376344086,20.325236559139782,548945.0,1.3514623661514502,1.759017540004887,0.9439071922980133,1.2965195713245787,1.5063490187169375,1.08669012393222,-0.05494279482687059,-0.25266852128794914,0.14278293163420752,1.2965195713245787
北半球,Minnesota,45.198362871237634,W1 2020-21冬,5,5,5,-3.6998955453149,20.04108602150538,371057.0,1.1910381925800468,1.3730821841723078,1.008994200987786,1.0561077541077166,0.9358863948192058,1.1763291133962275,-0.1349304384723311,-0.4371957893531029,0.16733491240843978,1.0561077541077157
北半球,Mississippi,32.63286564690713,W1 2020-21冬,5,5,5,10.68320276497696,24.691645161290324,184986.0,0.3761507467735008,0.705308228469157,0.0469932650778464,0.2722630897951843,0.2825611508768908,0.2619650287134787,-0.10388765697831825,-0.4227470775922675,0.21497176363563097,0.27226308979518343
北半球,Missouri,38.442382193754945,W1 2020-21冬,5,5,5,4.138539170506912,22.736537634408606,388528.0,0.8311439766214619,1.1551198900138253,0.5071680632290967,0.8193518318230186,1.0470259432509517,0.5916777203950856,-0.011792144798442372,-0.10809394676287365,0.0845096571659898,0.8193518318230186
北半球,Montana,46.80225530131097,W1 2020-21冬,5,3,5,-5.5896912442396305,14.07283512544803,71751.0,0.8996213436471319,1.2688401915727923,0.5304024957214715,0.6509985408278185,0.8933922535428049,0.40860482811283205,-0.24862280281931337,-0.3754479380299873,-0.12179766760863853,0.39558572894482325
北半球,Nebraska,41.06418080842873,W1 2020-21冬,5,5,5,0.44527188940092177,22.097301075268817,138614.0,1.150420704479215,1.2112422988043807,1.089599110154051,0.8775103034998954,1.1061938261205073,0.6488267808792836,-0.2729104009793222,-0.10504847268387518,-0.4407723292747683,0.8775103034998963
北半球,Nevada,36.67590885162251,W1 2020-21冬,5,5,5,11.541940092165898,32.42732258064516,203001.0,0.8237958410504689,0.9966965989315373,0.6508950831694023,0.7297230159718309,0.9154027637826578,0.5440432681610048,-0.09407282507863712,-0.08129383514887767,-0.10685181500839747,0.7297230159718318
北半球,New Hampshire,42.919692985787975,W1 2020-21冬,5,5,5,0.9352580645161289,19.59089247311828,73092.0,1.7689177426862441,2.4801568251181134,1.0576786602543748,1.1965313389800807,1.0414538748281608,1.3516088031320006,-0.5723864037061639,-1.4387029502899527,0.29393014287762487,1.1965313389800807
北半球,New Jersey,40.418263788370275,W1 2020-21冬,5,5,5,3.9766989247311826,21.657408602150536,658726.0,1.7001376886027817,1.9684212682029791,1.4318541090025843,1.2239861367395584,0.8559766637083595,1.5919956097707582,-0.4761515518632238,-1.1124446044946206,0.16014150076817302,1.2239861367395592
北半球,New Mexico,34.22559203172522,W1 2020-21冬,5,5,5,5.392926267281107,22.123892473118282,145162.0,1.342035692244913,1.7188311709791524,0.9652402135106737,1.278863349801088,1.403672962450207,1.154053737151969,-0.06317234244382597,-0.3151582085289468,0.18881352364129533,1.278863349801087
北半球,New York,41.33499323866982,W1 2020-21冬,5,5,5,1.7169477726574498,19.83879569892473,1361377.0,1.7321368347131472,2.1843249582671564,1.2799487111591397,1.6072513405245026,1.533935583099086,1.6805670979499183,-0.12488549418864636,-0.6503893751680709,0.40061838679077866,1.6072513405245008
北半球,North Carolina,35.5443369351402,W1 2020-21冬,5,5,5,8.589967741935485,23.298354838709677,639497.0,0.7861099132170182,1.164807544946024,0.40741228148801234,0.6370984543397489,0.8182478951393426,0.45594901354015605,-0.1490114588772693,-0.3465596498066814,0.048536732052143705,0.6370984543397498
北半球,North Dakota,47.365995809785694,W1 2020-21冬,5,5,5,-3.9033963133640546,18.400333333333336,57842.0,0.9226780141082376,1.0113848290822283,0.8339711991342487,0.9074529762947945,0.5985106282650952,1.2163953243244934,-0.015225037813443976,-0.4128742008171331,0.38242412519024427,0.9074529762947945
北半球,Ohio,40.39834667583883,W1 2020-21冬,5,5,5,1.6951996927803379,20.155989247311826,801869.0,1.3138568452055175,1.7745845280510153,0.8531291623600197,1.1588296547784074,1.4200585407230983,0.8976007688337164,-0.15502719042710877,-0.35452598732791607,0.04447160647369852,1.1588296547784083
北半球,Oklahoma,35.589254707587955,W1 2020-21冬,5,5,5,7.502394777265747,24.982290322580646,316978.0,0.9915595231905012,1.3330161493050081,0.6501028970759943,1.033515487434129,1.726386653634318,0.3406443212339392,0.0419559642436278,0.39337050432931076,-0.30945857584205516,1.0335154874341281
北半球,Oregon,44.66039539962666,W1 2020-21冬,5,5,5,1.0157941628264209,13.797043010752688,120091.0,0.5820716573945077,1.3542948428256114,-0.19015152803659596,0.6022265272093845,1.2129123193647446,-0.008459264945976486,0.02015486981487591,-0.14138252346086766,0.1816922630906186,0.6022265272093845
北半球,Pennsylvania,40.47103564303458,W1 2020-21冬,5,5,5,2.9715775729646694,21.097763440860216,821569.0,1.5156445678595265,1.9577550542461886,1.0735340814728644,1.4529896360564063,1.4801601017628787,1.425819170349933,-0.06265493180311887,-0.4775949524833081,0.3522850888770699,1.4529896360564063
北半球,Puerto Rico,17.84316234446089,W1 2020-21冬,5,3,5,25.716345622119814,27.723960573476703,73332.0,0.5382531005025228,0.6792709213801427,0.39723527962490124,0.3566391275152929,0.2138071733675213,0.49947108166306453,-0.18161397298722992,-0.46546374801262225,0.1022358020381624,0.10122631563229767
北半球,Rhode Island,39.0407267199561,W1 2020-21冬,5,5,5,12.299388632872503,22.080516129032258,104455.0,1.6658493929821443,1.8682614706526337,1.4634373153116549,1.5671540230935568,1.0616258242716619,2.072682221915452,-0.09869536988858663,-0.8066356463809714,0.6092449066037977,1.5671540230935568
北半球,South Carolina,34.0646144999731,W1 2020-21冬,5,5,5,10.668875576036866,24.46186021505376,375018.0,0.6344831147737562,0.972225012888396,0.2967412166591181,0.37218382779956727,0.43597899210537605,0.3083886634937585,-0.2622992869741898,-0.53624602078302,0.011647446834640363,0.37218382779956727
北半球,South Dakota,44.019343828825924,W1 2020-21冬,5,5,4,-0.755990783410138,21.189819892473118,71767.0,1.1198996986003067,1.280696995839568,0.9591024013610472,1.491305877099852,1.4182349269916257,1.5643768272080782,0.3714061784995444,0.1375379311520577,0.605274425847032,1.3797341014427484
北半球,Tennessee,34.318710119315035,W1 2020-21冬,5,5,5,9.535505376344087,23.76321505376344,548871.0,0.7238045060421623,1.1002533640499514,0.34735564803437136,0.9069059654090834,1.083697957615061,0.7301139732031059,0.18310145936692201,-0.01655540643488962,0.38275832516873365,0.9069059654090825
北半球,Texas,30.47745530398597,W1 2020-21冬,5,5,5,13.262973886328723,27.056129032258063,1899871.0,0.702203644982685,0.914235337530048,0.49017195243532186,0.48430356838442634,0.5497147169527103,0.41889241981614056,-0.21790007659825816,-0.3645206205773368,-0.07127953261917952,0.48430356838442634
北半球,Utah,40.2422809672315,W1 2020-21冬,5,5,5,-5.596609831029186,14.380247311827956,270985.0,1.1340616246126505,1.3771293368685953,0.8909939123567039,0.8059302457634114,1.0950216205373806,0.5168388709894423,-0.3281313788492364,-0.2821077163312129,-0.37415504136726074,0.8059302457634114
北半球,Virginia,37.799101309493665,W1 2020-21冬,5,5,5,6.364794162826421,23.014494623655914,437786.0,0.971917288258858,1.195721310547409,0.7481132659703054,0.9935096661776841,1.0207067022105836,0.9663126301447846,0.021592377918826955,-0.17501460833682625,0.21819936417448016,0.9935096661776823
北半球,Washington,47.214833468969495,W1 2020-21冬,5,5,5,0.23257910906298007,15.17137634408602,253678.0,0.6065964956706491,1.2167659414851553,-0.0035729501438570566,0.45410554420473837,0.8677869630839226,0.04042412532555506,-0.15249095146591163,-0.3489789784012336,0.04399707546941034,0.45410554420473837
北半球,West Virginia,38.71626293256997,W1 2020-21冬,5,5,5,4.506726574500768,20.129333333333335,117278.0,1.1849210714286986,2.075000455249281,0.29484168760811613,1.037433192294758,1.7622588048313572,0.31260757975815867,-0.14748787913394068,-0.31274165041792346,0.01776589215004254,1.037433192294757
北半球,Wisconsin,43.712786614597164,W1 2020-21冬,5,5,5,-2.076723502304147,19.625720430107528,398172.0,1.1082318443790093,1.2383064234510517,0.9781572653069652,1.0992748100997503,1.1356799678693221,1.0628696523301784,-0.008957034279258203,-0.10262645558172956,0.08471238702321227,1.0992748100997503
北半球,Wyoming,42.7794419243857,W1 2020-21冬,5,4,5,-4.937476190476191,17.900094086021504,43012.0,1.1007042629251655,1.919937941408497,0.28147058444183415,1.2638095011745234,2.3342728138397817,0.1933461885092651,0.16310523824935697,0.41433487243128386,-0.08812439593256904,1.152237725517419
北半球,Alabama,33.06935820714117,W2 2021-22冬,5,5,5,10.605875576036867,24.342623655913975,463280.0,0.6418174523922566,0.5452833355243847,0.7383515692601303,0.5772219843148587,-0.2044514183020576,1.358895386931776,-0.0645954680773988,-0.7497347538264423,0.6205438176716447,0.5772219843148605
北半球,Alaska,61.5692043399056,W2 2021-22冬,5,5,4,-5.983235023041475,12.55149193548387,109324.0,0.8424788332252788,0.854498113039595,0.8304595534109644,0.614373818634288,0.17818504624217457,1.0505625910264014,-0.22810501459099264,-0.6763130667974213,0.22010303761543515,0.5028020429771827
北半球,Arizona,33.32551393530557,W2 2021-22冬,5,5,5,15.87221812596006,31.92593548387097,838280.0,1.249154751999253,1.288562237942008,1.2097472660564996,1.3671804879339406,0.8931159541312184,1.8412450217366638,0.11802573593468679,-0.3954462838107897,0.6314977556801633,1.3671804879339406
北半球,Arkansas,34.01505580790345,W2 2021-22冬,5,5,5,9.855468509984638,24.96655913978495,319707.0,0.8528431038067925,0.6900335525758354,1.0156526550377514,0.5799653811551675,0.12572067142057897,1.034210090889757,-0.272877722651625,-0.5643128811552556,0.018557435852005533,0.5799653811551693
北半球,California,35.366595098919404,W2 2021-22冬,5,5,5,12.142903225806453,29.637956989247314,4183118.0,1.107611134700825,1.4952850707829448,0.7199371986187035,0.7897364954220922,0.5364558829323256,1.043017107911858,-0.31787463927873283,-0.9588291878506192,0.32307990929315444,0.7897364954220922
北半球,Colorado,39.51493622068787,W2 2021-22冬,5,5,5,0.7248894009216589,20.01089247311828,662535.0,1.277640022985807,1.4338645041224982,1.1214155418491156,0.8610698782119934,0.4079364244586152,1.3142033319653716,-0.41657014477381527,-1.0259280796638839,0.19278779011625424,0.8610698782119925
北半球,Connecticut,41.37844392575823,W2 2021-22冬,5,5,5,2.3423671274961597,20.00004301075269,333450.0,1.376643945881023,1.8754736257782731,0.8778142659837727,1.367305831520226,1.3563818617572911,1.3782298012831609,-0.009338114360797789,-0.5190917640209829,0.5004155352993882,1.3673058315202251
北半球,Delaware,39.133656095396745,W2 2021-22冬,5,5,5,5.9034608294930875,22.638236559139784,114810.0,1.150257681468311,1.3913414810976175,0.9091738818390063,0.9766322478276592,0.6338803322039706,1.319384163451348,-0.17362543364065175,-0.757461148893646,0.4102102816123425,0.9766322478276592
北半球,District of Columbia,38.90417772999957,W2 2021-22冬,5,4,5,5.438021505376344,22.50318817204301,72646.0,1.2516801408830371,1.497582347260769,1.0057779345053053,0.8397218020893726,0.6714856837787662,1.0079579203999787,-0.4119583387936654,-0.8260966634820033,0.0021799858946733863,
北半球,Florida,27.573776588401255,W2 2021-22冬,5,5,5,19.6503133640553,26.405440860215055,2194192.0,0.5413499100342793,0.48623608237278404,0.5964637376957747,-0.03700882492253932,-0.5563729800673514,0.4823553302222736,-0.5783587349568178,-1.0426090624401345,-0.11410840747350015,-0.03700882492253932
北半球,Georgia,32.186013835788614,W2 2021-22冬,5,5,5,13.754231950844854,25.650333333333336,865338.0,0.6943539014659947,0.5924033669363595,0.7963044359956317,0.5567468216915579,-0.027626066274931027,1.1411197096580468,-0.13760707977443687,-0.6200294332112906,0.34481527366241593,0.5567468216915579
北半球,Hawaii,20.692486293324656,W2 2021-22冬,5,5,5,23.392970814132106,24.36040860215054,156483.0,0.8066906423354911,1.2384269538149635,0.3749543308560188,0.25337966013434254,0.04804969764170863,0.4587096226269769,-0.5533109822011495,-1.1903772561732566,0.08375529177095764,
北半球,Idaho,44.062344729583536,W2 2021-22冬,5,5,5,-5.590620583717358,11.217225806451614,152614.0,0.9517169532364935,0.7841994638885552,1.11923444258443,0.5997524202724005,-0.19052784268569667,1.3900326832304977,-0.35196453296409214,-0.9747273065742523,0.2707982406460676,0.5997524202724005
北半球,Illinois,41.19841161920047,W2 2021-22冬,5,5,5,0.8352995391705068,21.49737634408602,1372707.0,1.1676774835140051,1.546208657234775,0.789146309793237,1.2419700647399106,0.9259392453532866,1.5580008841265354,0.07429258122590454,-0.6202694118814884,0.7688545743332975,1.2419700647399115
北半球,Indiana,40.08967303929022,W2 2021-22冬,5,5,5,1.7402227342549925,21.279,666041.0,1.0565882721047828,1.0040928450440116,1.109083699165554,1.2223390184039538,0.7732429006649095,1.6714351361429989,0.16575074629917275,-0.23084994437910122,0.5623514369774458,1.2223390184039529
北半球,Iowa,41.95646209273208,W2 2021-22冬,5,5,5,-1.3603302611367127,21.42620430107527,272331.0,1.1102436323810743,1.1386648358516922,1.081822428910458,1.1823826704322435,1.0143924940842943,1.3503728467801936,0.07213903805116839,-0.12427234176739788,0.26855041786973466,1.1823826704322453
北半球,Kansas,38.43880632992502,W2 2021-22冬,5,5,4,4.517428571428572,23.83397311827957,335126.0,1.202166315250313,1.2161092788122172,1.1882233516884106,0.5752185342653755,0.5124158705893249,0.638021197941427,-0.6269477809849375,-0.7036934082228923,-0.5502021537469828,0.4636467586082711
北半球,Kentucky,37.751990303875296,W2 2021-22冬,5,5,5,5.46347311827957,22.347322580645162,567606.0,0.8178043325718285,0.8311610226090327,0.8044476425346243,0.8786630596479643,0.5018874923305141,1.2554386269654154,0.06085872707613671,-0.3292735302785177,0.4509909844307911,0.8786630596479643
北半球,Louisiana,30.71736722204497,W2 2021-22冬,5,5,5,13.655437788018435,25.95029032258065,473951.0,0.6496443979802038,0.5193670971397122,0.7799216988206972,0.31725310247864247,-0.4624886146966434,1.0969948196539292,-0.332391295501564,-0.9818557118363573,0.31707312083323025,0.3172531024786416
北半球,Maine,44.43607672355733,W2 2021-22冬,5,5,5,-2.4448433179723503,18.291849462365594,131531.0,1.3000893532617859,1.519700858886715,1.0804778476368586,1.2335880389040277,1.2267619943198644,1.2404140834881918,-0.06650131435775819,-0.2929388645668505,0.1599362358513332,1.2335880389040286
北半球,Maryland,39.13330786841944,W2 2021-22冬,5,5,5,4.984118279569893,22.085516129032257,450649.0,1.1963313711501282,1.6687554141834067,0.7239073281168498,0.9226974653155828,0.6063380280401658,1.2390569025910008,-0.2736339058345436,-1.06241738614324,0.5151495744741528,0.9226974653155828
北半球,Massachusetts,38.45458355915479,W2 2021-22冬,5,5,5,15.035064516129031,23.525107526881726,846839.0,1.4939918559998766,1.92950511635331,1.0584785956464433,1.2823160523835524,1.4353530177060243,1.1292790870610814,-0.21167580361632243,-0.4941520986472838,0.07080049141463896,1.2823160523835533
北半球,Michigan,42.12277369271249,W2 2021-22冬,5,5,5,0.1646728110599077,20.531870967741934,1112418.0,1.3238977530033065,1.6502002414150798,0.9975952645915349,1.3093151167580066,1.2679305995398025,1.3506996339762098,-0.01458263624530165,-0.38226964187527734,0.35310436938467493,1.3093151167580057
北半球,Minnesota,45.198362871237634,W2 2021-22冬,5,5,5,-6.000539170506913,20.125645161290322,642000.0,1.3320251467780189,1.5572268150575308,1.1068234784985052,1.2075551033539638,1.0665026967771265,1.348607509930801,-0.12447004342405332,-0.4907241182804043,0.24178403143229765,1.2075551033539629
北半球,Mississippi,32.63286564690713,W2 2021-22冬,5,5,5,11.208929339477725,25.010494623655916,290240.0,0.6507207569865479,0.4974212854655171,0.8040202285075786,0.6401382792073962,-0.20269068996535822,1.4829672483801506,-0.010582477779151667,-0.7001119754308762,0.6789470198725729,0.6401382792073971
北半球,Missouri,38.442382193754945,W2 2021-22冬,5,5,5,4.788924731182796,23.226032258064517,556306.0,0.8810995524832386,0.8661213265168382,0.896077778449639,1.3535756209366872,0.9002070991070026,1.8069441427663717,0.4724760684534486,0.03408577259016354,0.9108663643167327,1.3535756209366863
北半球,Montana,46.80225530131097,W2 2021-22冬,5,5,5,-4.608301075268817,13.489677419354837,96708.0,0.8982409738765558,0.8288968330270077,0.9675851147261039,0.7372153822194534,0.11708397935388515,1.3573467850850216,-0.16102559165710328,-0.7118128536731225,0.38976167035891596,0.7372153822194543
北半球,Nebraska,41.06418080842873,W2 2021-22冬,5,5,5,1.504930875576037,22.48320430107527,192957.0,1.3633334487717708,1.4203733845526951,1.3062935129908464,0.8612280210086682,0.45159093150353957,1.2708651105137978,-0.5021054277631007,-0.9687824530491547,-0.035428402477046816,0.8612280210086691
北半球,Nevada,36.67590885162251,W2 2021-22冬,5,5,5,12.380070660522273,32.04932258064516,274913.0,0.856721798772023,0.9541388620080493,0.7593047355359985,0.8455434976695937,0.34481922756236294,1.3462677677768244,-0.011178301102429344,-0.6093196344456864,0.5869630322408268,0.8455434976695937
北半球,New Hampshire,42.919692985787975,W2 2021-22冬,5,5,5,0.5444393241167436,19.683688172043013,170100.0,1.670310515994073,1.902346238013843,1.438274793974303,1.365261528477134,1.408767216971949,1.3217558399823188,-0.30504898751693776,-0.493579021041894,-0.11651895399198242,1.3652615284771343
北半球,New Jersey,40.418263788370275,W2 2021-22冬,5,5,5,4.082382488479263,22.00317204301075,1000890.0,1.2933486470425901,1.8501913256152385,0.7365059684699435,1.2447288486756323,1.0799962769498386,1.409461420401425,-0.04861979836695962,-0.7701950486653999,0.6729554519314815,1.2447288486756314
北半球,New Mexico,34.22559203172522,W2 2021-22冬,5,5,5,6.4991935483870975,21.569268817204303,242649.0,1.2012964267070956,1.4790058080410358,0.9235870453731572,0.8903815093883951,0.9480839660141029,0.8326790527626864,-0.31091491731870047,-0.5309218420269319,-0.090907992610469,0.8903815093883951
北半球,New York,41.33499323866982,W2 2021-22冬,5,5,5,1.4980675883256527,20.049881720430108,2436151.0,1.4001153344530977,1.8618713584338327,0.9383593104723644,1.145384021375551,1.2233398757370404,1.0674281670140608,-0.2547313130775457,-0.6385314826967905,0.1290688565416982,1.145384021375552
北半球,North Carolina,35.5443369351402,W2 2021-22冬,5,5,5,9.151983102918585,23.619838709677417,1151848.0,0.8770638091302345,0.9958532397510496,0.7582743785094195,0.37646009294451943,0.005892272939957088,0.7470279129490809,-0.500603716185716,-0.9899609668110934,-0.01124646556033948,0.37646009294451943
北半球,Ohio,40.39834667583883,W2 2021-22冬,5,5,5,1.7216159754224272,20.364322580645158,1127474.0,1.059896783819358,1.1939189207250767,0.9258746469136394,1.3613073137023246,0.7659536132885245,1.9566610141161247,0.3014105298829657,-0.42796530743655214,1.0307863672024835,1.3613073137023228
北半球,Oklahoma,35.589254707587955,W2 2021-22冬,5,5,4,8.516672811059909,26.62556451612903,389280.0,0.8000502349561511,0.8555694052731759,0.7445310646391263,0.3076496466077421,0.012892785911923887,0.6024065073035603,-0.49240058834840905,-0.842676619361252,-0.14212455733556695,0.19607787095063678
北半球,Oregon,44.66039539962666,W2 2021-22冬,5,5,5,1.2046973886328725,14.024752688172043,339099.0,0.7591035167982607,0.847890783382109,0.6703162502144107,0.6585050658556719,0.4331567509486778,0.8838533807626652,-0.10059845094258879,-0.4147340324334312,0.21353713054825363,0.6585050658556719
北半球,Pennsylvania,40.47103564303458,W2 2021-22冬,5,5,5,2.818572964669739,21.223956989247313,1200419.0,1.2347356699271153,1.4527440963247074,1.0167272435295232,1.2870505195531194,1.1057597894947913,1.4683412496114467,0.05231484962600508,-0.3469843068299152,0.45161400608192537,1.2870505195531194
北半球,Puerto Rico,17.84316234446089,W2 2021-22冬,5,5,5,25.895728110599077,27.40855913978495,295728.0,0.7208963606727234,1.7916783168644468,-0.3498855955189981,0.10995684596273492,0.22099069795310822,-0.001077006027638383,-0.6109395147099894,-1.5706876189113395,0.34880858949135973,0.1099568459627358
北半球,Rhode Island,39.0407267199561,W2 2021-22冬,5,5,5,12.721746543778801,22.49762365591398,181857.0,1.6176271003431424,2.0179016226164723,1.2173525780698125,1.470212682089202,1.3213565586833433,1.6190688054950613,-0.1474144182539403,-0.6965450639331294,0.40171622742524793,1.470212682089202
北半球,South Carolina,34.0646144999731,W2 2021-22冬,5,5,5,11.305933947772658,24.9155376344086,570988.0,0.8050144879330343,0.717135385514025,0.8928935903520436,0.8581696322037171,-0.027651531330510792,1.743990795737945,0.053155144270683685,-0.7447869168445358,0.8510972053859023,0.858169632203718
北半球,South Dakota,44.019343828825924,W2 2021-22冬,5,4,5,-1.8517557603686636,21.39083064516129,82627.0,1.177421367591231,1.1000141446155478,1.2548285905669143,1.2032998018114593,0.8838933870131518,1.5227062166097673,0.025878434220228286,-0.21612075760239602,0.2678776260428526,1.091728026154355
北半球,Tennessee,34.318710119315035,W2 2021-22冬,5,5,5,9.882407066052227,24.068172043010755,738071.0,0.7532759022109534,0.6435322327478765,0.8630195716740303,1.2973568930148902,0.901380977507868,1.6933328085219115,0.5440809908039359,0.25784874475999064,0.8303132368478812,1.2973568930148893
