region,lat,winter,cfr_w,cfr_s1,cfr_s2,temp_w,temp_s,cases_w,cases_s,penalty_cfr,penalty_cases,penalty_deaths_pm,penalty_cases_pm
Alabama,33.06935820714117,W1 2020冬-2021春,0.023252272550695362,0.015130263915709591,0.015181360848696533,10.34847004608295,24.01822580645161,321775.0,208069.0,0.42802017823243776,0.48012625934594944,0.9081464375783863,0.48012625934594766
Alaska,61.5692043399056,W1 2020冬-2021春,0.004598590338662541,0.006338196603683329,0.005610851946600168,-6.005866359447006,12.544166666666666,46536.0,27439.5,-0.2598986169673756,0.85846847155182,0.5985698545844444,0.8584684715518183
Arizona,33.32551393530557,W1 2020冬-2021春,0.01814001493626912,0.02441522963974731,0.013008144154124438,15.196697388632874,32.71045161290323,595865.0,220969.0,0.017728899147523514,0.9930409307542121,1.0107698299017347,0.9930409307542121
Arkansas,34.01505580790345,W1 2020冬-2021春,0.016135980349024782,0.01910067648229208,0.014879764518060267,9.281519201228878,24.357032258064518,218208.0,120384.0,-0.04381139529668143,0.6531564562689933,0.6093450609723128,0.6531564562689933
California,35.366595098919404,W1 2020冬-2021春,0.01488415283723557,0.017670824456836223,0.00936455990727145,11.782654377880183,29.517,2786991.0,854276.5,0.14587343636642203,1.1872644254098184,1.3331378617762404,1.1872644254098184
Colorado,39.51493622068787,W1 2020冬-2021春,0.00874095677657752,0.012887819781223114,0.010788975490537487,0.4367004608294932,20.16652688172043,353165.0,107446.0,-0.2993840889094681,1.3147177454097392,1.015333656500271,1.314717745409741
Connecticut,41.37844392575823,W1 2020冬-2021春,0.013562111295354966,0.04415410385259631,0.010447644388793238,2.4130506912442398,19.800344086021507,239417.0,40481.0,-0.4597512348023569,1.8131047298938796,1.3533534950915218,1.8131047298938778
Delaware,39.133656095396745,W1 2020冬-2021春,0.011810854533220713,0.01958561622268405,0.012395826038237972,5.86073425499232,22.5257311827957,69851.0,22218.5,-0.2770586340385526,1.187897107716731,0.9108384736781767,1.1878971077167293
District of Columbia,38.90417772999957,W1 2020冬-2021春,0.015781553932543033,0.025447605198582204,0.004615739672282483,5.305566820276498,22.28216666666667,27247.0,12001.0,0.37579489984316883,0.8234232261487637,1.1992181259919334,0.8234232261487637
Florida,27.573776588401255,W1 2020冬-2021春,0.01328486250665239,0.020391601989221582,0.016090696655794275,19.115261136712746,26.436526881720432,1255188.0,1011057.5,-0.3100569735613439,0.2756307319381115,-0.03442624162323238,0.27563073193811327
Georgia,32.186013835788614,W1 2020冬-2021春,0.015232741521385085,0.020307648014477552,0.014801610769671222,13.49598924731183,25.660236559139786,698758.0,385145.5,-0.1294196289290941,0.6259768651481963,0.4965572362191022,0.6259768651481963
Hawaii,20.692486293324656,W1 2020冬-2021春,0.016224951519069167,0.013784246575342466,0.008091720868702459,23.53009370199693,24.621354838709678,15470.0,28517.5,0.42936636876078715,-0.39729653614851834,0.03206983261226615,-0.3972965361485201
Idaho,44.062344729583536,W1 2020冬-2021春,0.010756676557863502,0.011082268370607029,0.01647862658972813,-6.527748079877112,11.078967741935486,115928.0,54865.0,-0.22817864804417543,0.7858740240683453,0.557695376024169,0.7858740240683453
Illinois,41.19841161920047,W1 2020冬-2021春,0.01543045125948326,0.022207395326232896,0.011673351318637356,1.0391152073732717,21.304107526881722,828038.0,267631.5,-0.042524056017619216,1.1337702366356766,1.0912461806180582,1.13377023663568
Indiana,40.08967303929022,W1 2020冬-2021春,0.01576688048049943,0.021940812651687153,0.011306357623492963,2.0131766513056832,21.062870967741937,507139.0,173103.0,0.001054726395963712,1.1667683802996311,1.1678231066955949,1.1667683802996311
Iowa,41.95646209273208,W1 2020冬-2021春,0.017371641871399602,0.014457625880002923,0.008599635375460081,-1.4466543778801844,21.116064516129033,222892.0,84657.5,0.44336818814740475,0.9685294596790506,1.4118976478264562,0.9685294596790506
Kansas,38.43880632992502,W1 2020冬-2021春,0.016983021593358162,0.011479659313336507,0.011225773974326706,4.0079677419354836,23.134505376344084,216687.0,78017.0,0.40281956713783806,1.0602888009737441,1.463108368111583,1.0602888009737441
Kentucky,37.751990303875296,W1 2020冬-2021春,0.014474890273011383,0.01478201210004366,0.010593931647095467,5.14115514592934,21.776752688172042,319657.0,155674.5,0.1455692459867466,0.9316435695388847,1.0772128155256322,0.9316435695388865
Louisiana,30.71736722204497,W1 2020冬-2021春,0.016040482569574577,0.02350545329384685,0.013541311996368176,13.158201228878648,25.744903225806453,258284.0,210704.5,-0.10637311757333379,0.2643131778560015,0.1579400602826686,0.2643131778559997
Maine,44.43607672355733,W1 2020冬-2021春,0.013548651977555769,0.017233348858872847,0.010043091465109814,-1.241448540706605,18.138182795698924,43842.0,16535.0,0.029421369592164126,1.3722120591121794,1.4016334287043444,1.3722120591121794
Maryland,39.13330786841944,W1 2020冬-2021春,0.015785734957510063,0.020935494207781867,0.020673659920648936,4.828084485407065,21.87336559139785,266063.0,93961.0,-0.2760465327530577,1.0454844839125421,0.7694379511594844,1.0454844839125421
Massachusetts,38.45458355915479,W1 2020冬-2021春,0.010765108887975782,0.052460546557654746,0.008595033257981102,14.749536098310292,23.175951612903226,477004.0,90415.5,-0.6793127048490155,1.7325694825297546,1.0532567776807404,1.7325694825297546
Michigan,42.12277369271249,W1 2020冬-2021春,0.016974378125313102,0.02378987898789879,0.014915939830615598,1.23005376344086,20.325236559139782,548945.0,154066.5,-0.10414029498936239,1.3514623661514502,1.2473220711620874,1.3514623661514502
Minnesota,45.198362871237634,W1 2020冬-2021春,0.01111958540062578,0.016606736313538584,0.008330746145089517,-3.6998955453149,20.04108602150538,371057.0,114640.0,-0.056172716226455144,1.1910381925800486,1.1348654763535935,1.1910381925800486
Mississippi,32.63286564690713,W1 2020冬-2021春,0.0193636275177581,0.02911080711354309,0.015031672464786339,10.68320276497696,24.691645161290324,184986.0,133934.5,-0.07723804210958818,0.3761507467735026,0.2989127046639153,0.37615074677350435
Missouri,38.442382193754945,W1 2020冬-2021春,0.014385063624758061,0.014739284605454516,0.013057173752302635,4.138539170506912,22.736537634408606,388528.0,178182.5,0.03626339653410593,0.8311439766214601,0.867407373155566,0.8311439766214601
Montana,46.80225530131097,W1 2020冬-2021春,0.014104333040654485,0.01577990746860542,0.012388667803676331,-5.5896912442396305,14.07283512544803,71751.0,27160.0,0.008722248261507914,1.1550341555301262,1.1637564037916341,1.1550341555301262
