region,epoch,cfr_cold,cfr_warm,confirmed_cold,confirmed_warm,deaths_cold,deaths_warm,months_cold,months_warm,cfr_ratio,dpm_cold,dpm_transition,dpm_warm,dpm_ratio,lag
Oklahoma,E2020,0.016344982932569453,0.011784830342342888,316978.0,132119.0,5181.0,1557.0,5.0,5.0,1.3869510597740164,1309.3348422315958,142.78598453210802,393.48279277255256,3.327552986512524,14
Oklahoma,E2021,0.00978216193999178,0.013148390473697985,389280.0,191050.0,3808.0,2512.0,5.0,5.0,0.7439817032784354,962.3522638907386,563.8150999843061,634.8290144153192,1.5159235668789808,14
Oregon,E2020,0.01407266156497989,0.010247173632098991,120091.0,98271.0,1690.0,1007.0,5.0,5.0,1.373321275722084,400.68880539493097,67.33468682376355,238.75362546313343,1.6782522343594835,14
Oregon,E2021,0.007894449703478926,0.0075164764202009455,339099.0,210604.0,2677.0,1583.0,5.0,5.0,1.0502859667412987,634.7005515042782,175.92372402546673,375.319750852175,1.6910928616550853,14
Pennsylvania,E2020,0.019798702239251967,0.014238861350595345,821569.0,174101.0,16266.0,2479.0,5.0,5.0,1.3904694871141616,1270.583813187154,159.89702850080562,193.64178488202106,6.561516740621219,14
Pennsylvania,E2021,0.010053989482005867,0.007714323013426256,1200419.0,497905.0,12069.0,3841.0,5.0,5.0,1.303288631355931,942.7441314002066,188.17388454247228,300.031502917242,3.142150481645405,14
Puerto Rico,E2020,0.017195767195767195,0.016816474659239567,73332.0,47394.0,1261.0,797.0,5.0,5.0,1.0225548186652327,335.8243635915257,113.98320984708407,212.2537809535654,1.5821831869510665,14
Puerto Rico,E2021,0.003134637234215225,0.0024523950548827364,295728.0,396755.0,927.0,973.0,5.0,5.0,1.2781942403505258,246.87484936506291,33.28948885720913,259.1253812645159,0.9527235354573483,14
Rhode Island,E2021,0.0035027521624133246,0.0027761035924972147,181857.0,54753.0,637.0,152.0,5.0,5.0,1.2617512443987944,601.3058815644525,51.91809024496843,143.4827221315491,4.190789473684211,14
South Carolina,E2020,0.013850001866577071,0.012059619135888952,375018.0,185578.0,5194.0,2238.0,5.0,5.0,1.148460968005201,1008.7955943950276,163.14753548167562,434.67164810475003,2.3208221626452192,14
South Carolina,E2021,0.006506266331341464,0.006867261912153687,570988.0,322108.0,3715.0,2212.0,5.0,5.0,0.9474323849257398,721.539397993363,201.99218678683647,429.62184343507914,1.6794755877034357,14
South Dakota,E2021,0.007467292773548598,0.005724133686218994,82627.0,32494.0,617.0,186.0,5.0,5.0,1.3045280181918717,697.4438738542195,133.38472790080698,210.250503301272,3.317204301075269,14
Tennessee,E2020,0.014755744063723535,0.010198998250607267,548871.0,258947.0,8099.0,2641.0,5.0,5.0,1.4467836645471481,1185.9413744619774,194.60625838498186,386.72319668527996,3.0666414237031425,14
Tennessee,E2021,0.012823969509708415,0.0066311020367601555,738071.0,442762.0,9465.0,2936.0,5.0,5.0,1.9339122575127785,1385.965564795977,148.627052114941,429.9202216842037,3.223773841961853,14
Texas,E2020,0.015215769912799342,0.014680306172178848,1899871.0,837176.0,28908.0,12290.0,5.0,5.0,1.0364749709127503,996.9691902101544,151.6422280806022,423.8533052332502,2.3521562245728234,14
Texas,E2021,0.006121163463670346,0.006973044823603757,2440059.0,1468512.0,14936.0,10240.0,5.0,5.0,0.8778322265977995,515.1076458066578,162.74725365302749,353.15360826594645,1.4585937500000001,14
Utah,E2020,0.005354539919183719,0.006679237567303542,270985.0,88034.0,1451.0,588.0,5.0,5.0,0.8016693320500331,452.59482501018414,86.71355020870517,183.40851626877208,2.4676870748299318,14
Utah,E2021,0.003674214368849857,0.003787031760573032,378040.0,138631.0,1389.0,525.0,5.0,5.0,0.9702095469867135,433.2558317981708,100.43799700432757,163.75760381140364,2.645714285714286,14
Vermont,E2021,0.0030085809962327333,0.005381247719810288,76448.0,21928.0,230.0,118.0,5.0,5.0,0.5590861363168761,368.59624127989434,121.79701885770422,189.10589770011973,1.949152542372881,14
Virginia,E2020,0.015329407518742033,0.013120530470852352,437786.0,134522.0,6711.0,1765.0,5.0,5.0,1.1683527242131533,786.2439296309925,105.32458541771156,206.7829735953959,3.802266288951841,14
Virginia,E2021,0.007615707144009031,0.005822469355724175,744120.0,438989.0,5667.0,2556.0,5.0,5.0,1.3079857838190063,663.9315078555856,152.89052721925873,299.4545498639274,2.217136150234742,14
Washington,E2020,0.011289902947831503,0.009318126947264345,253678.0,173962.0,2864.0,1621.0,5.0,5.0,1.2116064753921432,376.1050877536953,73.80274417513155,212.87232794997908,1.7668106107341146,14
Washington,E2021,0.005011400765352642,0.006605508437894317,729337.0,381197.0,3655.0,2518.0,5.0,5.0,0.7586699513701872,479.9804803560602,123.1796691036893,330.66781109071394,1.4515488482922956,14
West Virginia,E2020,0.01780385067958185,0.014704835993643715,117278.0,42163.0,2088.0,620.0,5.0,5.0,1.2107479938761443,1165.0829982138741,153.44723396016064,345.95376383745304,3.367741935483871,14
West Virginia,E2021,0.009683133765766726,0.009415341334482836,225237.0,132231.0,2181.0,1245.0,5.0,5.0,1.028442137334217,1216.976062789492,370.50532127107874,694.6974773832727,1.7518072289156625,14
Wisconsin,E2020,0.0117110193584682,0.011093449621757475,398172.0,120161.0,4663.0,1333.0,5.0,5.0,1.0556697652909957,800.867815762274,236.67078063916225,228.94205413062647,3.498124531132783,14
Wisconsin,E2021,0.006693198520780361,0.0038689457542263116,702803.0,298014.0,4704.0,1153.0,5.0,5.0,1.729979934060571,807.9095443589399,112.83940702462235,198.02714809648336,4.079791847354727,14
Wyoming,E2021,0.009457376001203324,0.006904931247036511,53186.0,33744.0,503.0,233.0,5.0,5.0,1.3696553467150427,869.1009556654842,404.31336704915174,402.58553214723224,2.1587982832618025,14
Alabama,E2020,0.022842048014917255,0.013839533384313197,321775.0,200079.0,7350.0,2769.0,5.0,5.0,1.650492641667255,1499.0256333383302,183.96205731580596,564.7349630903178,2.6543878656554716,21
Alabama,E2021,0.007459851493697116,0.009204768919301352,463280.0,275618.0,3456.0,2537.0,5.0,5.0,0.8104333263657121,704.8479712676556,177.2317381457155,517.4187798339243,1.3622388648009458,21
Alaska,E2020,0.004942410177067217,0.0058076539678412,46536.0,23073.0,230.0,134.0,5.0,5.0,0.8510166419065067,310.39345744573177,95.81711077672588,180.8379273814263,1.7164179104477615,21
Alaska,E2021,0.003530789213713366,0.004303842399503061,109324.0,67614.0,386.0,291.0,5.0,5.0,0.8203806938007406,520.921193800228,279.35411170115856,392.71520050742583,1.3264604810996563,21
Arizona,E2020,0.018027573359737526,0.014623896735662079,595865.0,166098.0,10742.0,2429.0,5.0,5.0,1.2327475833288117,1475.8095417090676,128.45670466374776,333.7126584259286,4.422396047756278,21
Arizona,E2021,0.00943837381304576,0.007163524212266701,838280.0,314510.0,7912.0,2253.0,5.0,5.0,1.3175601189263302,1087.0047564701306,216.65906230452427,309.53257284216437,3.511762094984465,21
Arkansas,E2020,0.01544856283912597,0.01605568644862825,218208.0,139639.0,3371.0,2242.0,5.0,5.0,0.9621863810404601,1117.0374219134178,228.3117127553678,742.9243251052752,1.5035682426404995,21
Arkansas,E2021,0.008604753727631862,0.009487882944673069,319707.0,139968.0,2751.0,1328.0,5.0,5.0,0.9069203085460666,911.5900171117806,149.11505187215604,440.0550864138294,2.0715361445783134,21
California,E2020,0.014894558324730866,0.010804897459760312,2786991.0,771502.0,41511.0,8336.0,5.0,5.0,1.3785006641850421,1050.5862957900395,79.62093147733044,210.97269065321888,4.979726487523992,21
California,E2021,0.0038260933590685228,0.003641768407997602,4183118.0,2141542.0,16005.0,7799.0,5.0,5.0,1.0506141331409569,405.064529019286,96.0209199062275,197.381959501494,2.052186177715092,21
Colorado,E2020,0.007747087055625558,0.012126785499424171,353165.0,116354.0,2736.0,1411.0,5.0,5.0,0.6388409406592885,475.1042589901673,278.0123971649334,245.0190458461718,1.93905031892275,21
Colorado,E2021,0.004280528575848823,0.005536157401654032,662535.0,249451.0,2836.0,1381.0,5.0,5.0,0.7731948832542106,492.4691807368839,216.36692496408935,239.80956932215682,2.0535843591600287,21
Connecticut,E2020,0.013361624278977684,0.008750973773045963,239417.0,38510.0,3199.0,337.0,5.0,5.0,1.52687285158288,897.2629692925142,125.09511856969719,94.52254474885191,9.492581602373887,21
Connecticut,E2021,0.005925925925925926,0.004930333860429036,333450.0,134068.0,1976.0,661.0,5.0,5.0,1.2019319773631423,554.2330813760575,64.23045325663824,185.39881922549293,2.989409984871407,21
Delaware,E2021,0.006419301454577127,0.0050011238480557425,114810.0,53388.0,737.0,267.0,5.0,5.0,1.2835717829848827,756.8568975645023,161.2300310958302,274.19374715023355,2.7602996254681647,21
District of Columbia,E2021,0.0018858574456955648,0.0018367006177992986,72646.0,29945.0,137.0,55.0,5.0,5.0,1.026763658388249,194.12000583776953,26.92175263443519,77.93138920494397,2.4909090909090907,21
Florida,E2020,0.01329362613409306,0.016673924367784535,1255188.0,1099981.0,16686.0,18341.0,5.0,5.0,0.7972703870348301,776.8974915746477,165.05463308355067,853.9540269070247,0.9097650073605582,21
Florida,E2021,0.00579165360187258,0.009349316861225986,2194192.0,1432725.0,12708.0,13395.0,5.0,5.0,0.6194734532842772,591.6824477364631,140.37791784115802,623.6690578714135,0.9487122060470325,21
Georgia,E2020,0.015241328185151368,0.015426698959965807,698758.0,350950.0,10650.0,5414.0,5.0,5.0,0.9879837692240252,1003.0682586537241,215.02392812267158,509.91657768556456,1.9671222755818247,21
Georgia,E2021,0.008663666682845315,0.01018988963936799,865338.0,530624.0,7497.0,5407.0,5.0,5.0,0.8502218364930854,706.1035432044104,218.13202695230282,509.2572839944307,1.386535971888293,21
Hawaii,E2021,0.0025881405647897853,0.003735500360443017,156483.0,106813.0,405.0,399.0,5.0,5.0,0.6928497697917076,286.04280612936765,113.7108439180943,281.8051349274511,1.0150375939849623,21
Idaho,E2020,0.010187357670278103,0.015583524027459954,115928.0,43700.0,1181.0,681.0,5.0,5.0,0.6537261823658636,660.8601254011465,197.53058786334017,381.0717573227611,1.7342143906020557,21
Idaho,E2021,0.00702425727652771,0.011892600860101145,152614.0,79293.0,1072.0,943.0,5.0,5.0,0.5906409673676688,599.8662611600586,272.5138705083475,527.6808621958351,1.136797454931071,21
Illinois,E2020,0.014571795014238477,0.013260912710467372,828038.0,246891.0,12066.0,3274.0,5.0,5.0,1.098853098002551,952.1914806088249,257.57939604734,258.36854860875957,3.6854001221747095,21
Illinois,E2021,0.00633492799264519,0.003998940961674137,1372707.0,653423.0,8696.0,2613.0,5.0,5.0,1.5841514174275537,686.2470674104377,78.28393409281902,206.20556429892753,3.3279755070799846,21
Indiana,E2020,0.01488940901804042,0.014253128735576102,507139.0,163964.0,7551.0,2337.0,5.0,5.0,1.044641446398793,1121.6212663313538,275.09503181640406,347.1366573190801,3.2310654685494224,21
Indiana,E2021,0.00944086024734213,0.007157935521797801,666041.0,299388.0,6288.0,2143.0,5.0,5.0,1.318936195861533,934.0159611563438,140.2212257206725,318.3200071180097,2.9342043863742413,21
Iowa,E2020,0.0166358595194085,0.010560684882285858,222892.0,64011.0,3708.0,676.0,5.0,5.0,1.5752633190781915,1175.2512622540862,232.324480914845,214.25832073456374,5.485207100591715,21
Iowa,E2021,0.008232628676133088,0.007346938775510204,272331.0,126175.0,2242.0,927.0,5.0,5.0,1.1205522364736704,710.6023004243963,152.45303590728574,293.81281556352155,2.418554476806904,21
Kansas,E2020,0.016350773235127163,0.01556944640542171,216687.0,77909.0,3543.0,1213.0,5.0,5.0,1.0501833404579737,1216.1407936116739,192.56420694782642,416.3643191224839,2.9208573784006595,21
Kansas,E2021,0.005633701950908017,0.004256082065992657,335126.0,128287.0,1888.0,546.0,5.0,5.0,1.3236826413482359,648.0592205302964,249.2007384030695,187.41543136098616,3.4578754578754576,21
Kentucky,E2020,0.014359141204478551,0.012538469563403057,319657.0,153368.0,4590.0,1923.0,5.0,5.0,1.145206847763113,1027.3804730113418,166.75347546698248,430.42541385638566,2.386895475819033,21
Kentucky,E2021,0.008241632399939395,0.006721862951413957,567606.0,325505.0,4678.0,2188.0,5.0,5.0,1.2260934891875104,1047.0775278316028,376.930003605904,489.74040848558076,2.1380255941499087,21
Louisiana,E2020,0.015808180142788557,0.014359055630392987,258284.0,239779.0,4083.0,3443.0,5.0,5.0,1.1009206001910246,878.2923054882622,140.89675730953016,740.6221914758968,1.1858844031367994,21
Louisiana,E2021,0.005213619129403673,0.006179626936552414,473951.0,253737.0,2471.0,1568.0,5.0,5.0,0.8436786205596299,531.5357058196169,85.18338304515106,337.2917793302951,1.575892857142857,21
Maine,E2021,0.007648387072249127,0.006498139256859683,131531.0,51861.0,1006.0,337.0,5.0,5.0,1.17701187523416,748.3938545408016,166.6403811303574,250.7045019684395,2.9851632047477747,21
Maryland,E2020,0.015748149874277896,0.02286726092286272,266063.0,66077.0,4190.0,1511.0,5.0,5.0,0.6886767036682069,693.0568604358815,119.92033981289119,249.93052890659115,2.772998014559894,21
Maryland,E2021,0.007316115202740936,0.0055130532884415375,450649.0,226916.0,3297.0,1251.0,5.0,5.0,1.3270532352878994,545.3480832594514,79.8917574201744,206.92461393920948,2.6354916067146283,21
Massachusetts,E2020,0.010664480800999573,0.009927555674805473,477004.0,81994.0,5087.0,814.0,5.0,5.0,1.0742302687925787,738.0482823148571,99.23825930870106,118.09933198433139,6.249385749385749,21
Massachusetts,E2021,0.005278453165241563,0.0050428173161153654,846839.0,300229.0,4470.0,1514.0,5.0,5.0,1.0467270246679719,648.5307296928271,87.77653052889495,219.65895408387925,2.952443857331572,21
Michigan,E2020,0.016859612529488383,0.016256339636583482,548945.0,148865.0,9255.0,2420.0,5.0,5.0,1.0371100079348299,926.7179854482747,338.24455481839783,242.31847917718258,3.824380165289256,21
Michigan,E2021,0.009972869910411374,0.0077971317611613,1112418.0,434134.0,11094.0,3385.0,5.0,5.0,1.2790433990211318,1110.8600033023404,195.35675738623272,338.9454760391583,3.277400295420975,21
Minnesota,E2020,0.010416189426422355,0.009956683295354232,371057.0,97422.0,3865.0,970.0,5.0,5.0,1.04615052195971,685.3284044065286,221.291034592328,171.99703810461392,3.984536082474227,21
Minnesota,E2021,0.005394080996884735,0.00503755190015121,642000.0,239402.0,3463.0,1206.0,5.0,5.0,1.0707742776253726,614.0471576868846,139.19347929084734,213.84374015893235,2.8714759535655063,21
