region,epoch,cfr_cold,cfr_warm,confirmed_cold,confirmed_warm,deaths_cold,deaths_warm,months_cold,months_warm,cfr_ratio,dpm_cold,dpm_transition,dpm_warm,dpm_ratio,lag
Mississippi,E2020,0.018952785616208796,0.017599348859790663,184986.0,140062.0,3506.0,2465.0,5.0,5.0,1.0769026608427734,1178.0324170597642,184.8025754086909,828.2515425134965,1.4223123732251521,21
Mississippi,E2021,0.007590270121278941,0.006341761095090519,290240.0,167146.0,2203.0,1060.0,5.0,5.0,1.196871028010651,740.2183156824474,95.761334529958,356.16496351493157,2.078301886792453,21
Missouri,E2020,0.014050467405180579,0.014540239753841585,388528.0,215471.0,5459.0,3133.0,5.0,5.0,0.9663160747723155,823.8295139224773,194.37486974393676,472.80781592216914,1.7424194063198213,21
Missouri,E2021,0.013359553914572195,0.0066713581984517946,556306.0,248675.0,7432.0,1659.0,5.0,5.0,2.002523851540832,1121.579217342343,115.59871911790027,250.36328331148377,4.479807112718505,21
Montana,E2020,0.013337793201488481,0.017165419783873648,71751.0,24060.0,957.0,413.0,5.0,5.0,0.7770152649583847,895.4151376618905,347.1254086442648,386.4226247172004,2.317191283292978,21
Montana,E2021,0.007393390412375398,0.008612227510973645,96708.0,53993.0,715.0,465.0,5.0,5.0,0.8584759753449136,668.9883212416423,403.2642887484585,435.07632080750165,1.5376344086021505,21
Nebraska,E2020,0.009551704734009552,0.0074779442655090326,138614.0,35705.0,1324.0,267.0,5.0,5.0,1.2773169195798166,684.4471280102233,173.69655212344034,138.02672445523385,4.958801498127341,21
Nebraska,E2021,0.005633379457599361,0.011081178659705057,192957.0,72014.0,1087.0,798.0,5.0,5.0,0.508373669498196,561.9290242802966,116.83160946398071,412.52931129317085,1.362155388471178,21
Nevada,E2020,0.01663538603258112,0.0182391694019601,203001.0,85914.0,3377.0,1567.0,5.0,5.0,0.9120692760709472,1096.373040845983,143.82388424482397,508.74046639196195,2.1550733886407145,21
Nevada,E2021,0.010065002382571941,0.008090562310326677,274913.0,153883.0,2767.0,1245.0,5.0,5.0,1.2440423788251551,898.3311234885506,176.939090098034,404.20030673771066,2.2224899598393577,21
New Hampshire,E2021,0.004761904761904762,0.005321073579805461,170100.0,46983.0,810.0,250.0,5.0,5.0,0.8949142857142858,595.7148246943652,122.084766542302,183.86260021431025,3.24,21
New Jersey,E2020,0.012941647968958261,0.01224705197263066,658726.0,109904.0,8525.0,1346.0,5.0,5.0,1.0567153628383275,959.7858185875331,146.36030078167659,151.53920373241283,6.333580980683507,21
New Jersey,E2021,0.005104457033240416,0.0034509314794429957,1000890.0,477842.0,5109.0,1649.0,5.0,5.0,1.4791534006535276,575.195982071989,78.35905334157455,185.652412299219,3.0982413583990294,21
New Mexico,E2020,0.01839324341080999,0.01714403038702392,145162.0,38964.0,2670.0,668.0,5.0,5.0,1.0728657728425155,1273.3513319398005,243.7013223300517,318.5762882905568,3.997005988023952,21
New Mexico,E2021,0.008955322296815565,0.010348200491813769,242649.0,109391.0,2173.0,1132.0,5.0,5.0,0.86539899414395,1036.3267581667365,252.28571333189305,539.8628118935784,1.9196113074204944,21
New York,E2020,0.012784849457571268,0.00989706580646174,1361377.0,254823.0,17405.0,2522.0,5.0,5.0,1.291781797512563,894.6948067759934,106.04742237166758,129.64207427113215,6.901268834258525,21
New York,E2021,0.004522708157252978,0.004080115246991031,2436151.0,968355.0,11018.0,3951.0,5.0,5.0,1.1084755903864105,566.3744545278882,84.71456716844797,203.0990624287245,2.788661098456087,21
North Carolina,E2020,0.011688874224585885,0.012916511334789015,639497.0,281655.0,7475.0,3638.0,5.0,5.0,0.904955983981786,712.7135900131998,138.34748081727798,346.86983818970174,2.054700384826828,21
North Carolina,E2021,0.004137698724137212,0.005777659612511214,1151848.0,643167.0,4766.0,3716.0,5.0,5.0,0.7161548103625293,454.4204642144361,206.4247387797428,354.30684956375256,1.282561894510226,21
North Dakota,E2020,0.011669720964005394,0.01554100283452253,57842.0,20462.0,675.0,318.0,5.0,5.0,0.7508988376272905,885.7547023732977,577.38084302852,417.2888820069758,2.1226415094339623,21
North Dakota,E2021,0.003756351848606974,0.0028521506757798448,91312.0,38918.0,343.0,111.0,5.0,5.0,1.3170243355323084,450.09461172450534,199.45883668257963,145.6574399458312,3.09009009009009,21
Ohio,E2020,0.01596395421197228,0.01854865678296734,801869.0,179420.0,12801.0,3328.0,5.0,5.0,0.8606528439639621,1095.1228067173693,206.94493160294633,284.70968680223456,3.846454326923077,21
Ohio,E2021,0.009953222868110484,0.0069983136593591904,1127474.0,545560.0,11222.0,3818.0,5.0,5.0,1.4222316050095223,960.0396951005638,183.07654139326382,326.6290817941501,2.9392352016762704,21
Oklahoma,E2020,0.01606420634870559,0.01350297837555537,316978.0,132119.0,5092.0,1784.0,5.0,5.0,1.1896787436012521,1286.84289068583,155.67463092350184,450.84990514208977,2.8542600896860986,21
Oklahoma,E2021,0.009425092478421701,0.018094739596964147,389280.0,191050.0,3669.0,3457.0,5.0,5.0,0.5208747231710922,927.2243845102731,311.3492618470037,873.6480504911459,1.0613248481342203,21
Oregon,E2020,0.013722926780524768,0.011366527256260748,120091.0,98271.0,1648.0,1117.0,5.0,5.0,1.2073104186651293,390.73085875198,78.24100933747172,264.83396190895735,1.4753804834377797,21
Oregon,E2021,0.0075582646955608835,0.007525972915993998,339099.0,210604.0,2563.0,1585.0,5.0,5.0,1.0042907116365327,607.6718391876971,177.34628783160258,375.7939387875536,1.6170347003154573,21
Pennsylvania,E2020,0.019535790663961276,0.014554769932395564,821569.0,174101.0,16050.0,2534.0,5.0,5.0,1.3422260025202533,1253.7114349965461,184.26824144279456,197.93799229166655,6.33385951065509,21
Pennsylvania,E2021,0.009708276859996385,0.00820035950633153,1200419.0,497905.0,11654.0,4083.0,5.0,5.0,1.1838842983043105,910.3272936728816,189.73614178234337,318.93481551968216,2.854273818270879,21
Puerto Rico,E2020,0.016718485790650738,0.01658437776933789,73332.0,47394.0,1226.0,786.0,5.0,5.0,1.0080864065675588,326.50330671150715,125.43479401396401,209.32430593413102,1.559796437659033,21
Puerto Rico,E2021,0.0031380187199047775,0.00228100465022495,295728.0,396755.0,928.0,905.0,5.0,5.0,1.375717809078254,247.1411652759206,42.61054573722769,241.0158993261941,1.025414364640884,21
Rhode Island,E2021,0.0034422650764061873,0.0028126312713458623,181857.0,54753.0,626.0,154.0,5.0,5.0,1.2238593488861556,590.9222635154589,61.35774301678087,145.3706526859116,4.0649350649350655,21
South Carolina,E2020,0.013575348383277603,0.014290487018935434,375018.0,185578.0,5091.0,2652.0,5.0,5.0,0.9499570144313315,988.7905989728697,169.55690294702717,515.080076306433,1.9196832579185519,21
South Carolina,E2021,0.006371412358928734,0.006283606740596322,570988.0,322108.0,3638.0,2024.0,5.0,5.0,1.0139737609238224,706.584207240876,163.34175873820143,393.1078712082279,1.7974308300395256,21
South Dakota,E2021,0.007213138562455371,0.0062473071951744934,82627.0,32494.0,596.0,203.0,5.0,5.0,1.154599627824753,673.705913804076,123.21131645074543,229.46694715138827,2.9359605911330053,21
Tennessee,E2020,0.014307551318980235,0.011728268719081511,548871.0,258947.0,7853.0,3037.0,5.0,5.0,1.2199201486321944,1149.9194485306714,218.7673062657358,444.7097115990894,2.5857754362858083,21
Tennessee,E2021,0.012627511445375852,0.0063962128637958995,738071.0,442762.0,9320.0,2832.0,5.0,5.0,1.9742168865033556,1364.7331287795566,137.35189643725582,414.69143998966786,3.290960451977401,21
Texas,E2020,0.014917328597573203,0.016494739457413973,1899871.0,837176.0,28341.0,13809.0,5.0,5.0,0.904368852632482,977.4146886587098,164.2647105635452,476.2400563031694,2.052357158374973,21
Texas,E2021,0.005937971172008546,0.006590344511995816,2440059.0,1468512.0,14489.0,9678.0,5.0,5.0,0.9010107379364138,499.69166310207993,134.5018625231632,333.7715449997881,1.4971068402562513,21
Utah,E2020,0.0051294352085908814,0.007451666401617557,270985.0,88034.0,1390.0,656.0,5.0,5.0,0.6883608218797098,433.56775104352585,106.67638191142866,204.6190249529158,2.1189024390243905,21
Utah,E2021,0.003470532218812824,0.003787031760573032,378040.0,138631.0,1312.0,525.0,5.0,5.0,0.9164254324309346,409.2380499058316,104.49294719394328,163.75760381140364,2.499047619047619,21
Vermont,E2021,0.0029039347007115946,0.005244436337103247,76448.0,21928.0,222.0,115.0,5.0,5.0,0.5537172184104682,355.77550245276757,129.80998062465844,184.29812063994717,1.9304347826086956,21
Virginia,E2020,0.01530884952922204,0.013261771308782207,437786.0,134522.0,6702.0,1784.0,5.0,5.0,1.1543593365302731,785.1895122018942,100.40397074858599,209.0089659457146,3.756726457399103,21
Virginia,E2021,0.007568671719615116,0.00603887568936807,744120.0,438989.0,5632.0,2651.0,5.0,5.0,1.2533246433504792,659.8309956313143,126.7644064760444,310.58451161552097,2.12448132780083,21
Washington,E2020,0.011144048754720552,0.010467803313367286,253678.0,173962.0,2827.0,1821.0,5.0,5.0,1.0646024214545287,371.24618822615105,82.33864875054712,239.13664972048852,1.5524437122460186,21
Washington,E2021,0.004853723313091205,0.006516315710774219,729337.0,381197.0,3540.0,2484.0,5.0,5.0,0.7448569910549228,464.8784953380172,118.9773776204078,326.20287638972735,1.4251207729468598,21
West Virginia,E2020,0.01708760381316189,0.018215022650190926,117278.0,42163.0,2004.0,768.0,5.0,5.0,0.9381049994457613,1118.211843113316,197.52843935235222,428.53627520510315,2.609375,21
West Virginia,E2021,0.009305753495207271,0.009536341705046471,225237.0,132231.0,2096.0,1261.0,5.0,5.0,0.9758200558483369,1169.5469177472607,324.1921561121939,703.6253164500457,1.6621728786677241,21
Wisconsin,E2020,0.010766703836532955,0.013190635896838408,398172.0,120161.0,4287.0,1585.0,5.0,5.0,0.8162384225246917,736.2900120465084,265.86819189363075,272.22292257842685,2.704731861198738,21
Wisconsin,E2021,0.006525299408226772,0.003969612165871402,702803.0,298014.0,4586.0,1183.0,5.0,5.0,1.6438128299605186,787.6431059587794,122.80087674673513,203.17963243550722,3.87658495350803,21
Wyoming,E2021,0.008648892565712782,0.007853247984826933,53186.0,33744.0,460.0,265.0,5.0,5.0,1.1013140782543853,794.8040548829479,364.57316430500435,457.8762490086547,1.7358490566037736,21
Alabama,E2020,0.022708414264625904,0.01708825014119423,321775.0,200079.0,7307.0,3419.0,5.0,5.0,1.3288905579561527,1490.2558235106364,189.2647330255742,697.3018558345238,2.1371746124597837,28
Alabama,E2021,0.007438266275254706,0.007495881981583206,463280.0,275618.0,3446.0,2066.0,5.0,5.0,0.9923136855049136,702.8084806100525,148.4749198735108,421.35876986081496,1.6679574056147144,28
Alaska,E2020,0.004834966477565756,0.00905820656178217,46536.0,23073.0,225.0,209.0,5.0,5.0,0.5337664188367209,303.64577358821583,98.51618431973225,282.0531852441649,1.076555023923445,28
Alaska,E2021,0.0034301708682448503,0.0035051912325849677,109324.0,67614.0,375.0,237.0,5.0,5.0,0.97859735479117,506.07628931369305,255.0624498141013,319.840214846254,1.5822784810126582,28
Arizona,E2020,0.017886601830951643,0.015605245096268467,595865.0,166098.0,10658.0,2592.0,5.0,5.0,1.1461916631625795,1464.2690463168165,143.70664500350819,356.10671496089213,4.111882716049383,28
Arizona,E2021,0.009211719234623276,0.006944135321611395,838280.0,314510.0,7722.0,2184.0,5.0,5.0,1.326546619268025,1060.901254987658,212.12529625756846,300.0528801985295,3.5357142857142856,28
Arkansas,E2020,0.015017781199589382,0.016950851839385845,218208.0,139639.0,3277.0,2367.0,5.0,5.0,0.8859602657074194,1085.8889444112342,224.66667815404844,784.3451728475408,1.3844528939585976,28
Arkansas,E2021,0.008532812856771982,0.009616483767718335,319707.0,139968.0,2728.0,1346.0,5.0,5.0,0.887311106936598,903.9685811272037,134.53491346687858,446.01968848871564,2.026745913818722,28
California,E2020,0.014867647581208551,0.011112090441761655,2786991.0,771502.0,41436.0,8573.0,5.0,5.0,1.337970353924829,1048.6881489811394,80.55735056972117,216.97083456934325,4.8333138924530505,28
California,E2021,0.0037981237918700834,0.0035857340178245397,4183118.0,2141542.0,15888.0,7679.0,5.0,5.0,1.0592318819493478,402.10341999740183,88.93450515300037,194.3449246072538,2.069019403568173,28
Colorado,E2020,0.006594651225347925,0.014266806469910789,353165.0,116354.0,2329.0,1660.0,5.0,5.0,0.46223737871935694,404.4290274810306,321.77199996665934,288.25770099549624,1.403012048192771,28
Colorado,E2021,0.003939414521496977,0.006029240211504464,662535.0,249451.0,2610.0,1504.0,5.0,5.0,0.6533849014640575,453.22445758930434,217.92976792129383,261.1684230706183,1.7353723404255317,28
Connecticut,E2020,0.013027479251682211,0.012698000519345625,239417.0,38510.0,3119.0,489.0,5.0,5.0,1.0259472923973045,874.8243830019856,144.44839924527815,137.15585870085633,6.378323108384459,28
Connecticut,E2021,0.005925925925925926,0.004094936897693708,333450.0,134068.0,1976.0,549.0,5.0,5.0,1.4471348579909598,554.2330813760575,60.02321832716412,153.98479841875283,3.599271402550091,28
Delaware,E2021,0.006384461283860291,0.005076047051771934,114810.0,53388.0,733.0,271.0,5.0,5.0,1.2577624318182037,752.7491260716149,154.04143098327725,278.3015186431209,2.7047970479704797,28
District of Columbia,E2021,0.0019822151254026373,0.0018033060611120388,72646.0,29945.0,144.0,54.0,5.0,5.0,1.0992117024107773,204.03854628203513,14.169343491807995,76.51445485576316,2.666666666666667,28
Florida,E2020,0.013215550180530725,0.01802485679298097,1255188.0,1099981.0,16588.0,19827.0,5.0,5.0,0.7331847532723239,772.3346272468091,168.3138218891497,923.141949265884,0.8366369092651434,28
Florida,E2021,0.005824923251930551,0.008564099879600063,2194192.0,1432725.0,12781.0,12270.0,5.0,5.0,0.6801559222593478,595.0813160623021,101.96604977516952,571.2892377814292,1.0416462917685412,28
Georgia,E2020,0.015275674840216498,0.016674739991451772,698758.0,350950.0,10674.0,5852.0,5.0,5.0,0.9160967336250821,1005.3286941661833,213.7995255534229,551.169525787943,1.8239917976760083,28
Georgia,E2021,0.008607041410408418,0.009922280183331323,865338.0,530624.0,7448.0,5265.0,5.0,5.0,0.8674459147875702,701.488487366473,170.56869637764268,495.8830405457143,1.414624881291548,28
Hawaii,E2021,0.0025561882121380598,0.003454635671687903,156483.0,106813.0,400.0,369.0,5.0,5.0,0.7399298956723648,282.5114134611038,113.00456538444153,260.61677891786826,1.0840108401084012,28
Idaho,E2020,0.009764681526464702,0.02011441647597254,115928.0,43700.0,1132.0,879.0,5.0,5.0,0.48545686314733505,633.4408653294648,200.8880482802808,491.8679510818017,1.2878270762229806,28
Idaho,E2021,0.0067097382939966185,0.011476422887266215,152614.0,79293.0,1024.0,910.0,5.0,5.0,0.584654152248213,573.0065778245336,227.7477316158058,509.2148299026616,1.1252747252747253,28
Illinois,E2020,0.0137348769017847,0.014034533458084742,828038.0,246891.0,11373.0,3465.0,5.0,5.0,0.9786486271741779,897.5032081024503,305.00746498865476,273.44136253187287,3.2822510822510824,28
Illinois,E2021,0.006286847812388223,0.003933133666858987,1372707.0,653423.0,8630.0,2570.0,5.0,5.0,1.598432279421848,681.0386605050687,71.41830680846897,202.81220828482347,3.357976653696498,28
Indiana,E2020,0.013885739412665956,0.016668293039935597,507139.0,163964.0,7042.0,2733.0,5.0,5.0,0.8330630724692135,1046.0146944120504,322.77619013879377,405.95827319343,2.576655689718258,28
Indiana,E2021,0.009284713703811027,0.006944166098841637,666041.0,299388.0,6184.0,2079.0,5.0,5.0,1.3370523647698778,918.5678600176257,126.25851892221569,308.813483340337,2.9745069745069745,28
Iowa,E2020,0.015953914900489922,0.012450984986955366,222892.0,64011.0,3556.0,797.0,5.0,5.0,1.2813375742725979,1127.0748351066695,255.46184395274906,252.60929234533623,4.461731493099122,28
Iowa,E2021,0.007986604536391377,0.007703586288884486,272331.0,126175.0,2175.0,972.0,5.0,5.0,1.0367385055341378,689.3666384581007,141.67672983483726,308.0755736005857,2.2376543209876543,28
Kansas,E2020,0.015907737889213475,0.01687866613613318,216687.0,77909.0,3447.0,1315.0,5.0,5.0,0.9424760085252719,1183.1886298558961,213.15930929518754,451.3759931129978,2.6212927756653994,28
Kansas,E2021,0.005732172376956727,0.007319525750855504,335126.0,128287.0,1921.0,939.0,5.0,5.0,0.7831343958707642,659.386526821345,228.94888776149773,322.31335173620147,2.0457933972310967,28
Kentucky,E2020,0.01439042473651445,0.014064211569558187,319657.0,153368.0,4600.0,2157.0,5.0,5.0,1.0231945577143013,1029.6187746954622,160.26240058303281,482.801673264807,2.1325915623551226,28
Kentucky,E2021,0.008061930282625624,0.00650681249135958,567606.0,325505.0,4576.0,2118.0,5.0,5.0,1.2389984025713192,1024.246850653573,367.0814761957735,474.07229669673677,2.1605288007554297,28
Louisiana,E2020,0.015393907481686826,0.01536414781945041,258284.0,239779.0,3976.0,3684.0,5.0,5.0,1.0019369549542305,855.2755833018198,152.72778273246783,792.4635937836781,1.0792616720955484,28
Louisiana,E2021,0.005205179438380761,0.005501759696063246,473951.0,253737.0,2467.0,1396.0,5.0,5.0,0.9460935638656298,530.6752676070396,71.63148119705885,300.29293618947196,1.7671919770773639,28
Maine,E2021,0.0074431122701112285,0.007115173251576329,131531.0,51861.0,979.0,369.0,5.0,5.0,1.0460900960440065,728.3077371724103,153.99356649099994,274.5102707013477,2.653116531165312,28
Maryland,E2020,0.015436193683450911,0.015103591264736595,266063.0,66077.0,4107.0,998.0,5.0,5.0,1.02202141284708,679.3280491193711,226.60809040504955,165.07655052864195,4.115230460921843,28
Maryland,E2021,0.007240668458157014,0.005433728780694177,450649.0,226916.0,3263.0,1233.0,5.0,5.0,1.3325413818744176,539.72423284064,78.89931322861945,203.9472813645446,2.646390916463909,28
Massachusetts,E2020,0.010534502855321967,0.011049588994316658,477004.0,81994.0,5025.0,906.0,5.0,5.0,0.9533841358932332,729.0530015003258,105.47692180910187,131.44716803170053,5.546357615894039,28
Massachusetts,E2021,0.005227676098998747,0.004872946983802365,846839.0,300229.0,4427.0,1463.0,5.0,5.0,1.0727956032305501,642.2920671924263,95.61112994800293,212.25961018805506,3.0259740259740258,28
Michigan,E2020,0.016637368042335753,0.016625801901051288,548945.0,148865.0,9133.0,2475.0,5.0,5.0,1.000695674190833,914.5019298864497,358.97179663231384,247.82571734030034,3.69010101010101,28
Michigan,E2021,0.00967082517542866,0.0081748953088217,1112418.0,434134.0,10758.0,3549.0,5.0,5.0,1.1829907063143268,1077.2157847058388,207.57281294805765,355.36705892554585,3.0312764158918,28
Minnesota,E2020,0.009731658478346993,0.011126850198107203,371057.0,97422.0,3611.0,1084.0,5.0,5.0,0.8746103618796317,640.2900047378978,257.10897448627856,192.21112299525927,3.331180811808118,28
Minnesota,E2021,0.0051573208722741435,0.005179572434649669,642000.0,239402.0,3311.0,1240.0,5.0,5.0,0.9957039769872374,587.0950444993574,150.71905400919778,219.87250231930025,2.670161290322581,28
Mississippi,E2020,0.018455450682754372,0.018627464979794662,184986.0,140062.0,3414.0,2609.0,5.0,5.0,0.990765555204271,1147.1199862641286,199.58678144138617,876.6362168023173,1.3085473361441164,28
Mississippi,E2021,0.007514470782800441,0.0058152752683282875,290240.0,167146.0,2181.0,972.0,5.0,5.0,1.292195199034941,732.8262126660998,74.25703484603761,326.596551449541,2.2438271604938276,28
Missouri,E2020,0.013527982539224973,0.015166774183068719,388528.0,215471.0,5256.0,3268.0,5.0,5.0,0.8919485696785019,793.1943442345743,201.6186537095493,493.18095832545447,1.6083231334149326,28
Missouri,E2021,0.013194177305296007,0.005867095606715593,556306.0,248675.0,7340.0,1459.0,5.0,5.0,2.2488430715520797,1107.695298074919,134.46273986168296,220.18085012143146,5.03084304318026,28
Montana,E2020,0.01251550501038313,0.021945137157107233,71751.0,24060.0,898.0,528.0,5.0,5.0,0.570308807859504,840.2119055594333,363.9670726755229,494.0221449169051,1.7007575757575757,28
Montana,E2021,0.007496794474086942,0.00848258107532458,96708.0,53993.0,725.0,458.0,5.0,5.0,0.8837869520510399,678.3448012590079,323.7342086008507,428.5267847953457,1.5829694323144106,28
Nebraska,E2020,0.008996205289508997,0.020165242963170425,138614.0,35705.0,1247.0,720.0,5.0,5.0,0.4461243192526649,644.6416681486015,193.34080504216277,372.2068974073722,1.7319444444444443,28
Nebraska,E2021,0.005446809392766264,0.005276751742716694,192957.0,72014.0,1051.0,380.0,5.0,5.0,1.0322277147649204,543.318679409928,144.23017274535673,196.4425291872242,2.7657894736842104,28
Nevada,E2020,0.01639893399539904,0.01941476360081011,203001.0,85914.0,3329.0,1668.0,5.0,5.0,0.8446630787054634,1080.7894145621196,159.4075105286875,541.5310133642582,1.9958033573141487,28
Nevada,E2021,0.010115927584363053,0.007707154136584288,274913.0,153883.0,2781.0,1186.0,5.0,5.0,1.3125373393461548,902.8763478213441,149.6677441012728,385.0454327637951,2.3448566610455313,28
New Hampshire,E2021,0.004679600235155791,0.005023093459336356,170100.0,46983.0,796.0,236.0,5.0,5.0,0.9316171942725615,585.4185190823638,142.67737776630474,173.5662946023089,3.372881355932203,28
New Jersey,E2020,0.012970491524548902,0.01284757606638521,658726.0,109904.0,8544.0,1412.0,5.0,5.0,1.0095672099957667,961.9249306758807,148.2742431765139,158.9698036182518,6.050991501416431,28
New Jersey,E2021,0.005079479263455524,0.0033630363174438414,1000890.0,477842.0,5084.0,1607.0,5.0,5.0,1.5103848974537115,572.3813609031106,74.30599885838966,180.9238487355033,3.163658991910392,28
New Mexico,E2020,0.017387470550143978,0.01619443588953906,145162.0,38964.0,2524.0,631.0,5.0,5.0,1.0736694176161807,1203.7223827026428,356.72913718762953,300.9305956756607,4.0,28
New Mexico,E2021,0.008959443475967345,0.00958031282280992,242649.0,109391.0,2174.0,1048.0,5.0,5.0,0.9351932073278091,1036.80366877795,269.45449533557576,499.80232055165203,2.0744274809160306,28
New York,E2020,0.012912661224627711,0.010065810386032659,1361377.0,254823.0,17579.0,2565.0,5.0,5.0,1.2828238094515816,903.6391846202348,101.0097842754856,131.85246649700792,6.853411306042885,28
New York,E2021,0.0044652404551277815,0.004035710044353569,2436151.0,968355.0,10878.0,3908.0,5.0,5.0,1.1064324260300058,559.1778286761997,87.6960264498618,200.88867020284872,2.7835209825997955,28
North Carolina,E2020,0.011571594550091713,0.014226624771440237,639497.0,281655.0,7400.0,4007.0,5.0,5.0,0.813375957825326,705.5626175381509,136.63124742326625,382.05262276694197,1.846768155727477,28
North Carolina,E2021,0.004105576430223432,0.005555322334634706,1151848.0,643167.0,4729.0,3573.0,5.0,5.0,0.7390347819472471,450.89265112674536,184.78112875526168,340.6723287113261,1.323537643436888,28
North Dakota,E2020,0.010303931399329207,0.017202619489785943,57842.0,20462.0,596.0,352.0,5.0,5.0,0.5989745576507791,782.0885964659044,602.3131976138425,461.904674422816,1.6931818181818181,28
North Dakota,E2021,0.003471613807604696,0.003751477465440156,91312.0,38918.0,317.0,146.0,5.0,5.0,0.9253990833175313,415.9766528182746,167.96533615375128,191.58546155037254,2.171232876712329,28
Ohio,E2020,0.014998709265478525,0.021998662356482,801869.0,179420.0,12027.0,3947.0,5.0,5.0,0.6818009669146584,1028.9072725872823,260.4990974497609,337.6650041491646,3.0471243982771727,28
Ohio,E2021,0.009458311233784548,0.0068920008798299,1127474.0,545560.0,10664.0,3760.0,5.0,5.0,1.3723607118892283,912.3029146811987,191.37487060594913,321.66719422367845,2.8361702127659574,28
Oklahoma,E2020,0.015997955694086026,0.012889894716127127,316978.0,132119.0,5071.0,1703.0,5.0,5.0,1.2411238451831779,1281.5358009952563,236.03913195219272,430.379702049876,2.977686435701703,28
Oklahoma,E2021,0.009232429099876696,0.017827793771264068,389280.0,191050.0,3594.0,3406.0,5.0,5.0,0.5178671695629603,908.2704927582234,287.34099896107404,860.759404099752,1.0551967116852614,28
Oregon,E2020,0.013273267771939613,0.012302713923741491,120091.0,98271.0,1594.0,1209.0,5.0,5.0,1.0788894104353,377.9277844967574,94.8375870757233,286.6466069363737,1.3184449958643507,28
Oregon,E2021,0.007036293235898661,0.007397770222787791,339099.0,210604.0,2386.0,1558.0,5.0,5.0,0.9511370350790768,565.7062069066895,205.56046998663027,369.39240165994227,1.5314505776636715,28
Pennsylvania,E2020,0.019322783600647056,0.015232537435166943,821569.0,174101.0,15875.0,2652.0,5.0,5.0,1.2685203422534892,1240.0416841476742,203.56211835520247,207.15531000690595,5.98604826546003,28
Pennsylvania,E2021,0.009461696291045043,0.008298771854068547,1200419.0,497905.0,11358.0,4132.0,5.0,5.0,1.140132113212193,887.2058865227896,195.04781639790505,322.7623457573663,2.7487899322362055,28
Puerto Rico,E2020,0.016541209840178914,0.01704857154914124,73332.0,47394.0,1213.0,808.0,5.0,5.0,0.9702402217394053,323.0411998703574,125.96742583567935,215.18325597299983,1.5012376237623761,28
Puerto Rico,E2021,0.0031380187199047775,0.0021675845294955327,295728.0,396755.0,928.0,860.0,5.0,5.0,1.4477030432742093,247.1411652759206,52.99686626067694,229.03168333759882,1.0790697674418606,28
Rhode Island,E2021,0.0034257685984042407,0.0024473544828593867,181857.0,54753.0,623.0,134.0,5.0,5.0,1.3997843885703536,588.0903676839151,71.74136106577456,126.49134714228671,4.649253731343284,28
South Carolina,E2020,0.013668677236825966,0.016553686320576792,375018.0,185578.0,5126.0,3072.0,5.0,5.0,0.8257180287290654,995.5884129512729,140.6176377246823,596.6538440472708,1.6686197916666667,28
South Carolina,E2021,0.006266331341464269,0.005808610776509742,570988.0,322108.0,3578.0,1871.0,5.0,5.0,1.0788003504737427,694.9308118493278,127.60467953745344,363.39171295977985,1.9123463388562267,28
South Dakota,E2021,0.007164728236532853,0.005970332984550994,82627.0,32494.0,592.0,194.0,5.0,5.0,1.2000550480304049,669.1843976040485,114.16828405069072,219.29353570132673,3.051546391752577,28
Tennessee,E2020,0.013811988609345365,0.013558759128315834,548871.0,258947.0,7581.0,3511.0,5.0,5.0,1.01867644956541,1110.0903271757315,227.84600304517062,514.1178127838008,2.1592138991740244,28
Tennessee,E2021,0.012473054760314387,0.005888039172286691,738071.0,442762.0,9206.0,2607.0,5.0,5.0,2.118371565702462,1348.040041152854,141.30552245410647,381.74455651591245,3.5312619869581896,28
Texas,E2020,0.014638888640334002,0.018451317285732034,1899871.0,837176.0,27812.0,15447.0,5.0,5.0,0.793379053302276,959.1707180754397,173.43842734076608,532.7308385628979,1.8004790574221532,28
Texas,E2021,0.005895349251800879,0.005974755398662047,2440059.0,1468512.0,14385.0,8774.0,5.0,5.0,0.9867097242375897,496.1049467681289,102.56629208817625,302.59470302005997,1.6395030772737635,28
Utah,E2020,0.0048969500156835245,0.008439920939636959,270985.0,88034.0,1327.0,743.0,5.0,5.0,0.5802127828811351,413.9168385861574,119.15315172563083,231.75599929880553,1.7860026917900402,28
Utah,E2021,0.003332980636969633,0.0037437513975950546,378040.0,138631.0,1260.0,519.0,5.0,5.0,0.8902783018954473,393.01824914736875,101.99759323110284,161.88608833927333,2.4277456647398843,28
Vermont,E2021,0.0029824194223524486,0.004788398394746443,76448.0,21928.0,228.0,105.0,5.0,5.0,0.6228427913651856,365.3910565731127,116.98924179753169,168.27219710603873,2.1714285714285713,28
Virginia,E2020,0.015260880887008721,0.014384264283908951,437786.0,134522.0,6681.0,1935.0,5.0,5.0,1.060942748672965,782.7292048673314,100.63828573283007,226.69974725614225,3.4527131782945735,28
Virginia,E2021,0.00750550986400043,0.006100380647351073,744120.0,438989.0,5585.0,2678.0,5.0,5.0,1.230334678748202,654.3245935015785,107.90205024439639,313.74776390281596,2.085511575802838,28
Washington,E2020,0.010879934405033152,0.011807176279877214,253678.0,173962.0,2760.0,2054.0,5.0,5.0,0.9214679401014495,362.44764043303036,90.48058849940504,269.734584583132,1.3437195715676729,28
